,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.241813025429551,0,0,0,0.258551427878101,0,0.288322640444922,0,0.219492613734877,0.0311026169881349,0,0,0,0,0,0,0,0,0,0,0,-0.105709029964514,0,-0.257279675756551,0.0247043692187048,0,0,0,0,0,0,0,0,0.0241019357528342,0.191682780716773,0,0,0,0,0.155571401151175,0,0,0,0,0,0,0,-0.0796377217519842,0,0
X002142.CH.EQUITY,0.297011126625221,0,0,-0.259929656389993,0,0.0444891743211632,0,0.234356962717552,0,0,0,0,0,0,0,0,0,-0.00350446659251583,0,0,0,0,0,0,-0.0708967976380754,0,0,0,0,0,0.0881383419908745,0,0,-0.0763543083094241,-0.210642135423003,0,0,0,0,0,0.0916403721993444,0.33208515962302,0,0.333820058307317,0,0,0,0,0,-0.0490808606226587,-0.0391770043075909
X600000.CH.EQUITY,0.105133482048242,0,0,0,0,0.15827398455706,0,0,0,0,0,0,0.602246080789133,0,0,0,0,0,0,0,0.0964798521907708,0,0,0.0259254153522913,0.115338188359047,0,0.161604885184244,0,0,0,0,0,0,0,0.109024986714174,0,0,0,0,0,-0.0536700288779125,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,-0.0946035723795151,0,0,0.182029560208251,0,0.0443535516711172,0,0,0.155055735854869,0.039568422667786,0,0,0,0.26594856159123,0,0,0.0102298115749082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680725522877861,0,0,0,0.0111377300957002,0,0,0,0.234912716262521,0,0,0,0.00682455761247315,0,0,0
X600016.CH.EQUITY,0,0,0,0.333389387196246,0,0,0.0770907462446078,0,0,0,0.0764654163943553,0,0.230718157626853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960128726150252,0,0,0,0,0,0,0,0.239222049967489,0,0,0,0,0,-0.038403955457009,0.154186582135186,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.190967112864041,0.134090431057058,0.31277567152106,0,0,0,0,-0.0050170798556541,0,0,0,0,0,0,0,0,-0.0341812174399589,0,0,-0.0293129037454106,0,0,0,0,0,0,0,0,0,0,0.000544708314313392,0,0,0,0,0.0263938112971101,0,0,0.0407997945587771,0,0,0,0,0,0,0,0.299911826757652,0,0.0788710628433082,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.0480601454388132,0,0,0.124444076199354,0,0,0.131083048777753,0,0.184977909553387,0,0,0.0150869514063773,0.047070641067405,0,0,0,-0.0488025607885049,0,0,0.08209198508318,0,0.0429319721832397,0,0,0,0,0,0,0,0,0,0,0,-0.0423102556225319,0,0,0,0,0,0,0,-0.0565630939028499,0,0
X601009.CH.EQUITY,0.210422640691545,0,0,0.173944325286342,0,0,0.0961826699161328,0,0,0.0336321670913664,0.155778615561152,0.0688060936955247,0,0,0.128323233558657,0.132126571453385,0,0,0,0,0,0,0,0,0.0110931169458879,0,0,0,0.0390267371212304,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0509344517374862,0,0,0,0,0,0,0,0.0315275660018627,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.458441917798017,0,0.308589586650583,0,0.0311484985051919,0,0,0,0,0.198546367875046,0.0405732649132459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328309442898969,0,0,0,0
X601169.CH.EQUITY,0,0,0.39048044221854,0.376653727169838,0,0,0,0,0.0346831717238747,0,0,0,0.216099349851094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208536427252332,0,0,0,0,0,0,0.0111731227848612,0,0,0,0.00524994406290583,0,0,0,0,0.0977190636851884,0,0,0,0,0,-0.0182763956225775
