,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.261241995046089,0,0,0,0,0,0,0,0,0.169495985983562,0,0,0,0,0,0,0,0.0692967740255141,0,-0.115938220955264,0,0,0,0.273525065684044,0,0,0,0,0,0,0.272616295671988,0,0.176861192337353,0,0,-0.328162613855677,0,0,0,0,0,0,-0.00359375138510661,-0.0332574841424713,-0.0432584093954484,0,0,0
X002142.CH.EQUITY,0.207648563166806,0,0,0,0,0.0381667176332389,6.54480287435105e-05,0.0337856172078548,0.0652472095320143,0,0,0,0,0,0,0,0.159960602656857,0,0,0,0,0,0,0,0.00815880747198184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877994329874559,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.138916696756084,0,0,0,0.142165939143985,0.276156202532203,0,0,0,0.0139460825206774,0,0,0.254755080399529,0,0.133707540729203,0,0.0385396968634161,0,0,0,0,0,0,0,0.0254486287045901,0,-0.0547949963288617,0,0,0,0,0,0,0,0,0,0,0,-0.0735252770577485,0.112965938355806,0,0,-0.0915222397010278,0,0,0.0300535099549916,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.26268876688764,0,0,0,0,0.354525919470413,0,0,0.0021599500850574,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0967802431456119,0,0,0.0986549419966838,0,0,0,0,0,0,0,0.0664119776735418,0,0,0,0.0622047526235615,0,0,0
X600016.CH.EQUITY,0,0,0,0.384475226489161,0,0,0,0,0,0.121406354950464,0,0,0.114096660695539,0,0,0,0.101844120470569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13986775729432,0.139730444018152,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.235713691116142,0.0741927785955762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712416626530188,0,0.228818611072642,0,-0.0470532235016649,0,0.0595355754191741,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00883879536767422,0,0.059954238548156,0.412970353653755,0,0.0133794045296901,7.493538101702e-05,0,0,0,0.0434244395049724,0,0
X600919.CH.EQUITY,0,0.0740430381366422,0,0,0,0,0,0.0506353644720058,0,0.0916235148175888,-8.67361737988404e-19,0,0.434347263275686,0.0989182309514269,0,0,0,0,-0.0570307679046088,0,0,0,0,0,0,-0.102438931651801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451978908016859,0,0
X601009.CH.EQUITY,0.355046292110178,0,0,3.46944695195361e-18,0,0,0.32371982730868,0,0,0,0,0,0,0.284778110452583,0,0.011633488151826,0,0,-0.0735897483180309,0,0,0,0,0,-1.73472347597681e-18,0.106747273937501,0,0,0,0,0,0,0,-0.101142023552922,0,0,0,0,0,0,0,0,0,0,0.106563754626597,0.0758310455791555,0,0,0
X601166.CH.EQUITY,0,0.450315615384832,0,0,0,0,0,0,0,-0.0764691226261634,0,0,0,0,0,0.0610561769992426,0.182426219604326,0,0,0,0,0,0,0,0,0,0,-0.171176836542297,0,0,0,0,0,-3.46944695195361e-18,0.259155202683608,0,0,0,0,0.00121985228264669,0,0.19131809050478,0.218321533270781,0.0399219690273946,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.110725357331899,0.543627288381775,0,0,0,0,0,0,0,0,0.302779642339252,-0.0574545983184207,0,0,0.0205390701590135,0,0,0,0,0,0,0.114051993569386,0.0732776279474584,0,0,0,0,0,0,0,0,0,-0.034292109249296,0,0.0264208321031389,0,0,0.00743940403853589,0,0,0,0,0,0,0,0.125271514620051,0.10100054051026
X601229.CH.EQUITY,0.263257963403472,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.232972777900108,0,0.160568051381907,0,0,-0.199705537445999,0,0,0,0,0,-0.0803591267486745,0,0,0,0,0,0,0,0,0,0.218230442547753,0.186337828307238,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0579286202330028,0,0.223449803991487,0.0842411572438661,0,0,0.46548915912792,0,0.0434358945733888,0,0,0,0,0,0.0390614021112576,0,0,0,0,0,0,0,0.053475903371705,0,0,0,0,0.0696308948235013,0,0,0.144662395675219,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0170394846128299,0
X601328.CH.EQUITY,0,0,0.175192877833103,0,0.176545623345074,0,0,0,0.0248688075979021,0.258801700778246,0,0,0,0,0,0.0480632171872271,0.104452759728878,0.178055579249536,0,0,0.0222039404238911,0.0453286607005202,0,0,0,0,0,0,0.0084871186991014,0,0,0,0,0,0,0,0,0,0,0.00681669547407031,0.0669819955684341,0,0,0,0,0,0,-0.181533224977439,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.110788398057708,0.0975409529414594,0,0,0.0157591444401637,0.177639036591716,0.0412965930578841,0,0.117737487353343,0.119263774100262,0.207954368139314,0,0,0,0,0,0,-0.25960241098612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195898935434008,-0.0605495792555935,0,-0.0387633019006943,0,0,0
X601818.CH.EQUITY,0,-0.178130488251778,0.320274815342233,0.153941485970406,0,0,0.168028954773096,0.10446321479598,0,0,0,0,0,0,0,0,-0.0604582084768478,0.302256660673705,0.104151507237203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328741200655471,-0.0294012531762312,-0.260708888114999,0,0.133892760575357,0,0,-0.0198651776694405,0,0,-0.090778465214013,0,0
X601939.CH.EQUITY,0.0124575294079026,0,0,0,0,0,0,0.0374508263386466,0,0,0.278181615704469,0,0,0.304169500698371,0,0,0,0.303507816791492,0,0,0.0169829291333611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671185364169316,0,0.181775529766045,0
