,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0.180070773041444,0,0,0,0.355889484636752,0,0,0,0,0,0,0.0828142598266539,0,0,0,0,0,0,0,0,0,0.00310000620727824,0,0,0,0,0,0,0,0,0,0.122118775407034,0,0,0,0,0,0,0,0,-0.236380464550235,0,0,0,0,-0.125618028628615
X002142.CH.EQUITY,0.305615739542877,0,0,0,0,0,0,0.373807309702141,0.0508119846328389,0.0602059468677383,0,0,0,0,0,0,0,0,0,0,0,0.102514660724287,0,-0.0539616579508228,0,0,0,-0.0853568631269487,0,0,0,0,0,0,0.161325873390089,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0283507620188579,-0.0502297951179085,-0.0907281178043873,0
X600000.CH.EQUITY,0.111409256104324,0,0,0,0.145649342784659,0,0.048800973532013,0,0,0,0.04860218178022,0,0,0.0270943378962371,0,0.0455460680728049,0,0,0,0,0.0839309133203229,0,0.0447721452145665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158356031313317,0,0,0,0,0,0,0,-0.0349296068296519,0,0,0,0,-0.159382873535207
X600015.CH.EQUITY,0.0379699299860708,0,0.10899139558766,0,0,0,0.430205473919199,0,0.0602871240762071,0,0,0,0,0,0,0.048534493581473,0,0,0,0,0,0.205285755388468,0,0,0.0663836722129195,0,-0.0077021722695431,0,0,0,0,0,0,0,0,0,0.0184241403526493,0,0,0,0,0,0,0,0,0,0,-0.114624940431136,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0274787225438515,0,0,0,0.111157349718444,0.414400743678022,0,0,0.154888135357246,0,0.0544525161102914,0,0,0.0873097871116347,0,0,0,0,0.0754556948318097,0,0,0.0569600725440544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105935704405221,0,0,0
X600036.CH.EQUITY,0.281646192978971,0,0,0,0.406258944457139,0,0,-1.73472347597681e-18,0,0.0474496907246249,0.0203650094430104,0,0,0,0,0,0.0747494001553488,0,0,0,0,0.0598779836754977,0,0,0,0,0,0,0,0,0,0.0193468700296283,0,0,0,0,0,0,0,0,0,0.0275355042155234,0,0,0.113519367946256,0,0,-0.136232731393083,0,0,-0.0140111177095636
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.301346728015927,0,0,0,0,0,0,0,0.414482862089127,0,0.413161793761974,0,0,0,0.0761081075003808,0,0.0917132195704731,0,0.116355243217075,0,0.0900031167624498,0.00335719061682154,0,0,0,0,0,0,0,-0.0839229645379949,0,0,0,0,0,-0.0979965310102675,0,0,0
X600926.CH.EQUITY,0,0,0,-0.0267876619210883,0,0.0490626052194279,0,0,0,0.65742603844137,0,0,0,-0.121746476467312,0,0,0,0.0681299727054432,0,0,0,0,0,0,0,-0.0232733020661653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538402513539681,0,0,0,0,0,0.0090136344793322
X601009.CH.EQUITY,0.153012086030015,0,0,0.149058527529493,0,0,0,0,0,0,0,0,0,0,0,0,0.0824402726783098,0,0.124335932441227,0,0.117720426141026,0.0925740736387728,0,0,0.0911764738668062,0,0,0,0,0,0,0,0,0,0,0,0,0.0965302807079606,0,0,0,0,0,0.0101393888916123,0,0,-0.0639872800444326,0,0,0,0.0332194435877258
X601166.CH.EQUITY,0.222161598979011,0,0,0,0,0.143822201723577,0,0.212920706284758,0,0,0,0,0,0,0,0.124262943070765,0,0.170623009176052,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0420952329151455,0,-0.00858816128971988,0,0,0,0,0,0,-0.0265167632185462,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.758144814264044,0.12972226358857,0,0,-0.0552459892130213,0,0,0,0,0,0,0,0.0169798776906309,0,0.124479083104438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547624407131816,0,0,0.0368026965655106,0,0,0,0,0,-0.174570721781415,0,0,0.0817175504000855,-0.124289915670335,0
X601229.CH.EQUITY,0,0.0283607615088124,0,0.385634673808407,0,0.152850405354113,0,0,0.153655068983333,0,0,0,0,0,0,0.253585409386351,0,0.0170036238475735,0,0,0,0,0,0,0,0,0.124505610445294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0340392949858214,0.0923833418634398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356986155593682,0,0.23760179348468,0.479766157688548,0.0411978749161188,0,0,0,0,0,0,0,0,0.0210970374516464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357816655839285
X601328.CH.EQUITY,0,0,0.0808859625807863,0.134636696826952,0.145682678270982,0,0,0,0,0,0,0.0534070215895172,0,0,0.15651806636388,0,0,0,0.0716039003318901,0.185905724417306,0,0,0,0,0.138262459566882,0,0,0,0,0.0771665207003242,0,0,0,0,0,0,0,0.0555922757255182,0,0,0,0,0,0.0196368682719075,0,0,0,0,0,0.025812570153724,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0126728142261534,0,0,0.14387502434679,0,0,0,0,0,0.352990067082477,0.232562740946112,0,0.137709003728471,0,0,0,0,-0.00431386952157062,0,0,0,0,0,0,0,0,0,0.0298857489110915,0,0,0,0,0.0380098108341365,0,0,0.0311251790484079,0,0,0,0,0.0754217371882501,0
X601577.CH.EQUITY,0,0,0,0.0757597054127073,0,0,0,0,0.126910494527223,0,0,0.255766618828439,0,0,0,0,0.0222372806426445,0.275785955439641,0,0,0,0,0,0.0659584981904073,0,0,0,0,0,0,0,0,0.0293347000824448,0,0,0,0,0.0284437142679511,0,0,0,0,0,0,-0.033295913613478,0,0,0,0,0,0
X601818.CH.EQUITY,0.188412106863027,0,8.67361737988404e-19,0,0,0,0,0,0,0.0296824810317685,0,0,0.00165410094495677,0,0,0,0,0,0,0,0.248753717218698,0.166928002910346,0.0319506051043943,0,0,0.164975110209315,-0.130459258695274,0,0,0.0984488873659243,0,0,0,0.0323424216396582,0,-0.0281034360895811,0,0,0,0.0573639074742539,0,0,0,0.133983901880109,0,0,0,0,0,0.0361565399126599,0
X601838.CH.EQUITY,0.099916222291231,0,-0.0521963831008747,0,0,0,0,0.406879432771123,-0.0752898031160721,0,0,0,0,0,0,0.221831986772851,0,0,-0.111103319967417,0,0.0909297977914271,0,0,-0.0796269721106726,0.249016696313812,-0.0610942061571036,0,0.171998573154357,0,0,0,0,0,0,0,0,-0.0374715085381439,0,0,0,0,0.0840296642185875,0,0,-0.164204985289019,0,0,0.0267238554509534,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.0391115416095752,0,0,0,0.116521320948185,0,0,0,0.575343643627375,0,0,0.0187341926192727,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0147045708329482,0,0,0,0,0,0.0471895800678962,0,0,0,0,0,0,0,0,0,0,0,0,0.138226364498849,0,0.0222416425471271
X601988.CH.EQUITY,-0.0156005084869572,0,0,0,0,0,0,0,0,-0.0652585427478231,0,0,0.471225088039819,0.106161463035771,0,0,0,0,0,0,0,0.0522309613276557,0,0.166261501533242,0,0,-0.0131314770714694,0,0,0,0,0,0,0,0,0,0.155146014152128,0,0,0,0,0,-0.0371100434680905,0.145846386731553,0,0,0.243083982231741,0,0,0,0
