,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.00107582951471516,0,0,0,0,0,-0.040392833923469,0,0,0,0,0,0,0,0,0,0,0,0,0.530571319544973,0.662289113251314,0,-0.113628071963248,0,0.00758056896026265,0,0,-0.19688681310861,0,0.245745282944177,0,0,0,0,0,0,-0.0545993662576886,-0.309361961319041,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.185295178893734,0,0,0,0,0,0,0,0.0934507717412558,0,0,0,0,0.203740076190918,0,0,0,0,0,0,0,0,0.0880836063654965,0.0495349307855067,0,0,0,0,0,0,0.208961790990673,0,0,0,0,0,0,0,0,0,0.0314794677704591,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.81501560476269,0.0210125845322656,0.010161961013277,0.0158548608928552,0,0,0,0,0,0,0,0,0,0,0,0.058889928006654,0,0,0,0,0,0,0,0,0,0,0,0,0.0351260659890966,0.0395820966346833,0,0,0,0,0,0,0,0,0,0,0.0590278818815858,0,0,0,0,0.0269970365867933,0,0,0
X601288.CH.EQUITY,0,0,0.857180499915638,0,0,-0.0970549083998231,0,0,0,0,0,0,0,0.016783248754442,0,0.0310068762809874,0.0701252531062759,0.147200745254156,0,0,0,0,0,0,0,0,0.0198078568640816,-0.0495547035388125,0,0,0,0,0,0,0,0,0,0,0,-0.16899705942742,0,0,0,0,0,0,0,0,0,-0.00503415207952791,0,0
X601988.CH.EQUITY,0,0,0,0,0,-0.00274627534104514,0,0,0,0,0,-0.0999035202391177,0.918558864158729,0,0,-0.02635837078679,0,-0.239342832660898,0,-0.141663503423048,0,0,0,0.375344370762677,0,0,0,0,0,0,0,0,-0.0831344222739101,0,0,0,0,0,0,0,0,0,0.0532924259600986,0,0.0138363894203796,0,0.152100995589781,0,0,0,-0.045287880928288,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0661045562322402,0.79344322990969,0,0,0,0,0,0,0,0,0,0.116136217198357,0,0,0,0,0,0,0,0,-0.0610235223049808,0,0,0,0,0.0336899742996839,0.234387287779179,0,0,0,-0.0805512735766084,0,0,0.201956573810267,-0.121614736977935,0.0254586022822664,0,0,0.0962874543442041,0,0.00827415541899503,0
X600036.CH.EQUITY,0,0.0154941004015825,0.419576785558415,0,0,0,0,0,0.0272298383508073,-0.0055527132694818,0,0,0,0,0,0.106959794181215,0,0,0,0.000416858282472425,0,0,0,0,0,0,0.194778030993458,0,0,0,0,0,0.108300716772552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0236549608720499,0,0,0,0,0,0,-6.93889390390723e-18,0.0210189174170828,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913821795040015,0,0,0.327912351127781,0,0.499684431839929,0.125230167226531,0.146514282545534,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203235972312078,0.00117034385480098,0,0,0,0,-0.140108298857632,0
X5.HK.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0640545146949857,0,0,0,0.177583769741306,0,-0.0648826485289793,0,0,0,0.177857106435837,0,0.144221364836556,0,0.21910995368835,0,0,0,0,0,0,0,0,0.0531370217161188,0,0,0,0,0,0,0.128370201086742,-0.103132395009726,0.084076102842368,0,0,0,0,0,0,0.24081330902144
X388.HK.EQUITY,0,0,0,0,0,0.216992529864972,0,0,0,0,0,0,0,0,0,0,0,0,-0.212708508230033,0,0,0,0,0,0,0.0662543567839761,0,0.348278267333774,0,0.118308167886082,0.0237137640823211,0,0,0,0,0,0,0,0,0,0,0,0,0.164389736906284,0,0.0418647466384786,0,0,0.0604839575103669,-0.255038695905174,0,0
