,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.313530884843667,0.14807335797104,0,0.314764230978288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11049901464001,0,0,0,0.0677611927138017,0.00411039890511393,0,4.33680868994202e-19,0.0540905880898193,0.0421656444253537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0804416050171855,0,0,0,0,0.149972599672323,0,0,0.0703240712809137,0,0.275111042773995,0,0.123978523212057,0.118992896733238,0,0,0.182618545836296,0,0,0.0505467030968198,0,0,0,0,0,0,0,0,0.0495815147202997,0,0,0,0,0,0.0596086976559322,0,0,0,0,-0.0234198157009288,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.164095897325799,0,0,0,0,0,0.119690906186157,0,0,0,0.0893656012874067,0,0,0,0,0,0,0,0,0.0742999377893375,0.148573266639304,0,0.044785481476845,0.00532660698230341,0,0,0,0,0,0,0,0,-0.138474379626614,0,0.0408225392378331,0,0,0,-0.0839899156851028,0,0,0,0,0.290877857632193,0,-0.062761729714109,0
X601939.CH.EQUITY,0.659735135396643,0.0183827506847835,0,0,0,0,0,0,0.203348329672357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911092583069656,0,-0.0546559581807418,0,0,0,0,0,0,0.143616588054158,0.0319049246400297,0,0,0,0,0,0,0,0,0,0,0.127467564551885,0,0,0
X601288.CH.EQUITY,0,0,0,0.094330846973012,0,0,0.455387954635768,0,0,0,0.0931234201274353,0,0,0,0,0,0,0.0842634110803895,0,0,0,0.0739732699058594,0,0,0.116988695002851,0,0,0,0,0,0,0,0.122669737392812,0,0,0,-0.0642295483328277,0,0,0,0,0,0.0917592528296468,0,0.0178160902780716,0,0,0,0,-0.00234933095822719,0,0.0174988685427754
X1299.HK.EQUITY,0,0,0,0,0,0,-0.0684186325224515,0,0,0.316310055829902,0,0,0,0,0.0493315129137628,0,0,0,0,0,0.0967760798710259,0,0,0,-1.0842021724855e-19,0,0.0191418857600207,0,0,0.0198592311933223,0,0,0.0524001748447114,0,0,0,0,0.0322418529398333,0,0.229430997954033,0.236628357155375,0,0,0,0,0,0,0.0412055047163073,0,0,0,0.160800926166458
X601988.CH.EQUITY,0.054125639801947,0,0,0,0.517493608761944,0,0,0,0,0,0,-0.109314543432593,1.73472347597681e-18,0.0714650204814343,0,0,0,0,0.230485721602458,0,0,0,0,0,0.0268656239641517,0,0,0,0,0,0,0,-0.179075376686744,0,0,0,0,0,0,0.0581470882701539,0,0,0,0,0,0.0266742702018764,0,0,0,0,0,0.0057860604750965
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.165775005534439,0,0,0,0,0,0,0,0,0.215126073281784,0,0,0.143686518090151,0,0,0,0,0,0,0,-0.0229402207039501,0,-0.0162172578276985,-0.172214540286834,0,0.110196142722503,-1.73472347597681e-18,0,0,0.347323070902104,0,0,0,0,0,0,0,0,0.111567476583327,0,0,0,0
X5.HK.EQUITY,0,0.222013744725864,0,0.127529718318196,0,0,0,0,0,-0.058726381309406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257917823195624,0,0,0.0963447277108299,0,0,0,0,0,0,0,0,0,0,0.167222138063346,0,0,0,0,0,0,0.142051643615525,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971751871778753,0,0,0.318998197251687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00318076873767598,0,-0.204579865220803,-0.150443812150059,0,0,-0.150321300820821,0,0,0,0,0,0,0.137554749142568,0.180933384254077,0,0.0518105051269903,0,0,0,-0.480841295316103,0
