,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.308349060008103,0,0,0,0,0.368195136239336,0,0,0,0,0,0,0,0.0349645249747898,0,0,0,0,0,0,0,0.131255171359689,0,0,0.0292591351357589,0,0,0,0,0,0,0,0,0,0,0.105988598948012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.21006204061539,0,0,0,0,0,0.204866869896024,0,0,0,0.0176512403348422,0,0.154260711005073,0,0.0267464469189498,0.00583034932278165,0,0,0.104544605175575,0,0,0,0,0,0,0,0,0,0.0906502824286674,0,0,0,0,0.0881941326708345,0,0.0668139879219042,0,0,0,0,0,0,0,0,0.00177532050170186,0,0,0,0,-0.0498480596356765
X601939.CH.EQUITY,0.470284604984479,0.0814127045041065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919170418166166,0,0,0,0,-0.134885224210997,0,0.0797102404980268,0,0,0,-0.0650693522429977,0,0,0.210355497450198,0,0.245207415790638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14757961138741,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.548673509015261,0,-0.0822403026394575,0,0.0571145111692228,0,0,0,0,0,0,0,0,0,0.0411235349017037,0.0767015233006161,0.116575619771402,0,0,0,0,0,0,0.118217623587913,0,0.044227741727417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524517206780266,0,3.46944695195361e-18,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.20792706767096,0,0.114634429207585,0,0,0,-0.0767421375815755,0.202106462389972,0,0,0.0966674918644042,0,0,0,0,0,0,0,0.103692918152043,0,0,0.00347990062056862,0.0260964772891404,0,0,0.0261118652088448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371141747774648,0.0323084332918194,0
X1299.HK.EQUITY,0,0,-0.271327933756294,0,0,0,0,0,0,0.17320131738255,0,-1.38777878078145e-17,0,0,0.104748974804614,0,0,0,0,0,0,0,0.0710757858945645,0.0128169240022299,0,0,0,0,0,0,0,0,0.228614022039919,0,0,0,0,0,0.188245285803102,0,0.0347228985862588,0.0931655468425524,0.308334893845418,0,0,0,0,0.21836803248192,0,0,0,0
X601628.CH.EQUITY,0.173030706848946,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0162470889245373,0,0,-0.238464181336477,0,0,0,0,-0.0629044225566705,0.189889549353179,0,0,0.00215877384929019,0,-0.14282682094483,0,0,0,0,1.73472347597681e-18,0,0,0.613242900353473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0800339298531199,0,0.0906866758563761,0.342156364820689,0,0,0,0,0,0,0,0,0.231781092440411,0,0,0,0.112708006495294,0,0,0,0,0,0.01704049706105,0.0383546315214318,0,0,0,0,0,0.13070490883636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.275967056876312,0,0,0,0,0,0,0,0,0,0,0,-0.209195141301941,-0.0212941647082546,0,0,0,0,0,0,0,0.266381906145602,0,0,0.142791649878809,0,-0.0430057163449348,0,0,-0.0391704259049008,0,0.0848178162615118,0,0,0,0,0,0,0,0.354691793084223,0,0.137805076303804,0,0,0,0.0124355671783848,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.2828156278184,0.200032847679323,-0.0481018129786837,0,0,0,0,0,0.0549620886683848,0,0,0,0,0,0,-0.0499526598328882,0,0.49569696821518,0,0,0,0,0,0,0.0526688036110269,0,0,0,-0.123829800177914,0,0,0,0,0,0.119213980482548,0.137127710789737,0,0,0,0,0,-0.157533738431675,0,0.0865290236972404,0,0,0,0
