,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.143405761018807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287019997010828,0.362816891594817,0.0152085465794453,0,0,-0.21655834323643,0,0.293957419989429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120212639448562,0,0.042374930282925,0
X601318.CH.EQUITY,0,0,0,0,0,0.207712257417042,0,0,0,-0.0424846904569062,0,0,0,0,0,0,0,0.0486801410190478,0,0,0,0,0,0,0,0,0,0,0,0,0.0958529730186763,0.0610460313537234,0,0,0,0,0.257633918942433,0,0.170274063705134,0,0,0,0,0,0,0,0,0,0,0.185807889037413,0,0
X601939.CH.EQUITY,0,0.0684934520730838,0,0.804172436139239,0,0,0,0,0,0.00205442459023387,0,0,0,0,0,0,0.0829061651029563,0.0184524195971595,0.0584035159686269,0,0,0.00323220126208847,0,0,0,0.0104605134046343,0,0,0,0.00997664923432276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.873346360610035,0,-0.0596844066353492,0,0,0,0,-0.00311281560326722,0,0,0,0,0,0.064561652202374,0.0576560850774661,0.138517233982065,0,0,0,0,0,0,-0.0963961196457444,0.0175451460577857,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112414899616878,0.0154761350505969,0,-0.11641579802514,0,0,0,0,0,0,-0.0288462190989522,0,0,-0.00178036205841043
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.386171309689528,0.0608400395883832,0,0,0,0,0,0,0,0,0.0462965197104479,0,0,0,0,0,0,0,0,0.010391017808664,0,0,0,0,0.294370164833204,0,0,0,0,0,0,0,0,0,0.180988353902492,0.129105149486605,0,0,0,0.0867469185117656,0
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-3.46944695195361e-18,-0.0408697963205313,0.140453251594819,0,0,0,0,-0.069586860641918,-0.0929458766284082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574784886463944,0,-0.116843394705061,0,0,0.0193441899235597,0,0,0,-0.0484435209795439,1.08290138999233,0,0
X1299.HK.EQUITY,0,0,0,0,0.164438728058512,0,0,0,0,0.118522054386161,0,0,0,0,0,0,0,0,0,0,0,0,-0.207151940260498,0,0,0.381599954356988,0,0.066207954587261,0.170631381881117,0,0.345811174018438,0.0997751778717998,0,0,0,0,0,0,0,0,0,0,0,0,-0.145736632669084,0,0.0700462515124751,0,0,0,-0.0237311142640991,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127064756874333,0,0,-0.0349252125102628,0,0,0,0,-1.73472347597681e-18,0,0.290415365932897,0.320821136974384,0,0,0,0,0,0,0,0,-0.295079519050124,0,0,0,0,0,0,0,0.047700120464141,0.0212327038911259,0,0,0,0.298228923618084,0,0,0
X388.HK.EQUITY,0,0,0,0,0.286568092927265,0,0,0,0,0,0,0,0,0,0,0.0597702557571249,0,0,-0.0979016775660272,0,0,0,0,0,0.282420883913106,0,0,0,0,0,0,0.151958253109892,0,0,-0.108529212495842,0,0,0,0,0,0,0,0,-0.18030692921871,0,0.0881736626783917,0.100399185335766,0,0,0,0.0372168953372558,-0.0409591286858898
