,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.287900718946016,0.022022672245374,0.0337080388758087,0,0,0.435602028551609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101666022299246,0,0.0426243381071171,0,0,0,0,0,0,0,0,0,0,0.079489328342002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221776031789005,0,0,0,0,0,0.189602779008837,0,0,0,0,0,0.107157265379686,0,0,0.0850702074177647,0,0,0.124083424448513,0,0,0,0,0,0,0,0,0,0.0135393624863442,0,0,0,0,0,0,0.0620728650545341,0,0,0,0,0,0,0,0,0,0.0031350623993102,0,0,0,-0.15353724508318
X601939.CH.EQUITY,0.446855499434854,0.33016775055962,0,0,0,0,0.0392430769194044,0.313126068509303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18803319263302,0,0,0,0,0,0,0.0470860189717108,-0.0463473703999439,0,0,0.0752223408820427,0,0,0,0,0,0,0,-0.136304867428723,0,0,0,0,0,0,0,0,0.04831902346091,-0.0804941551052793,0
X600036.CH.EQUITY,0,0,0,0,0,0.189332942989938,0.0286985456084597,0.142638996967418,0,0,0,-0.114100310641058,0.155739997513378,0,0,0.0499121652054041,0,0,0,0.0441135614559883,0,0,0,0,0.0566166401444413,0,0.082185447776207,0,0.109811066621244,0.0162609193291502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376080966231237,0,0
X601288.CH.EQUITY,0,0,0.00992306383764554,0,0,0,0.061640249839705,0.47168323961303,0,0,-0.0768956669363699,0.128397584235571,0,0,0.0557633347369337,0,0,0,0,0,0,0,0,0,0.0242069927364707,0,0,0,0.0553845460834686,0,0,0,0.0285666146916052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576287695348375,0.0879275753542608,0,0,0.0281299576437622
X1299.HK.EQUITY,0,0,-0.209025556181463,0,0,0,0,0,0,0,0.107270792596239,0,0,0,0,0,0,0,0,0.019864957520388,0,0,0.112479202356006,0,0,0,0,0,0,0,0,0,0.172889869350672,0,0,0,0,0,0.0955094317912335,0,0.162367698395769,0.0669390341708103,0.29663418881477,0,0,0,0.295794825795773,0,0,0,0,0
X601628.CH.EQUITY,0.0495057253100997,0,0,-0.0131951676987482,0,0,0,0,0,0,0.00910149304320973,0,-0.0940698480592803,0,0,-0.227632498074382,0,0,0,0,0,0.186698933663057,0,0,0,0.137831961120811,-0.0653494891992656,0,0,0,0,0,0,0.0741631402941339,0.564299679340814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546773546783862,0
X601988.CH.EQUITY,0.0495205357262162,0,0.0906843326690077,0,0.358084989441496,0,0,0,-2.71050543121376e-20,0,0,0,0.213250217491294,0,0,0,0.141676262693704,0,0.0199176687535877,0,0,0,0.0117132467663284,0,0.0251560107469011,0,0,0,0,0,0.122689516813271,0,0,0,0,0,0,0,0,0,0,0,0.00844774395740855,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123352836534071,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00282229940019377,-0.0944692794084373,0,0,0,0,0,0,0.233931357671208,0,0.190203531176183,0.140198084910992,0,0,0,0,0,0,0,0,0.0600263003610615,0,0,0,0,0,0.197779646131806,-0.0632282189579301,0.0620602704602628,6.93889390390723e-18,0.257966046689193,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0480308467491384,0.060485709305599,0,0,0,0,0,0,0,0.0722320374779568,0.145930008168175,0,0,0.0806235797404991,0,0,0,0,0,0,0,0,0,0,0.15902359144261,0,0.384977027221674,0,0,0,0,0,0.0289270316044709,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
