,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00253163013229946,0,0.337316417936128,0.11049907010993,0,0.207663142033932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165027905639383,0,0,0,0,0,0.0158888972354718,0,0,0,0.0740004779299614,0,0,0,0,0,0.0457179933220762,0,0.0247958731514262,0,0,0,0,-0.0392283965642833,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0
X601939.CH.EQUITY,0.571020361786793,0,0,0,0,0,0,0,0.168804923378424,0.0778148321596045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060200064802537,0,0,0,0,0,0,0,0,0,0.0729677045304942,0.0912837988857012,0,0,0,0,0,0,0,0,0,0,0.16319303072056,0.132733033610546,0.0586281720406444
X601288.CH.EQUITY,0,0,0,0.175732967816057,0,0,0.456253501481376,0,0,0.103325842468596,0,0,0,0,0,0,0.0586964260240837,0,0,0.0394450378034838,0,0,0,0.0351542513480374,0,0,0.0214086077714657,0,0,0,0,0.1040955590611,0,0,0,0,-0.0255459661619393,0,0.0729587413319491,0,0,0,0,0,0,0,0,0,0.0133938734439762,0,0
X1299.HK.EQUITY,0,0,0.0447131004116928,0,0,0,0,0,0.0254216732805411,0,0.263371704926819,0,0,0.178170642820601,0.0202290582151625,0,0,0,0,0,0.175636556968595,-0.256392574361189,0,0,0,0,0,0,0.133796858673195,-0.0151459102949569,0,0,0,0,0,0,0,0,0,0,0.144363361222315,0,0,0,0,0,0.166225785178251,0,0.0075009897849858,0,0
X601988.CH.EQUITY,0,0,0,0,0.368089898093527,0,0,0.00493979447607376,0,0,0,0.021098594620972,0,0,0,0,0,0,0.245131643131128,-0.0236383042213363,0,0,0,0.196689866663288,0,0,0,0,0,0,0,-0.262300458529544,0,0.053675998532672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535738,0,0,0,0,0,0,0.239917848873554,0,0,0.0345048097431161,0,0.0938248119487695,0,0,0,0,0,0.071998925264327,0,0,0,0,0.214944874145878,0,0.0950711097755435,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.196645981975655,0,0.126984060401872,0,0,0,0,0,0.0652723424083399,-0.1507450362001,0.0520774876872971,0,0,0,0,0,0,0,0,0,0,0,0,0.257976909906373,0,0,0.135606670701093,0,0,0,0,0,0,0,0,0,0.236793250384499,0,0,0,0,0,0,0.0650747119909308,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157489,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,-8.67361737988404e-19,0.313487283442878,0,0,-0.0734567876799394,0.0614348073643001,0.0809190883336141,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339684
X388.HK.EQUITY,0,0,0,0,0,0,-0.00925042537155667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874334450578419,0,-0.162118961699513,0,0,0,0,0,0.0367566006155215,0,0,-0.188792214127244,0,0,-0.184675911373439,0,0,0.161443461651455,0.248529131644719,-0.173140701179245,0,0,0.12077783571277,0,-0.0548962746832159,0.553000806467693,0,0,-2.16840434497101e-19
