,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0140508860903813,0,0,0,-0.05135443343609,0.0804517823394431,0,0,0,0,0,0,0,0.356953522529072,0,-0.192081699170148,-0.0343704103126625,0,0,0,0,-0.189834709095752,0,0,0,0,0,0,0.151326375950696,0,0,0,0,0.686234646770571,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.056800379028724
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.155623640793852,-8.67361737988404e-19,0,0,0,0,0,0,0.0863594459683725,0,0.0762792460658936,0.0582165609061279,0,0,0,0,0,0.106556351680089,0,0.0483296073854525,0,0,0,0,0,0,0,0.179787475779563,0,0,0,0,0.219483742882043,0.00960266357712424,0,0,0.0315594980647879,0,0,0,0,0
X601939.CH.EQUITY,0.47019357841498,-0.0879190022893461,0,0,-0.093654577718103,0,0,0,0,0.000564824321061917,0,0,0,-0.0110447767345691,0,0,0,0,0,0,0,0,0.197431993707739,0,0,-0.0209022221308875,-0.295464251809614,0,0,0,0,0,-0.0151553032898986,0,-0.122987494677766,0,0,0,0,0.721195376706764,0,0,0,0,-0.0623028809518153,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.127278372149759,0,0,-0.0407961598021797,0.0767281179590722,0,0.354792363284416,0,0,0.326920320057598,-0.0662671800356682,0,0,0,0,0,-0.107350905811268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031552886444008,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.130351344915957,0,0.374632210857715,0,0,0,0,-0.0407432154115326,0.322958456225636,0,0,0,0.0716808039152571,0,0,0,0,0.0906382652655229,0,0,0,0.0226147613763323,-0.233741722485902,0,0,0,0.078552312778146,0.111360381084386,0,0,0,0,0.0148087858082811,0,0,0,0,0,0,0,-0.224439563712484,0,0,0.12821076532281,0
X601988.CH.EQUITY,0,0,0,0,0.345772028156964,0,0,0,0,0,0,0,0,0.107633824448779,0,0,0,0.171461793294437,0,0,-0.0576189368139783,0,0,0,0.175486455213918,0.0187654982723013,0,0,0,0,0,-0.337746548841031,0,0,0,0,0,0,0,0,0,0,0,0,0.0139661692764402,0,0,0,0,0
X600036.CH.EQUITY,0,0.319030606037094,0,0,0,0,0,-0.0243767281250126,0,0.414628281410527,0,3.46944695195361e-18,0,0,0.044821603528423,0,0,0,0,0,0.304743108639653,0,0,0,0,0,0,0,0.141972344921258,0,0,0,0,-0.125865289607461,0,0,-0.182573102439873,0,6.93889390390723e-18,0,-0.0223312346056598,0,0,0.202172450676722,0,-0.0421827679758459,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.331470755052863,0,0,0,0,0,0,0,0,0,0,0,0,0.0686028001703433,0,0,0,0,0,0,0,0,0.196418108250562,0.0651083396113111,0,0.0384269053377931,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184878254778769,-0.100492214837285,0,0.149853768825437,0,0,0
X601628.CH.EQUITY,0,0.287719738804265,0.00755678090038019,0.0453322759341831,-0.108941806560619,0,0,0,0,0,0,0,0,0,0,0,0.241107876450138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131497388228033,0.0771884126130705,0,0,0,0,0,0.164068837032813,0,0.0859918881735811,0.0931355296410091,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.725044742542108,0,0,0,0,0,0,0,0,0.115725960208723,0,0,0,0,0.131788182593899,0,0,0,0,0,0.103217278938316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286162400952089,0,0.0262753900630279,0,-0.203818026715331,0,-0.0574554792570791,0,0
