,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.346307188378676,0.0719013300664487,0.0673819720801727,0.0500515752986252,0,0,0,0,0,0.240011413419343,0,0,0,0,0,0,0,0,0,0,0.00078176573834593,-0.00302034914442703,-0.0315956787861207,0,0.0310227455306558,0,0,0,0.002698401739529,0,0,0,0,0,0,0,0,0,0,0,0,-0.00610729136758954,0.0419122661749514,0,0,0,0,0,0,0.155460246390053
X601939.CH.EQUITY,0.532032908984844,0,0,0.12712554745476,0,0,0,0,0,-1.73472347597681e-18,0.141080302338838,0,0,0,-0.0456456636970328,0,0,0,0,0,0,0,0,0,0,0.162984835954504,0,0,0,0,-0.0516555844667519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290976493462464,0,-0.0019010111842978
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0.2059524258561,0,0,0,0,0,0,0,0.133867200040975,0,0.0161119581469333,0,0,0,0,0,0,0.154318583806683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480662921150057,0,0,0,0,0,0,0.190158076239106,0,0,0,0,0
X601288.CH.EQUITY,0.299420961062983,0.0884041664477712,0,0,0.179887582404949,0,0,0,0,0,0,0,0,0.192479508791833,0,0,0,0,0,0.048397163138647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123795305243634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.046176385236799,0.459870302545133,0,0,0,0,0,0.235653218295967,0,0,0,0,0,0.273508081515183,0,0.0353382129971759,0,0,0,0,0,0,0.0025120463596957,0,0,0.109821658736724,0,0,0,0,0,0,0,0,0,-0.628439363961679,0,0,0,0,0,0,0,0,0,0,0,0.0568086075431427,0
X600036.CH.EQUITY,0,0.066630301932098,0,0,0,0,0,0,0,0,0,0,0.199009801441514,0,0,0,0,0.00725841694459992,0,0,0,0.272929381229205,0,0,0,0,0,0,0,0,0,0.282327284594677,0,0,0,0,0,0,0,0,0.0710106799449906,0.0466883786736825,0,0.00574255715747397,0,0,0,0.0990301217221031,0,0,0
X1299.HK.EQUITY,0,0,0.00267883714813525,0,0,0,0,0,0,0,0.134402478079964,0,0,0.18361781089857,0,0,0.239538551153601,0,0,0,0,0,0.207859116996248,0,0,0,0,0,0.0749536377180884,0,0,0,0,0,0,0,0,0,0.140797501900216,0,0,0,0,0,0,0,0,0,0,0,0.0369681390101552
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38729114815879,0,0,-0.238440416025428,0,0,0,0,0,0.347564985712639,0,0,0.748399060666101,-0.0356044570550439,0,0,0.241006671500682,0,0,0,0,0,0.37594420699487,0,0,0,0,0,0,0,0,-0.235627561603433,0,0,0,0,0
X601628.CH.EQUITY,0,0.0562427441603523,0,0,0,0,0,0,0,0,0,-0.165149571069839,0,0,0,0,0.11309650471348,0,0,0,0,0.274253703690226,0,-4.33680868994202e-19,0,0,0,0,0.0549939067592527,0,0,0.012250586097096,0,0,0,0,0,0,0,0,0.281339364586768,0,0,0,0,0,0,0.0358461881341109,0,0,0.123719823537169
X601658.CH.Equity,0,0,0,0.136992170162863,0.209548018500803,0,0,0,0,0,0,0,0,0.132397774154582,0,0,0,0,0,0,0,-0.0621882045871645,0,0,0,0,0,0.0232893189184471,0.109800762726856,0,0,0,0,0,0,0,0.256613985618232,0,0,0,0,0,0,0,0,0,0,0,0.406826497028549,0,0
X601328.CH.EQUITY,0.229303182578134,0,0,0.344385118809859,0,0,0,0,0,0,0,0.0293131243115204,0,0,-2.16840434497101e-19,0.14365451707188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796386332162391,0.0255992765158089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105185090345997,0.0650434642784104,0
X388.HK.EQUITY,0,0,0.294531280924311,0,0,0,0,0,0,0,0,0,0,0.0282105325476773,0,0,0.0323877479029331,0,0.0945608918390565,0,0,0,0.0179600008930452,0,0,0,0,0,0,0,0,0,0.0943214218182944,0,0,0,0,0,0,0,0,0,0,0,0,0.0546324200885611,0,0.0114648139393351,0,0,0
X601166.CH.EQUITY,8.67361737988404e-19,0,0,0,0,0.434939940760569,0,0,0,0,0.0524740742516906,0,0,0,0,0,0,0.0557649659829029,0,0,0,0,0,0,0,0,0,0,0,0.225402793472725,0,0,0,0,0,0,0,0,0,0,0,0,0.010184209916926,0.0381277752933343,0,0,0.0106002563731796,0.048838059880864,0.10217901276891,0,0
