,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.103247883013999,0,0.0916742201087101,0,0,0,-0.0368402976949193,0,0,0,0.393195449800947,0,0,0,-0.0974578352160672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038041376449348,0,0,0,0.113785103270707,0,0,0,0.151605695769113,0,0,0,0,0.0684509500865543,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.101024813738628,0,0,0.167834114928906,0,0.0601192323753776,0,0,-0.0549047127582279,0.0136872245558075,0.21621355239696,0,0,0,-0.101810314665467,0,0,-0.0648925733479189,0,0,0,0,0,0,0,0,0,0,0,0.14819528224454,0,0,0,0,0.363543112656848,-0.276914073387554,0,0.304465896595245,0,0.208147080455447,0,0,0,0,0,0
X601939.CH.EQUITY,0.328030389494928,0,0,0.257959806959304,0,0.134064689361491,0,0,0,0,0,6.93889390390723e-18,0,0,0.119050365210313,0,0,0,0,0,0,0,0.0773346402351383,0,0,-0.0652484435079703,0,0,0,0,0,-0.025108948624991,0,0,0,0,0,0,-0.0996084805628953,0,0.367150948668461,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.231129663880309,0,0.255985222538782,0,0.143149779422378,0.326798991660344,0,0,0,-0.155201338712835,0,0,0,0,-0.0415921012483983,0,-1.38777878078145e-17,0,0.109329289868536,0,-0.00927971376457716,0,0,0,-0.181091977016461,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0341172981394961,0,0.117200063813526,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0393893274552805,0.229636091841261,0,0.166447455735962,0,-0.310999439776317,0,0,0,0,0.0808663862366741,0,0,0,0,0,-0.0433443039432698,0,0,0.420036627915496,0,0,0,0.41699035039444,0,0,0,0,0,0,0.0624939119114344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160698975271212,-0.111555883821022,0,0
X601988.CH.EQUITY,0.227064039253715,0.0889176584969921,0.281303426017169,0,0,0,0,0,0.153620461338483,0,0,0.219345866453284,0,-0.168579154664648,0,0,0,0,0,-0.0979740633830171,0,0,0,0,0.114003576997163,0,0.121176637161735,0,0,0,0,0,0,0.0609171041074366,0,0,0,0,0,0.0186250170983266,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0579162736918647,-0.0804849672293607,0,0.14187073835762,0,-0.0423606071205025,0.0272310260551012,0,0.352543853559519,0,0.226223517954344,0,0,0,0,0,0,0.0547197366871664,0,0,0,0,0,0,0,0,-0.00737744743529475,0.039589998406762,0,0,0.0535686842342118,0,0,0.0713216733590064,0,0,0,0.121304122767828,0,0,0,0,0,0,0.0597563228618699,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0412652759645398,0,0,0,0,0,0,-0.0813378605823918,0,0.174665629986031,0,0,0.301349661448308,0,0,0.154085021558666,0,0,-6.93889390390723e-18,0,0.124261637691453,0,0,0,0,0,0.00483073903164711,0,0,0,0,0,0.11275269299643,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.125973546911239,0.261432854462586,0,0,0.0706735377686639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399118387813332,0,-0.147832299224927,0,0,0,0,0.23301068340012,0,0,0.0396322749897715,-0.258300676853423,0,0,0,0,0,0,0,-0.040302798919737,0,0,0,0.0151392664764591,0,0,0,0,0.0821232593326913,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0654681335638076,0,0,0,0,0,0,0.0615195594300167,0,-0.0143389910558742,-0.135707865640642,0,0,0.0139986250366036,0,0,0,0.279004307687778,0,0,0,0,0,0,0.0276076751996945,0,0,0,8.67361737988404e-19,0,0.497121739214459,0,0,-0.266011467003621,0,0,0,0,0,0.0465191061181739,0,-0.0410920424877497,0,-0.280839523438644,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.427123228382688,0,0,0,0,0,0,0,0.0739996657018969,0,0,0,0,0,-0.00308583861317156,0,0,0,0.125991223978157,0,0,0,0.304831484423266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.506103282038037,0,0,0,0,0,0,0,0,0,0.197414998444709,0,0,0,0,0,0.0640688668564751,0,0,0,0,0.0646450740186763,0,0,0,0.00062813979461734,0,0,0.0998444594645028,0,0,0,0.0699842586375668,0,0,0,0,0,0.000407583858571638
