,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231768443967805,0,0,0,0,0,0,0,0,0,0,-0.270532694801251,0,0,0,0,0,0,0,0,0,0,0,-0.319260389198425,0,0,0.786027023595456,0,-0.180396034529912,0,0,-0.0511095462501965,0.268728247804517,0,-0.0225151902183021,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.145279321504764,0,0.121544918122491,0.0318300927561557,0,0,0,0.0401780457401881,0,0,0.028708746222546,0.148349727517492,0,0,0,0,0,0,0.0402360836197779,0,0,0,0,0.0644852724482364,0,0,0,0,0,0,0,0,0,0.372370744137195,-0.0771696250588405,0.0273747223245918,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.229847561770782,0,0,0,0,0,0,-1.38777878078145e-17,0.0115112989191965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105008157997938,0,0,0,0,0.038669961863223,0,0.032853581105144,0,0,0,0,0,0,0.345352171194407,0,0,0,-0.00650491213842762,0.0961679273606577,0,0,0,0,0,0.0382506617002135,0
X601288.CH.EQUITY,0,0,0,0,0,0.243186055311939,0,0,0,0.00653873866543914,0,0,0.0835572659669526,0,0,0,0,0,0.126458305318469,0,0,0,0,0,-0.0182068049740632,0,0.114887743750341,0,0,0,0,0,0,0,0,-0.076918139851233,-6.93889390390723e-18,0,0,0.292333510066547,0,0.0097906252369252,1.73472347597681e-18,0.127951985030906,0,0,0,0.0814020047432999,0,0
X5.HK.EQUITY,-0.101902680546758,-0.252028969426945,0,0.113452519051522,0,0,0,0,0,0,0,0,0,0,0,0,0.326537818487909,0,0,0.126631180629517,0,0,0.198677074247178,0.405650202890651,0,0,0,0,0,-0.0539169625481486,0,0,0,0,0,0,0,0,0,0,0,0.181671319614879,0.0363019016398217,0,0,0,-0.0387482614855638,0,0,0
X601988.CH.EQUITY,0.192152265321251,0,0.00812623044759878,0.608897050825362,0,0,0,0,0,0,0.108294235412556,0,0.152557417701817,0,0,0.0988232548349233,-0.0905016490884535,0,0,0,0,0.0217531559651128,0,0.0371443195272674,0,-0.0226371860220843,0,0,0.0102902741500544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.713713852441996,0.0213985242742062,0,0,0,0,0,-0.166033498758446,0,0,0,0,0,0,0,0,0,0.00396250194016201,0.102640165075551,0,0,0,0,0,0.0168161233675977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245082447821877,0,0,0,0.0383854114921992,0,0,0,-1.38777878078145e-17
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394940995188661,0,-0.110249312292071,0.100938550913753,0.10488225033156,0,0,0.0256144687042507,0,0.0743853072774981,0.233340245672733,0,-0.163357831269419,0,0,0,0,0,0,0,0,0,0,-0.0307537037276131,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.168697175355787,0,0.0209908108671283,0,0,0,0,0,0,0,0,0,0.263446703120171,0,0,0,0,0,0,0,0,0,0,0.148375106222197,0,0,0,0,-0.0388533366869928,0,0,0,0,0,0,0.11327147328482,0,0,0.0978643881455433,0,0,0,0,0,0,0,0,0.0983253713549465,0
X601328.CH.EQUITY,0,0,0.0354399733144568,0.342660728146894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169433950069474,0,0,0,0.156694368964369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
