,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0.421979175630595,0.108829433434995,0.0863512780114677,0,0,0,0,0,0,0,0,0,0,0,0.0860686143949159,0,0,-0.043859465255068,0,0,0,0.0371370964525741,0,0.0969530216361025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095318419765742,0.0259435930599518,0,0,0,8.67361737988404e-19,0,0.226738304607473,0.00604683278254122,-0.102801466135059
X601318.CH.EQUITY,0,0,0,6.93889390390723e-18,0,0,0,0,0.148008339077336,0,0,0,0.0318828951351893,0,0,0,0.00136264010823477,0,0.147742831627243,0,0.0995453017075462,0,0.0368394354962977,0,0,0,0,0,0.107600479339101,0,0.054230580121256,0,0,0.0235430895952163,0.155492736363818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.264865942628708,0,0,0,0.138085033575156,0,0,0,0,-0.0363687849888141,0.105520274012786,0,0,0,0.0653255384525349,0,0,0,0,0.0977093221204072,0,1.73472347597681e-18,0,0.269514753296111,0.220906702687789,0,0,0,0.00377090921114821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.112060658247853,0,0.105173250085961,0,0,0.0583239282862653,0,0.393384896796578,0,0,0.0236936895481576,0,0,0,-0.0320694602445235,0.0540625821033733,0,0,0,0,0,0,0.00682314362116259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202732713591114,0,0,0,0,0,0.107358554761111
X601628.CH.EQUITY,0.079839489600056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150466625984078,-0.0183586956343091,0,0,0,0,0.141267922925951,0,0,0,-0.0401564806642979,-0.108863630262254,0,0,0,0,0.18266860846765,0,0,0.0512391544465671,0.55248041215172,0,0,0,-0.039860562562297,0.0897003565890606,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0746459016791311,0,0,0,0,0.0710798403054377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213725998114702,0,0,0,0,0,0,0,0.0137986094266435,0,0,0,0.0266905907516416,0,0.339134572098776,0.28239807371085,0,0.21755425692881,0,0,0,0,0,0.305472058218762,0
X601988.CH.EQUITY,0,0,0.0862105147249968,0.16870797640884,0.148396117705786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327519401212921,0.0268324118821,0,0,0,0,0,0,0.261267799147908,0.119439331408864,0.165750663618506,0,0,0,-0.0462855710437004,0,0.00735502074272336,0,0,0,-0.0858436436752874,0,0,0,0,0,0.0469923927694141,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0304635804264638,0,0,0,0,0,0.177666393820304,0,0,0,0,0,-0.203100336798696,0.0433038650164252,0,-0.0435411789740528,0,0,0,0,0.0454847077067006,0.218690011008643,0,0.0598199719161271,0,0.350868155159256,0,0,0,0,0,0,0,0.0499485541976576,0,0,0,0.207703442385333,-0.0453401974587845,0,0.375053967205285,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0157905312284776,-0.165958694198291,0,0,0.170379620183153,0,0,0,0,0,0,0.162772776731169,0,0,0,0,0,-0.147324737236305,0,0,0.269608148591926,0,0,0,0,0,0,0.0291658357119359,0,-0.00138482141943905,0.157326605316467,0,0,0,0,0,0,0.311723943517097,0,0.0676384123821901,0,0,0,0,-0.258167628992293,0,0,0.163115088716326,0.0908167107336241
