,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0210480169288557,0,0,0.178687336641878,0,0,0,0,0,0,0,0,-0.0106237484906151,0,0,0,0,0,0,0,0.0418493666710128,0,0,0.113384821708928,0,0,0,0,0,0,0,-0.165137496222763,0,0.0639695164761258,0,0,0.224526098264016,0,0.0388998094185623,0,0,0.0877185665089988,0,-0.120828584127283,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0
X601939.CH.EQUITY,0.24132589786886,0,0,0,0.0172288301609603,0,0,0,0,0,0,0,0,0.179872554807235,0,0,0,0,0,0.184811708353133,0.0698708359469554,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.0676648031513772,0,0,0,0,0.0645640114362294,0,0,0.124413822374869,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350271267388484,0.00153956336452703,0.0946947059170078,0,0,0,0,0,0.131136001297265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130041441049515,-0.051147602620747,0,0,0,0.117166256290869,0,0,0.2322386562356,0,0,0,0,0,0.127851220724452,0,0
X5.HK.EQUITY,0,-0.175696530269945,0,0.442748230134672,0,0,0,-0.155676977849632,0,0,0,0,0,0,0,0.0254305359165163,0,0,0,0.133585690088305,0,0.493859551122243,0,-0.148121424469928,0,0,-0.0251223450068888,0,0,0,0,0,0,0,-0.122220721903248,0,0,0,0,0,0,0,0.100973229183118,0,0,0,0,-0.163822036619671,0,0.0206900429423898
X601988.CH.EQUITY,0.0286885989857535,0,0.0258890765431626,0,0,0,-0.00254079688963941,0,0.141714389129726,0.148623770958027,0.215653030840802,0,0,0,0.0821934701874901,0,0,0,0,0,0,0,0.463178031495193,-0.150544041424928,0,-0.0288138425392401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11317517898532
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492
X1299.HK.EQUITY,0,0.150242096900553,0,0,0,0,0,0,0,-0.0356612971568049,0,0,0,-0.0799186696878528,0.205748374396694,0,0,0.125373619511273,0.23431102477985,0,0.188181427530224,3.46944695195361e-18,-0.0701341566288384,0.171041603314138,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.170761713207324,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357
X601166.CH.EQUITY,0,0,0.0448890971537547,0,0,0.103091343911993,0,0,0,0,0,0,0,0,0,0,0.244932705153979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475833296075358,0.225566993584342,0,0,0,0,0,0.17110608803356,0,-0.106911288040314,-0.0319125672388554,0,0,0,0,0,-0.071745300170502,0
