,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.282539478358302,0.0432565008623127,0.0108588906151499,0,0,0.431395146488716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102314895130221,0,0,0,0.0488221968090361,0,0,0,0.0184675617944156,0,0,0,0,0,0,0.074709239257345,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.182689367290316,0,0,0,0,0,0.203955536471013,0,0,0,0.0551510400692844,0,0.165326428649128,0,0,0.0969801223241994,0,0.0516795754275129,0,0,0,0,0,0,0,0,0.1165989547509,0,0,0,0,0,0,0.0526326700411162,0,0.023047131336972,0,0,0,0,0,0,0.0662806295424959,0,0,0,0,0,0
X601939.CH.EQUITY,0.447063261427461,0.172026846889915,0,0,0,0,0,0.235659089020313,0,0,0,0,0,0,0,0,0.0123635682709196,0,0,0,0,-0.115523734396408,0,0,0,0,0,0,0.143524561802311,0,-0.0413292677658835,0,0.139391943273449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112493687273966,0.126941597758351
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0,0,0.529710469854231,0,-0.0776467623303083,0,0.0708017033594293,0,0,0,0,0,0,0,0,0,0,0.14769845395858,0.0633875456434201,0,0,0,0,0.121150395526868,0,0,0,0.0332075711914388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429415846634633,0,0,0
X600036.CH.EQUITY,0,0.143191566274485,0,0,0,0.0256517573544533,0,0.00407619294735548,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568
X1299.HK.EQUITY,0,0,-0.161856914251862,0,0,0,0,0,0,0.167492239494713,0,0,0,0,0,0,0,0,0,0,0,0,0.045122325504807,0.169356682051475,0,0,0,0,0,0,0,0,0.173582948467628,0,0,0.096652703333783,0,0,0.0891912550210471,0,0,0.0553315904477111,0.311762767744876,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114505805881818,0,0,0,0,0,0,0,0,0,0,0,-0.0556227881024058,0,0,-0.202329141285148,0,0,0,0,0,0.174172115491109,0,0,0.0149406887912132,0,-0.100585702935388,0,0,0,-0.0156167488056167,0,0,0,0.576803855904401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0399983294030923,0,0.0908204274082123,0.355951963090181,0,0,0,0,0,0,0,0,0.208143657676955,0,0,0,0.150026943185791,0,0.0177952538195621,0,0,0,0.0260837916091039,0.00932493475423243,0,0,0,0,0,0.117183684827316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.318296453839389,0,0,0,0,0,0,0,0,0,0,0,-0.223817344675307,0,0,0,0,0,0,0,0,0,0.276305181415537,0,0.135608552470929,0,0.0457192584167842,0,0,-0.00546901083170774,0,0,0,0,0,0,0,0,0,0.23120255189828,0,0.140244474797985,0,0,0,0,0.12813058969079,0,0,0.0373360700696458
X388.HK.EQUITY,0,0,0,0,-0.123646107679848,0.260218325150538,0,0,0,0,0,0,0.0485528136292054,0,-0.0489713816474534,0,0,0,0,0,-0.138279016037495,0.457459613780014,0,0,0,0,0,0.0737688766950542,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0473117206865983,0.136885179955254,0,-0.0656185774351844,0,0.144175674682714,0,-0.347836459872875,0,0.023739376202904,0,0,0.179139674829194
X601166.CH.EQUITY,0,0,0.0165164567148045,0,0,0,0,0,0,0,0,0.0522681423151887,0.17218531142184,0,0,0.147000393146448,0,0,0,0,0,0,0,0,0,0.0116863241278521,0.204997836672419,0,0.367169719935188,0,0,0,0,0,0.0143884958049028,0,0.0120652225328312,0,0,0,0,0.0121547954467181,0,0,0,0,-0.0175395040505735,0,0,0,0
X601658.CH.Equity,0,0,0,0.254359223563622,-0.122349688073553,-0.027582566029616,4.33680868994202e-19,0.158549024347636,0,0,0.297170207716323,0,0.0642509026114898,0,0,0.0431902311481539,0.462141201314864,0,0,0,0,0.315251415810127,0,0,0,0,0,0,0,0,0,-0.322279345361905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264785385727569,0
X000001.CH.EQUITY,0,0.116668437317031,0,0,0.0943483178751323,0,0,0.239664988569538,0,0.0537249548627889,0.337677290588056,-1.73472347597681e-18,0,0,0,-0.0381440737627629,0,0,0,0,0,0,0,0.133369128232326,0,0.0267188217097384,0.338979278502797,0,0,-0.00552887774166875,0,0,-0.290608453042369,0,0,0,0,-0.120097399840196,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0617208315172826,0,0,0,0,0,0,0,0.161719856234201,0,0,0.115611523734839,0,0,0,0,0,0,0,0,0,0.0720235522855753,0,0.298578645579795,0.0835483398594228,0.000658891916902647,0,0.0532102739237953,0,0,0,0,0,0.348344208820347,0.0121006120119982,0.025512849216784,8.67361737988404e-19,0,0.0150108283874792,0,0
