,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0.466032535080216,0.0846059662397514,0.0999806715881974,0,0,0,0,0,0,0,0,0,0,0,0.0622900481791766,0,0,0,-0.0599282194314412,0.0431935759633683,0,0.124705655374302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804686762473475,0,0.00388717175116083,0,0,0,0.0275977734820095,0.233607622733478,0.0193808931037892,-0.109818444095988
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00573846745441453,0.137678770314352,0,0,0.0350533641419609,0.0631578233386035,0,0,0,0,0,0.252178049032191,0,0.0865761805232671,0.179171319712777,0,0,0,0,0,0.0201712231411981,0,0,0.134701800658462,0,0,0,0,0.0400736502187569,0,0,0,0,0,0,0,0,0.194072622985655,0,0,0,0,0,0
X601939.CH.EQUITY,0.233198234619373,0,0,0,0.176581424664968,0,0,0,0,0,-0.0186159326174242,0.119880530368709,0,0.0621822698395772,0,0,0,0.0662188316152946,0,0.0763876391187054,0,0,0,0,0.252550085939806,0,0.214457982608766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519746893293795,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116354579973365,0,0,0,0.0628503803219977,0.164726896038703,0.111536255071707,0,0,0,0,0.17398347094084,0.117214226487143,0,0,0,0,0,0,0,0,0,0,0,0.290600916503387,0,0,0,0.00870095036559775,0,0,0,0,0,0,0,0,0,0,0.130523654365408,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.104164145443292,0,0.111680702589572,0,0,0.0798761204188694,0,0.389124733698803,0,0,0,0,0,-0.0106964365532209,0,0.0438248935736463,0,0,0,0,0,0.00253907739217362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186068673711912,0,0,0,0,0,0.122264400753801
X601628.CH.EQUITY,0.0869680903910478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136445289717788,-0.0306279177411466,0,0,0,0.207399637187129,0,0,0,-0.0894350329884696,0,-0.0168880326474271,0,-3.46944695195361e-18,0,0.221161027759005,0,0,0.564274306495077,0,0,0,0,0,-0.0343854353122303,0.0664388660873823,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0599261870768884,0,0,0.093475013116465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310872646974653,0,0,0,0,0,0,0,0.0688097348861371,0,0,0.0874269423434604,0,0.249783252949234,0.220049977866026,0.136699281843597,0,0,0,0,0,0,0.303051439335111,0
X601988.CH.EQUITY,0,0.118049182480518,0.0495192705915357,0.289643584488123,0.182392993372961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28651459071716,0,0,0,0,0,0,0,0,0.138492333984272,0,0,0.128410168286492,-0.0442043605837618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208771981131856,0,0,0,-3.40104176717883e-05,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0979535293475036,0.010809649848986,0.101194063596881,0,0,0,0.055734747607743,0.232661405284869,0,0,0,0,0,0,0,0,0,0,0.331329724365037,0,0,-1.73472347597681e-18,0,0.174182380983455,0,0,-1.35525271560688e-20,0.00241043369965767,0,0,0
X601166.CH.EQUITY,0,0,0.0761381585303301,0.169970265434996,0,0,0,0,0,0,0,0.096056276716648,0,0.00244279792666199,0,0,0.0600216915212709,0,0,0,0,0,0,0,0,0.18363033955256,0,0,0.367258412082402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229439188554266,0,0,0,-0.0553935858083982,0,0,0
