,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.295429393596691,0.0273516146334824,0,0,0,0.44703948986044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105024616208169,0.0519792097540455,0,0,0,0,0,0,0,0,0,0,0.0796428699179994,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0964235113564552,0.0687755692706009,0,0,0.169114060344357,0,0.162430412736916,0,0,0,0.0899580552294839,0,0.108961222807006,0,0,-3.46944695195361e-18,0,0,0.261603355079669,0,0,-0.0106235520025699,0,0,0,0,0.123312736565526,0,0.113035437218166,0,0.0195251550628063,0,0,0,0,0,0,0,0,0.0315077601153046,-0.148096463201215,0,0,0,0,0.0621639419825463,0,0,0
X601939.CH.EQUITY,0.455164547636867,0.133279992354496,0,0,0,0,0,0.244159789580286,0,0,0,0,0,0,0,0,0.0117343371699134,0,0,0,0,-0.139386492617338,0,0,0,0,0,0,0.160633495602812,0,0,0,0.118898880070687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117171703609975,0.156791666250892
X600036.CH.EQUITY,0,0.128448542125591,0,0,0,0,0.0789851617695458,0.0847571931881691,0,0,0,0,0.106708633618662,0,0,0,0,0,0,0,0,0,0.0133666144977826,0,0,0.0984977710633673,0,0,0.0727717278617416,0,0,0,0,0,0,0,0,0.0419693235162083,0,0.00552500655114782,0,0,0,0,0,0,0,0,0,0.349305921345267,-0.221112742724987
X601288.CH.EQUITY,0,0.000463743859449,0,0,0,0,0,0.562330563798228,0,0,-0.0819417533617552,0.0378543714735151,0,0,0,0,0,0,0,0,0,0.0600827387866928,0.0758710074077164,0,0,0.105033932421639,0,0,0.112632106188036,0,0,0,0.0556848946706896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530641659590086,0,0,0.00567354750171128
X601628.CH.EQUITY,0.0836216786607061,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00411861576779407,0,-0.100521047206179,0,0,-0.239223428138149,0,0,0,0,0,0.187360441168109,0,0.0886055648553371,0,0,-0.0797760818662031,0,0,0,0,0,0,0.558782325074983,0.056567334536283,0,0,0,0,0,0,0,-0.0673379258494659,0,0,0.0739531042825926,0,1.73472347597681e-18,0,0,0.0189312973662399
X1299.HK.EQUITY,0,0,-0.0532463566506402,0.0366542587341051,0,0,0,0,0,0,0.149338723023583,8.67361737988404e-19,0,0,0,0,0,0,0,0.165933740615506,0,0,0.212639659946788,0,0,0,0,0,0,0,0,0,0,0,0,0.0606022229814628,0,-5.42101086242752e-20,0,0.160537659987701,0.0342788274733729,0,0.149707936279666,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.138376172277306,0,0.0943747011499006,0,0.372690696091472,0,0,0,0,0,0,0,0.218406302796445,0,0,0,0.11101569931923,0,0,0,0,0,0.0172083288531008,0,0,0,0,0,0,-1.73472347597681e-18,0.120423956444756,0,0,0,0,0,0.0109018055347163,0,0,0,0,0,0.00591728664677379,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124984143382339,0,0,0,0,0,0,0,0,0,0,0,-0.0882320772867079,0,0,0,0,0,0,0.23876186069253,0,0.185869532293383,0,0.140672635617099,0,0,0,0,0,0,0,0.0546824364865349,0,0,0,0,0,-0.0670507812461919,0.196613493926103,0.0532386214473869,0,0.270673813467986,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0516041525360524,0,0,0,0,0,0,0,0.0624870174020798,0.305181012849296,0,0,0.120267851234762,0,0,0,0,0,0,-0.0060369159603642,0,0,0,0.116386077083765,0,0.304168872370668,0.10619503231452,0,0,0,0.0782758078524566,0,0,0.0148896463355982,0,0,0,0.0320753594031154,0,0,0,0,0,-0.0229158319086601,0,-0.0819758156741306,0,0
X388.HK.EQUITY,0,0,0,-0.0703997201361258,0,0,0.229510249586065,0,0,0,0,0,0,0,-0.0137818526041559,0,0,0,0,-0.107600879010551,0,0.495907664238221,0.00855207433968426,0,0,0,0,0.0265250617342647,0,0,0,0,0,0,0,0,0,0,0.135153623463565,0,0.0789810268963335,-0.0796073543380355,0,0.143381678512994,0,-0.366360511722218,0,0.00810453407075507,0,0,0.17235402751547
X601658.CH.Equity,0,0,0,0,0.183583561101808,0,-0.0686721773934328,0.239299660059771,0,0.27531498324801,0,0,0.0839969069116095,0,0,0.0319443342709277,0.479575569653619,0,0,0,0,0.317199543053475,0,0,0,0,0,0,0,0,0,-0.319698864758995,-0.0184742768538415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.352064487313668,0
X000001.CH.EQUITY,0,0.143202912979538,0,0.0838038315662574,0,0,0,0.226786658765662,0,0.408083609101945,0.0556353292116282,0,0,0,0,-0.0198780028580808,0,0,0,0,0,0,0.128385972694457,0,0,0,0.378352726091636,0,0,0,0,-0.0237888811071831,-0.309477542174106,0,0,0,0,-0.119073844923757,0,0,0,0,0,0,-0.0320399380886869,0,0,-0.00856289217798975,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.0145026433158081,0,0,0,0.055202333180345,-0.0135939517833584,0,0,0,0,0,0,0.238745949165301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111776563448833,0.128414009853013,0.262483833135824,0.00688812951868017,0.0436604926569257,0,0,0,0,0,0.299055512519612,0,0.0672737057726951,0.0518516899379337,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.151459093232418,0,-0.0832309180312312,0,0.356133654763362,0,0,0,0,0.114715803401009,0,0,0.218884999821461,0,0,0,0.00698014358961443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387594294945216,0,0,0,0.0285609444133787,0,0,0.112335168906666,0,0
X000002.CH.EQUITY,0,-0.0742156606409656,0,0.0522101336293443,0,0,0,0,0,0,-0.0551187421691526,0.141942600003118,0,0,0,0,0,0,0,0,0,0,0.0416181641523851,-0.133376918682042,0,0.345077435882307,0,0.425779956539048,0,0,0.0319671108181393,0,0,0.00885258954905658,0,0,0,0,0,0,0,0,0,0.0719100068096385,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.141786878108358,0,0,0,0,0,0.294881564981176,0,0,0,0,0,0.127903522970044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149587864560196,0,0,0.0199435244233898,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0230355133955459,0,0.14973140871604,0,0,0,0,0,0.0193909443693525,0,0,0,0,0.0105286587104231,0,0.500817780056339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514966944446903,0,0,0,0,0,0,0.0215322836996477,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0586757504562879,-0.18897044957542,0,0,0,0,0,0,0,0,0,0.628144950764471,-0.03113564116185,0,-0.155556375552999,0,0,0,0,0,-0.083573588034072,0,-0.0175934221832593,0.319232266037079,0,0,0,0,0,0,0,0,0.0276504616640772,0,0,-0.068537317615551,0.252660514906438,0,0,0,0,0,0,0.0209505754672637,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0752036370739175,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.16629283633743,0.0595706632582575,0,0,0,0,0.282621173594733,0,0,0,0,0,0,0,0,0,0,0,0.278315190307041,0.159143138154801,0,-0.263465637689323,0.00268568153588002,-0.439416527261482,-0.077507755289375,0,0,0
X601319.CH.EQUITY,0,0.132588193290513,0.159386151047315,0,0,0,0,0.0577682197413883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161522820428029,0,0.0261966636606856,0,0,0,0.0488451522642774,0,0,0,0,0,0.147264126391948,0.00731458903915596,0.135499288715248,0,0,0,0,0,0,0,0,0.0501774613714436,0,0,0,0,-3.46944695195361e-18,0
X300059.CH.EQUITY,0,0.10321359297564,0,0,-0.039174259191014,0.000253974748381636,0,0,0.0440038101719746,0,0.0740919518764858,0.0985531764829449,0.12028590298772,0,0,-0.0420974325328282,-0.166962130413254,0,0.0227111022777866,0,0,0,-0.125316159007396,-0.0440472067031938,0,0,0,0,0,0.0303057023373172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432759750126716,0.256514117659652,0,0.219361578331209,0,0,0,0
X11.HK.EQUITY,0,0,-0.224445086998403,0,0.073094603816633,0.040574488100019,0,0,0.696181871353485,0,0.0687586772286454,0,0.121950326699768,0,0,0,0,0,0,0,0,0,0,0,0.189951560129552,0,0,0,0,0.124540957606492,0,0,0.0116243449671214,0,0,0,0,0.227332531859505,0.0295513147774071,0,0,0,0,0,0,0,0,0,-0.122488608306994,0,0
X600016.CH.EQUITY,0,0,0.115421205621914,0,0,0.100126781551257,0,0,0,0,0,0,0,0,0,0,0.0916465323318234,0,0,0.00459476240310688,0.0653830069704908,0,-0.119584562387102,0,0,0,0,0.0418779137471668,0.128028405116679,0,0.118457217567575,0,0,0,0.479663268175952,0,0,0,0,0,0,0,0,-0.427146331945102,0,0,0,0,0.165689385889984,0.277716337131494,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0658012080486969,0.00976588790871914,0.121642675071261,0.0297565903646131,0,0,0,0,0,-0.173369303765797,0.0640367802961112,0,0,0.454568564018845,0,0,0,0,0,0,0,0,0,0,-0.13644892451169,0,0,0,0,0,0,0,0,0,0,-0.0658044621619376,0,0,0,0.373115208711232,0.0548441509918916,0
X601998.CH.EQUITY,0,0,0,0,0.32990542822053,0,0.275888148279772,0.153027451108523,0,-0.15762612253102,0,0,0,0,0,0.0956383422016997,0,0.139584113670672,0.00941621039473597,0,0,0,0,0,0,0,0,0,0.37759337646249,0,0,0,0,0,0,0.00801911822297909,0,0,0,0,0,0,0,0,0,0,0,0,-0.161828079124387,0,-0.0860749922037944
X002142.CH.EQUITY,0,0,0,0.156622202913232,0,0,0,0,0,0.0547981023944078,0,0,0.0624421442279677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00168738716960544,0,0.112106370310954,0,0.294337266876889,0,0,0,0,0,0,0,-0.074284370173579,-0.0230250579358123,0,0,0.0516528870388421,0,0,0,0,-0.0160503096915131
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.12401577718818,0,0,0,0,0.593169432984047,0,0,-0.188547755484286,-0.0559338940484305,0,0,0,0.0696243095856334,0,0,0.13300925752976,0,0,0,0.0119616428891163,0,0,0.0988187895577221,0,0,0,0.188675709458339,0,0,0,0,0,0,0,0,0,0,0.253944783941265,0,0
X601818.CH.EQUITY,-0.0571195133340508,0.107907003086871,0,0,0.094190666297149,0,0,0,0,0.255032334943631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561483229307943,0.191290304412727,0.329102085381126,0,0,0,0.101030375320014,0,0,0,0,0,0,0,0,0,0.154464193889523,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0
