,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,-6.93889390390723e-18,0.548100678055172,0,0.0185063386817931,0,0.0615783057433357,0,0,0,0,0,0.101069482758136,0,0,0,0,0,0.0928649926934356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294115040939243,0,0,0.115399549690539,0,-1.0842021724855e-19,0,0,-0.0529496226253967,0.00138391831366524,0
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0
X601939.CH.EQUITY,0.131386612622039,0,0,0.588705257868728,0,0.0180334565959545,0,0,0,0,0.0827152807287655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022035250096226,0,-0.010501387302585,0,0,0.0790200718327093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104383490619303
X601288.CH.EQUITY,0.257506869821521,0,0,0,-0.0240248618802916,0.040397281166794,0,0,0,0.137983265132507,0,0,0,0,0,0,0,0,0.0489557967820128,0,0,0,0,0,0.0451576201091641,0.185138013436499,0,0,0,0.0795960959072324,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.145814071008065,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0986316124337917,0,0.354965025063276,0,0,0,0,0,0,-0.146457436907166,0.391681961462255,0.231918182483069,0.188782525998489,-0.108445671735323,0,-0.0970852838772073,0,0,0,0.18482532860219,0,0,6.93889390390723e-18,0,0.0834099307833071,0,0,0,0,0,0,0,0,0,0,0,0.054716327289772,0,-0.536522854024898,-0.147000616453258,0,-0.0194228718305833,-0.0939602334827365,0,0.108100756729083
X601988.CH.EQUITY,0.169975973719914,0,0,0,0.00620303523914166,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.546135343276906,0.0591555755982196,0,0,0,0,0,0.108088470342644,0,0,0,0,0,0,0,0,0,0.0858966218617744,0,0,0,0,0,0,0,0,0,0.0883426331248675
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161308,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968757,0,0,0,0,0,-0.00758481030669002,0.704097077323442,0,0,0.0280620723736545,0.0942716118396483,0,0,0,0,0,0,0,0,0,0,0,0,0.066189209979624,0,0.0512698430610898,0,0,0,0,0
X1299.HK.EQUITY,0,0.18649459248947,0,0,0,0,0,0,0,0,0,0,0.0598144593501361,0,0,0.0307298614588908,0.198034815294306,0,0,0.0709979270871414,0,0,0,0,0,0,0.119438020800924,0,0,0,0.0814208665503174,0,0,0,0.0625331271015933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144710931078948,0,0,0,0.126421786583411,0,0,0,0,0,0,0.244048590060921,0,0,0,0,0,0,0,0.229241506227667,0,0,0,0,0,0,0.0486601850542595,0,0,0,0,0,0,0,0.00855649451966071,0,0.0246220311496671,0.20223352689146,0,0,0,0,0,0,0,0,0.014374377516961,0
X601166.CH.EQUITY,0.0514675093620173,0,0.159076265828067,0,0,0,0.177197280701072,0,0,0.0959646451860378,0,0,0,0.229349759704391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548386554571356,0,0,0,0,0,0,0,0.0852398791693424,0,0,0,0,0,0,0,0.0405869435798184
