,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.209366857934617,0,0.413228747127181,0,0,0,-0.0116121012874841,0.158783911971149,0,0,0.0734437018773933,0,0,0,0,0,0,0,0,0,0,-0.0799525048797658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616508288968861,0.00614743133495494,0,0.121209376486933
X601939.CH.EQUITY,0.354081635866689,0,0,0.286124438170197,0,0,-0.0952280742434598,0,0,0,0.00278882794848112,0,0.140311734358674,-0.0648183723018303,0,0,0,0,0,0,0,0,0,0,0,0.0316894026446144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20185441544464,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0
X601288.CH.EQUITY,0.450008493273663,0,0,0,0.209350887502126,0,0,0,0,0,0,0,0.0159702384345191,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170207797395004,0,0,0,0,0,0,0.0199327932671071,0,0,0,0.0264136597500292,0,0,0,0,0,0,0,0,0,0.06433248476105,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.147668470435182,0,0.280558085853789,0,0,0,0,0,0.271193425935703,0,0,0,0,0,0,0.132928909569556,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0983623004908582,0,0,0,0,0,0,0,0,0,0,0.109094567126028,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882458510986292,0,0,0,0,0,0,0,0,0,0.142081353091173,0,0,0,0,0,0,0,0,0,0,0,0.0135822011598014,0.176944076675785,0,0,0.0313441823858612,0,0,0,0.188423920417354,0,0,0,0,0,0,0,0.0234710433440118,0,0.225271615417512,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019
X601658.CH.Equity,0,0,0,0.165438164626954,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13837165731267,0,0,0,0.141137604677587,0,0,0,0.294855516835748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845810284829148,0,0,0.323602799751651,0,0,0,0,0,0,0,0,0.19354519903692,0,0,0,0,0,0,0,0.0200975115637013,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0495327042023743,0,0,0,0,0.0411395380173375,0.0630487262387766,0.0514138429407162,0,0.140561264104523,0,0,0,0.0972611530499467,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332115433215818,0,0,0,0,0,0,0,0,0,0.165454338248408,0,0.00896399548365307,0,0,0.213561856269509,0,0,0,0,0,0,0.0221812254232441,0,0,0,0,0,0,0,0,0,0.123040903610758,0,0,0,0.113668672257321,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0846151806572924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364943805959395,0.245005304779943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138670358149143,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0617811106193883,0,0,0,0,0,0,0,0,0,0,0,0.054515599673517,0,0,0,0,0.0956062099436566,0,0.0156098194986613,0,0,0,0,0.00247328233451962,0,0,0,0.295940795774522,0,0,0,0,0,0.00771160914682032,0,0,0.178805775546576,0,0,0.371552069223527,0,0,0.033330258959593,0
