,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.614479885186623,0,0.00946081427874849,0,0,0,0,0.00824263842141319,0.0919656779515195,0.0824585628187622,0,0,0,0,0,0.021486621305013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103002784220889,0,0,0,0,0.0258971985565903,0,0,-0.0275867345910514,0,0
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0
X601939.CH.EQUITY,0.168604610236419,0,0,0.287455085072805,0,0.26480792611352,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865119991413595,0,-0.011264455502406,0,0.0864559015391477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447438557167615,0,0,0
X601288.CH.EQUITY,0.313683632533656,0,0,0,-0.0491585397687033,0.0290058785681845,0,0,0,0.125169114570796,0,0,0,0,0,0,0,0.0563640820036649,0,0,0,0,0,0,0.0362451220351389,0.174431299964185,0.0708998187306864,0,0,0.0995388852146747,0,0,0,0,0,0,0,0,0,0,0,0.112986321839626,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.461063361255231,0,0,0,0,0,0,-0.00542461149368857,0.123164561524384,0.210805816054643,0,0.170809335954994,-0.0922412895339873,0,0,0,0,0.310544418055502,0,0,0,0,0.0290613579170129,0,0,0,0.00398368851695082,0,0,0,0,0,0,0,0.0363647810275715,0,0,0,-0.720941443728308,0,-0.158454149966746,0,0.140529128540971
X601988.CH.EQUITY,0,0,0.108549027399974,0,0.0353110085231432,0,0,0,-6.93889390390723e-18,0,0,0.0629721836447456,0,0.0570041538418091,0,0,0,0.00588489922306451,0,0,0,0,0.608761145447822,0.0148741795997785,0,0,0,0,0,0.102338416634859,0,0,0,0,0,0,0,0,0,0.0453332406537169,0,0,0,0,0,0,0,0,0,0.0842685754629007
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.024287273534134,0,0,0,-0.0225468738457844,0,0,0,0,0.0745765090152359,0,0,0,0,0,0,-0.00766367095216658,0.695656575906253,0,0,0.0281924492495098,0.0934946925123404,0,0,0,0,0,0,0,0,0,0,0,0,0.0659413408072516,0,0.0494084002449218,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0422417612349204,0,0,0,0,0.25736909045728,0,0,0,0.168586989258058,0,0,0,0.070728271871293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162163860867174,0,0,0,0,0.0131833144990324,0,0,0,0,0,0,0,0,0,0,0.0328588036946422,-0.0160684484101692,0,0,0,0,0,0,0.147894901757246,0,0,0,0,0,0,0,0,0,0,0.359907524102674,0,0,0,0.215527026169048,0,0.0321906695377617,0,0.0195542717095791,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616499076202566,0,0,0,0.144686648384168,0,0,0,0,0,0,0.203232756769085,0,0,0,0,0,0,0,0.243314317904856,0,0,0,0,0,0,0.0778525317940346,0,0,0,0.044571127703116,-0.00710858940001608,0,0,0.00777874729833469,0,0,0.239747691926829,0,0,0,0,0.0361707524080963,0,0,0,0.0161476950090993,0
X601166.CH.EQUITY,0.0517007931854323,0,0.159449524173835,0,0,0,0.177499657095045,0,0,0.0977874806075073,0,0,0,0.2312829801773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550264334001054,0,0,0,0,0,0,0,0,0.085222150212304,0,0,0,0,0,0,0,0.0407044809328679
X11.HK.EQUITY,0,0,0,0,0,0,0,0.234494442492675,0,0,0,0,0,0,-0.0164525888122503,0,0.179619095896817,0.169326934782952,0.246747400914132,0.0995533525275679,0,0,0,0,0,0,0,0.127726273489317,-0.199385794470695,0,0.00299727038257226,0,0,0.20090632227785,0,0,0,0,0,0,0,-0.0209018471079424,0,0,0.0801745424983123,0,0,0,0.0219031636283435,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.164307244358027,0,0,0,0,0,0,0,0,0,0,0,0,-0.203059028133126,0,0,0,0,0,0.133480268939138,0,0.149359207655829,0.136729165932503,0.300494573497087,0,0.248841248178852,-0.0326024525788766,0,0,0,0.0452077570515264,0,0,0.0843990052687822,0,0,0,0.177226065285834,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0314283190508864,0,0.213196199411727,0.0477810411265809,0,0,0.278037810007293,0.0947242574654682,0,0,0,0,0.0589315609113364,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.224456977500903,0,0.0189908962401105,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.328083490130407,0,0,0,0,0.132613250604437,0.139925705867087,0,0,0,0,0,0,0,0,0,0.292822131362139,0,0,0,-0.252719337787021,0,0.201382809389463,0,0,0,0.16767609850461,0.553752899724661,0.00698247951681198,0,0,0.00538839959804178,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.07685783593659,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.00775536701782077,0,-0.0156528488905418,0,0,0,0,0.0558497717848704,0.0528865894293145,0,0,0.107790363932039,0,0,0.0320016871284827,0,0.609872206695274,0,0,0,0,2.16840434497101e-19,0.0903825898253712,0,0,0,0,0,0,0,0,0,0.0340183056408855,0.0720898591326289
X2388.HK.EQUITY,0,0,0,0,0.117040618080418,0,0,0,0,0,0,0.252491062681699,0,0,0,0,0,0,0,0.134487249554896,0.130892970568992,0,0,0,0.085119860361089,0,0.0244476574184896,0,0,0,0.0836379837889695,0,0,0,0,0,0,0,0,0,0,0.0432032977483473,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.126623488864778,0.0114735567045402,0,0,0,0.0942149817191952,0,0,0,0,0,0,0,0,0,0,0,0,0.0201233173845601,0,0,0,0,0,0.0958837178661315,0,0,0,0,0,0,0.088382960791247,0,0,0,0,0,0.00545649601877411,0,0,0.0200694521107577,0,0,0,0,0.191195865214667,0,0,0.0278057482452884
