,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.225551237982059,0,0,0.341443895847591,0,0,0,0,0,0.248457118696056,0,0,0,0,0,0,-0.0598441433554997,0,0,0,0,0,0,0,0,0,0,-0.0463305953350576,0,0,-0.133264621049561,-0.0258302034004855,0.0936630543097467,0,0,0,0.0417730614226832,0,0.104521838934693,0,0,0,0,-0.124880124667531,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0,0
X601939.CH.EQUITY,0.19923340492861,0,0,0,0,0,0,0,0,0.00654679959620273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425902522464462,0,0,0,0,0,-8.67361737988404e-19,0,0.112305797942381,0,-0.0494135274820338,0,0,0,0
X601288.CH.EQUITY,0.0133797612473316,0,0,0,0.0508909011429948,3.46944695195361e-18,0,0,0.00885217289102872,0,0,0,0.0881811058582173,0,0,0,0,0,0,0,0,0.362444117991575,0,0,0,0,0.0662118752911007,0,0,0,0,0,-0.0598803929913224,0,0,0,0,1.73472347597681e-18,0,0.21291070579671,0,0,0,0,0,0,0,0.0804963700013987,0,0
X5.HK.EQUITY,-1.0842021724855e-19,-0.0374885994755378,0,0,0,0,0,0,0,0,0,0,0,0,0.178923637475769,0,0,0.164729477545324,0,0.000683332900959013,0.276270214304418,0,0,0.406937378854013,0,-0.0405576486931243,0,0,-0.306727099727497,0,0,0,0,0,0,0,0,0,0,0,0,0.020598229369758,0,0,0,0,0,-0.141535102457478,-0.104367411800989,0.158992653203267
X601988.CH.EQUITY,0.13745981727443,0,0,0.35979503025187,0,0,0,0,0,0.125381671794612,0,-0.0478443303387731,0.028291281421119,0,-0.0580522937809363,0,0,0,0,0,0,0.3306758291878,-0.108833771506939,0,0.0257143956226007,0,-0.0516904518226636,0.164453730381956,0,0,0,0,0,0,0,0.0654894984478406,0,0,0,0,0,0,0,0,0,0.0360529990459072,0,0.0819020587364073,0,0.00411643484460497
X600036.CH.EQUITY,0,0.623366324715959,0.0682271241497598,0.031496393652638,0,0,0,0,-0.26955192651785,0,0,0,-0.164516545215647,0,0,0,0,-0.106383247683872,0.0116023500110945,0,0,0,0,0,0,0.0641853722313287,0,0,0,0,0.320528887780344,0,0,0,0,0,0,0,0,0.108046316848583,0,0.172868176809433,0,0,0,0,0.0491553932608564,0,0,0.105330475417186
X1299.HK.EQUITY,0,0.0650540488773298,0,0,0,0,0,0,0,-0.140843703587697,0,0,0,-0.0873395875080145,0,0,0,0.310280281785539,0.209604251823918,0,0,-0.0477146567363304,0.114314864639125,0,0,0.150760336257668,0,0,0,0,0,0,0,0,0,0.055170813719916,0,0,-0.0583198876917016,0,0,0,0,0,0,0,0,0.140281119267284,0,0.230377837948322
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.329162782938129,0.21342730156839,0,0.0512789703708813,0,0,0,0,0,0,0.630466702237445,0,0,0,0,0,0,-0.530206091384824,0,0,0,0,0.235844847997495,0,0,0,0,0,0.327132145426286,0,0.304016414798258,0,0,0,0,0,-0.131320040718355,0,-0.155503399161624,0,0,0,0,-0.128765629576274,0
