,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0548552688164511,0,0.132145736449081,0.172616273060039,0,0.353271437874689,0,0,0,0,0,0.12669721695845,0,0,0,0,0,0,0,0,0,0.0229491584111082,0,0,0,0,0.107670650544863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.257020246723948,0,0,0,0,0,0,0,0.201872397953917,0,0,0,0,0,0.0860313269243535,0.207099493056006,0,0.218175245355187,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0602639718779314,0,0,0,0,0,0.0451195790401559,0.00639504968076453,0,0,0,0,0,0,0,0.0420205315398121,0,0,0,0,0
X601939.CH.EQUITY,0.269876586266863,0,0,0,0,0,0,0,0,0,0,0,0,0.415291218322881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184531998623147,0,0.109172402491635,0,0,0.013015666514264,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.344333728888456,0,0.0229386547537688,0,0,0.49076887411808,0,0,0,0,0.00448213672514485,0,0,0,0.0329175545364013,0,0,-0.0236075803140684,0,0,0,0,0.00951851403804503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103699249524122,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.103958373115545,0,0,0,0,0.19098499794881,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.734253521281193,0,0,0,0.161210086875518,0,0,0,0,0,0,0.123719611860295,0,0,0.103434953353513,0,0,0,0,0,-0.222142007868281,-0.126587197628946,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800868130791973,0,0.271029131236999,0,0,0,0.0790135073270627,0,0,0,0.413484375633103,0,0,0,0,0.00356702823196996,0,0,0.053701077740186,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0113349287789044,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135629812815608,0,0,0.276184272512047,0,0,0,0,0.143059889048744,0,0,0,0,0,0,0,0,0,0,0.023713986236167,0,0,0.148688510064762,0,0.0571604410280123,0.153259982143609,0,0,0,0,0,0.032261068692133,0,0,0,0,0,0,0,0,0.0379376384616542,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.110440012277392,0,0,8.67361737988404e-19,0.151637791706771,0,0,0,0,0.274474234279073,0,0.106122917539276,0,0,0,0,0,0,0.00361738640610315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.389402520305812,0.110858471823055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142271206087116,0,0.154294221856091,0,0,0,0.118547259553854,-0.0300063940556059,0,0,0,0,0.203172550306669,0,0,0,0,0.0782132000076241,-0.0637964498414327,0,0.0143608370990299,0,0,0,0,0.018492252896723,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.204630897923876,0,0,0,0,0,0.219227629136337,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134273559058701,0,0,0,0,0,0,0,0,0.734046408299665,0,0,0,0,0,0.464282697968403,0,-0.206836365022468,0
