,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.198111746232804,0,0.129846338002614,0,0.160374797184349,0,0.344700332408322,0,0,0,0,0,0.149806009562598,-0.0105285721860101,0.0620330908953471,0,-0.0221882428585223,0,0,0,0,0,0,0,0,0,0,0,0,0.0991090501196418,0,0,0,0,0.188584591687162,0,0,0,0,0,0,0,-0.172252821133758,-0.0349816214758035,0,0,0,0.102240837160487,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.171436265335684,0,0.370223585689442,0,0.0741571453598072,0,0,-0.23726808321637,0,0,0,0,-0.177412781558629,0.294999271790969,0,0,0,0,0,0,0.0397344048776352,0,0,0,0,0,0,0,0.0771893297842229,0,0,0,0,0,0,0,0,0.0356540421329023,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.189080836163776,0,0.112243965864917,0.156219718441718,0,0,0,0,0,0,0,0.0119327007955716,0,0,0,0.339069736314648,0,0,-0.0086400101215096,-0.114337017495043,0,0,0,0,0,0.0445607313323972,0,0.230872750893308,-0.0341089896455324,0,0,0,0,0,0,0,0,0,0.014635451400761,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.208502430956635,0,0,0,0,0,0,0,0,0,0.212121702908244,0.0568512118808497,0,0.10743265601842,0,0,0.01749473639448,0.177692598169634,-0.0693412719659526,0,0,0.085544972254734,0,0,0,0,-0.0567407487811011,0,0,0,0,0,0,0,0,0,-0.0641242888933055,0,0,0,0,0,-0.0139664935481534,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.278734747445238,0.438426476251265,0,0,0,0,0,0,0,-0.365893417848822,0,0,-0.170673653828595,0,0,0,0,-0.00460662007440481,-0.280356305821411,0,0.290737311420459,-0.131556374511095,0,0.621188538908368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276041952816325,0,0,0,0,0.00595918087480443,-0.24907897681499,-0.0138062788118653,0,0,0,0.263080975238448,0.0360708738139124
X600036.CH.EQUITY,0,0.17953017926461,0.0533863840768703,0,0,0,0,0,0.00123744622678283,0.194739873553771,0,0,0,0,0,0,0.22492656880305,0.0121355132681444,0,0,0,0,0,0,0,0.0657141679251396,0,0,0,0,0,0,0,0,0.0613955341928448,0,0,0,0,0,0,0.0546094364789901,0,0,0.189630581571983,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.0175017172274415,0,0.23085659640988,0.0395317645308401,0,0.0455182172326938,0.144569782327901,0,0,0,0,0,0,0.0918835821773493,0,0.161581362346591,0,0,0,0,0,-0.120321513088708,0,0,0,0,0,0,0,0,-0.010381527180505,0,0,0,0,0,0,0,0.04991475699913,0,0,0,0,0,0,0
X600926.CH.EQUITY,0.182551849192014,0.159868373472008,0,0,0,0,0.0601595869501091,0,0,0,-0.0687387522232045,0,0,0,0,0.459352751195544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320706162987115,0,0,0,0,0.0479980099428252,0,-0.104304610648697,0,0,0.0753252811205494,-0.0220880101951901
X601009.CH.EQUITY,0,0.15677401751531,0,0,0,0,0,0,0,0.00883445796616474,0,0.233495422184044,0,0.0111001453711009,0,0,0,0,0,0,0.325692753478939,0,0.14278770295364,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0499180981238922,0,0,0,0,0,0,0.0711970636748081,0,0,0,-0.0766717204146199,0,-0.141856420695388,-0.00803934281820808
X601166.CH.EQUITY,0.235675338093837,0,0,0,0,0.634413530563443,0,0,0,0,3.46944695195361e-18,0.195752718234596,0,0,0,0,0,0,0,0,0,0,0.0156299357189922,0,0,0,0,-0.0941398312396723,0,0,0,0,0,0,0,0,-0.135812394382746,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501994781170569
