,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.137615184142588,0,0,-2.77555756156289e-17,0,0.231055394268322,0,0.0863351489079316,0,0,0,0,0,0.012722519500237,0,0,0,0,0,0,0,0,0,0,0,0,0.0192249308611907,0,0,0,0,0.0762893729538074,0.0663176346800939,0,0,0.0509449667924072,0,0.112865020927168,0,0,0,0,0.158827716504119,0,0,0.0309782723765705,0,0,0,0
X002142.CH.EQUITY,0.356654742945324,0,0,0,0,0.0598190631834514,0,0,0,0,0,0,0.0194278938899226,0,0,0,0,0,0,0,-0.00472970114729016,0,0,0,0,0,0,0,0,0,0,0,0.0315674755026306,0,0.122444842938747,0,0,0.159803684261096,-0.0698533095198034,0.0817877336532136,0,0.0458835492544272,0,0,0,0,0,0,-0.0818297087148182,0,0.243893368306071
X600000.CH.EQUITY,0,0,0,0.244428054358312,0.483674572265326,0,0,0.0280196200186312,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0387550234548746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497716122022401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0432045640387379,0.00119822053504608,0,0,0.0933110488710165,0,0.304874229953357,0,0,0.0474729699638279,0,0.140141086514293,0,0.108077151804848,0,0,0,0,0,0,0,0,0,0,0,0,0.149145052112032,0,0,0,0,0,0,0,0,0.0439014992582862,0,0,0,0.0190168954819379,0,0,0.0823483999609032,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.278503051099885,0,0,0.270883703957143,0,0,0.151538880227451,0.285265858463898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242667894089845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.147711739142606,0,0,0,0,0.368481268175082,0,0,0,0,0,0,0,0,0,0,0.0254399131639075,0,0.0511871377433464,0.230631682375575,0,0,0,0.0742016667835455,0,0,0,0.107222767392713,0,0,0,0.0260764179684735,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,5.42101086242752e-20,0
X601166.CH.EQUITY,0.132721715745176,0,0,0,-1.38777878078145e-17,0.129809575107507,0,0.264312731221751,0,0.0797558323909952,0,0,0.322716095767886,0,0,0,0,0.0031799921890559,0,0,0.0210818854373969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421611211168434,0
X601169.CH.EQUITY,0.0030537834767224,0,-8.67361737988404e-19,0.165656469924727,0,0,0,0,0.323944198692777,0,0.0654861716313937,0,0,0,0,0.19588771242086,0,0,0,0,0,0,0,0.0129634673570006,0,0,0.0712723128847517,0,0,0.0557559207665006,0,0,0,0.064869447188613,0.0374500783586313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.107725388546842,0.15674682502347,0.0134489367126959,0,0,0,0,0,0,0.326399455437576,0,0.0581162840273168,0.138073807249259,0.0363636517161089,0,0.0863672253023396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0661369760476855,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0988545545830783,0.3858890292036,0.0193479942002292,0.0306134449365359,0.357955755228391,0,0,0,0,0,0.0345263775549083,0,0,0,0,0,0,0,0,0,0,0.0533423823270413,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
