,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.108387607254624,0,0.123881076078244,0.0576402309320998,0.00614892831318051,0,0,0,0.188026117798666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0416542469673623,0,0,0,0,0.16302732303628,0,1.73472347597681e-18,0,0.012717281963595,0,0,0,0,0,0,0.0684862394289078,0.0523759604058953,0,0,0
X002142.CH.EQUITY,0.485445536269759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624719677876415,0,0,0,0,0,0,0.263039379074399,0.0709553599470045,0,0,0,0,0,0,0.034001866560977,0,0.0412822589985788,0,0,0,0,0,0,0,0,0.122057021042009,0,0,0,0,0,0,0.0396105794517358
X600000.CH.EQUITY,0.214737584476547,0,0,0,0.213383614175186,0.151668368461065,0,0,0.0706796028964476,0,0.0696106243431715,0,0,0,0,0,0.00763830140812185,0,0,0,0.173828934743373,0,0,0,0,0,0,0,0,0,0,0.0647362482380554,0,0,0,4.88282074587974e-05,0,0,0,0,0,0,0,0,0.0257084184253282,0,0,0,0,0.0159748545106984
X600015.CH.EQUITY,0,0,0,0,0.258721241707666,0,0,0.308983733715421,0,0,-6.93889390390723e-18,0,0,2.77555756156289e-17,0.222973950134028,0.185079742444313,0,0,0,0.01774093230603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264197710047498,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0921346777885576,0,0,0.305767879760851,0,0.0462317914573593,0,0.277188178091421,0,0,0,0.0478730059509595,0.0250123551652799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0269169870178502,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.383735712684179,0,0.234687656847695,0,0,0,0.0796004121645057,0,0,0,0,0,0.0478067172248039,0,0,0,0,-0.0417728276747155,0,0,0,-0.036566401488404,0,0,0,0,0,0,0.0817113488091697,0.113966863080919,0,0,0,0,0,0.0522355498202037,-0.0347773936029169,0,0,0,0,0.0603616868877449,0,0,0,0,0,0,0,0.00524869920877204
X601166.CH.EQUITY,0,0.057656811876234,0,0,0.292579944268619,0.155652933970914,0,0,0,0,1.73472347597681e-18,0,0,0.141773555364039,0,0,0,0,0,0,0,-0.00590830910270423,0,0,0,0,0,0,3.46944695195361e-18,0.0658704338126255,0,0,0,0.115231068438932,0.00751362080553876,0,0,0,0,0,0,0,0,0.00484687029750615,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.0746440825835645,0.108200114715963,0.151713681078777,0,0,0,0,0,0,0,0,0.128404579863061,0.00308348882369961,0,0,0,0,0.292396239134251,0,0.0226785321329229,0,0,0,0,0,0.0299611386220083,0,0,0.04853883841444,0,0,0.0343372108489223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.217955743460568,0,0,0,0,0,0,0,0.021462699647676,0.210391282777196,0,0,0,0,0,0,0,0,0,0,0,0.386108008320788,-0.0622372447750888,0.0786098910285754,0,0,0,0,0,0,0,0,0,0,0.143269187341243,0,0,0,0,0,0,0.0139768586710384,-0.0290575377873587,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0651910416139963,0.501478114885907,0,0,0.0500698570011694,0,0,0,0,0,0,0,0,-0.0515081291660055,0,0,0,0,0,0.0502423771225446,0,0,0.182918629942193,0,0,0,0,0,0,0.0885619142275046,0,0.0573209781475113,0,0,0,0.00442759308109576,0,0,0,0
