,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0532753359027428,0,0,0,0.154479909369042,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.190456381177683,0,0,0,0,0,0,0,0,0.0648957157683127,0.0631582267065509,0,0,0,0,0,0,0.159763647672132,-0.0183298937100721,0,0,0,0,0,0,0.122165986969854,0,0,0,0,0,0.156715551835527,0,-0.270104545556284,-0.162018442412708
X002142.CH.EQUITY,0.443217653049458,0,0,-0.282618936227089,0,0.219850960654238,0,0,-0.0602009262836329,0,0,0,0,0,0.0707143978353012,0,0,0,0,0,0.0132089368125065,0,0,0,0,0,0,1.73472347597681e-18,0.0691059330274526,0.0240664732340239,0,0.369678906589136,0,0,0,0,-0.016634385823761,0,0,0,-0.0706022385761016,0,0,0,0,0,0,0,0,-0.196031984986473
X600000.CH.EQUITY,0.0655172808107493,0,0,0,0,0.128956206438429,0,0,0,0,0.415477447604163,0,0.0559235618155971,0,0,0,0,0,0.00718309286912447,0,0.209693416697042,0,0,0,0.0264246288875593,0,0,0,0,0.0631268615767856,0,0,-0.0646815308672936,0,0,0,0,0,0,0.107187626769703,0,-0.0393351229344053,0,0,0,0,0,0,0,0.104047885248924
X600015.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0.271621989883785,0.0362993766898959,0,0,0,0.260334294704515,0,0,0.0863043755947715,0,0,0,0,0,0,0,0.0568575592626073,0.0420197793616814,0,0,0,0,0,0,0.109019928738464,0,0,0,0.0698768876469581,0,0,0,0,0,0,0,0,0,-0.0305539698192736,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.163185044790842,0,0.364572322323166,0,0,0,0,0,0,0,0,0,0.015918537908401,0.156874633344809,0,0,0.356063689170124,0.0255880629958597,0,0,-0.0148704218838363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.247619733782151,0.136984347267856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165838752030044,0,0,0,0,0,0,0.0278515547753499,0,0.089851510514266,0,0,0.0396299763998865,0,0.0167004225786432,0.148018875265057,0,0.043362938653768,0,0,0,0.0383185284139462,0,0,0.00915335927166372,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,6.93889390390723e-18,0,0,0,0.433415134282038,0,0,0,0,0,0.204369420745888,3.46944695195361e-18,0,0.0107534541294395,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.00241598724397213,0,0,0,0,0,0.058289785034519,0.429286421024227,0,0,0,0,0,0,0,0,0,0,0,0,0.0339881408324841,0,0,0,0
X601169.CH.EQUITY,0,0.0627041635281146,0.272458311044415,0.431334169755769,0,0,0,0,0,0,0.229539562732385,0,0,0,0.119460888721626,0,0,0,0,0,0,-0.0697161370189689,0,0.0382849525663952,0,-0.0111268607112198,0,0.024301568393251,0,0.0569471065521534,0,0,0,0,0,0,0,0,-0.0600466466959974,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,-0.16977670582967,0,0,0,0.246455004213949,0,0,0,0.337887264270625,0,0,0,0,0.039446069564499,0,-0.0905346478806179,0,0.142820059663375,0,0,0.2224794441533,0,0,0,0,0,0,0.272529192602741,0,0,0,-0.15195312382833,0,0,0.196504024709733,0,0,0,0,0,-0.146497801674251,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.232837852166823,0,0,0.477885824549263,0,0.138196660207513,0.0454187406506556,0,0,0,0.0223911077817498,0,0,0,0,0.140862359628148,0,0,0,0,0,0.0620081441610799,0,0,-0.0313921729136426,0.0242589669162757,0,0.0337811604028216,0,0,0,0,0,0,0,0.0171034858038425,0.1042427672083,0,0,0,0,0.0654556227871469
X601328.CH.EQUITY,0,0,0.355085927830856,0,0.00723036661072119,0.0438345180443841,0,0.14465423656814,0,0.0203956671733968,0,0,0,0,0.0826644903271924,0.195052750320826,0,0.115926147064039,0,0,0,0,0.118309167109096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106509680624714,0.0291670385610337,0,0
X601398.CH.EQUITY,0,0.0222694476249059,0.244719179865963,0,0,0,0,0,0.0409219597887337,0.0165965233537742,0.275771769354537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135070923262712,0,0,-0.0878645985437714,0,0,0.0199049659178619,0,0,0,0,0,0,0,0,0.0551895018291045,0,0.0202156649370346,0,0.261115862359855,0
X601818.CH.EQUITY,0.255756150534325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203357690821008,0,0,0,0,-0.0308189454110533,0,0,0,0,0,0,0,-0.118302655406922,0,0,0.175377965954656,0,-0.0341497306806779,0,0,-0.0410580921040499,0,0.0711019854368639,0.25043365280429,0,0,0,0,0,0,0,0,0,0.13472919323731
X601939.CH.EQUITY,0.0691674771746911,0,0,0,0,0,0,0.0443361085317992,0.372935673217259,6.93889390390723e-18,0,0.492555168467083,0,0,0.182865012811173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482268927499141,-0.113399969770544,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.211810844130989,0,0.105187380083711,0.0100704678473585,0,0.0663992323760188,0.103828746413763,0.133275684057986,0,0.203820881874963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774011357110578,0,0,0,-0.277186965709093,0,0,0,0,0,0,0,0.163281783967382,0,-0.0165432215106229,0,0
X601998.CH.EQUITY,0,0,0.123872750624221,0.220433462724961,0.341390411329002,-0.0398184363176301,0,0,0,0,0,0,0,6.93889390390723e-18,0.000486527892152099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734223067497923,0,-1.73472347597681e-18,0,0,0,0,0,0.161353274277344,0.0589522280869302,-0.117482235683724,0,0.0696028281445927,0,0,0,0,0,0,3.46944695195361e-18
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.113490899898518,0,0,0,0,0,0,0,0,0.320982514508036,0.115810538587487,-0.0290269811317915,0,0,0,0,0,0,0,0.059817348715403,0,0,0,0,0,0,0.230970877479821,0,-0.0616255685020947,0,0,0,0,0,0,0,0,0,0,0,0.0826756493669745,-0.0523276629727439
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0252002902507935,0,0,0,0,0,0,0.0727736887513644,0,0.367949457842239,0,0.393913246046587,0.0753188925042628,0,0,0,0,0,0,0,0,0,0,0,0.0076233305534955,0,0.0518786516250398,0,0,0,0,0,0,0,0,0,0.169873625276022,0,0,-0.16118290428729,0.277983920043514,0,0
X5.HK.EQUITY,0,0,0.284541534249616,0,0,0,0,0,0,0.0382633396683782,0.0515449550864196,0.014126373220031,0,0.115461284639213,0.069855888873228,0,0.709277398736068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439975423704014,0,0,0,0,-0.1312932940973,0.0933681441590621,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.16711768041651,0,0,0,0
X2886.TT.EQUITY,0,-0.0399299128201992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438630861240921,-0.115230837244657,0,0,0,0,0,0,0.0322778797910208,-0.227289836293936,0,0,0,0.240571115888445,0,0,0.290421463697598,0,0,0,0,0,0,-1.73472347597681e-18,-2.16840434497101e-19,0,0.0619355225780849,-0.0261931476590165,0.0638723564747766,-0.0573885815493858
