,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.167532233857126,0,0,0,0.182640667988611,0,0,0.0258947420996035,0,0,0,0.261085702002263,0,1.38777878078145e-17,0.156596704570131,0,0,0,0,0,0,0,0,0,0.0365012717556426,0,0.062096989515466,0,0.0536692519180615,0,0.117574825546308,0,0,0,0,0,0,0,0.0119327313861486,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,-3.46944695195361e-18,0,0,0,0,0.503294824395181,0,0,0,0,0,0,0.0382663900062218,0,0,0,0.155706452484071,0,0,0,0,-0.0181974573264405,0,0,0,-0.0250192175467834,0,0,0,0,0.290408421863279,0,0.180968922517112,0,0,0,-0.205450850725819,0,0,-0.165849403112471,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.379332472553496,0,0,0.414556854278214,0,0,0,0,0,0,0,0,0,0.0287521364811976,0.0858689663919266,0.0981548976288842,0,0,0,0,0,0,0,0,0,0,0,0.0260783095538539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405041376485629
X600015.CH.EQUITY,0,0,0.324281720736529,0,0,0,0,0.147269112347119,0,0,0,0,0.0319657119096661,0,0.132675034493964,0.201669025943344,0,0,0,0,0,0,0,0,0,0,0,0.0430618016833303,0,0,0,0,0,0,0,0,0,0,0,0.0571639396852844,0.00468789271512938,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.038150454245035,0,0,0,0.659150930664384,0,0,0.00415626275558901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203142926461268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752544151570418,0,0,0,0
X600036.CH.EQUITY,0.225776257749455,0,0,0,0,0,0.388216135000923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996915466093579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070626529730678,0,0,0,0.0525651503102187,0,0,0,0
X601166.CH.EQUITY,0.222046863656456,0,0,0.127118558322853,0,0.239798226723352,0,0.0392255634849513,0,0,0,0,0.246362204411,0,0,0,0,0,0,0.0433413699560033,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722573145080598,0,0,0
X601169.CH.EQUITY,0,0,0.239937016799024,0.05502232739962,0,0,0.0573519857339415,0,0,0,0.0626930938206649,0.222177422702007,0,0,0,0,0,0,0,0,0,0,0.0408724414010209,0,0.131473390370909,0,0,0.0141436773928743,0,0,0,0,0.182205727396387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.337264163346358,0,0,0.0460397385550406,0,0,0.130639373811412,0,0,0,-0.0906058136851288,0,0,0,0,0.0887970816503012,0,0.0217216852465533,0,0,0,0,0,0,0,0,0,0,0,0.192859040787868,0,0,0,0,0,0.204033127407173,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0514441402449819,0,0,0.303405298063324,0,0.0965468407873471,0.355120771857624,0,0,0,-8.67361737988404e-19,0,0.00988548620953496,0.102830303090807,0,-0.000982039961942436,0,0,0,0,0,0.0288877851830259,0,0,0,0,0,0,0.0606040466059151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
