,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0669981834157475,0,0,0,0.22501367002914,0,0.173441727915214,0,0,0,0.0646352310072468,0,0,0,0,0,0,0,0,0,-0.345073324610777,0,0,0,0,0.363998843568467,0,0,-0.0227053034024968,0.301500570460004,-0.138329990754978,0,0,0,0,-0.0858182312263669,0,0,0,0,0,0,0,0.00869981432977941,0,0,0,0,0.0060191104853841,0.0214508823525295
X002142.CH.EQUITY,0.621100523135824,0,0,0,0.0239185443990078,0.147407979803775,0,0,0,-0.0612087342508609,0,0,0,0,0.0380161040820797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867042226540762,0,0,0.0448898758838498,0,0,0,0.0227405633358945,0,-0.0329831109261614,0,0,0,-0.0731814492152307,-0.0256307909092206,0,0,0,0,-0.0452521684567296
X600000.CH.EQUITY,0.148793278083651,0,0,0,0,0,0.27161539929552,0,0,0,0,0.0491779547861802,0,0,0.197440138567361,0.0916676945546999,0,0.153747673198311,0,0,0,0,0,0,0,0,0,0.161143056926522,0,-0.0555467134153526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462281440294078,-0.00294562533070255,0,0,0,-0.0745221108994434
X600016.CH.EQUITY,0,0,0,0,0,0.141410325158996,0.426628657137141,0,0,0.233414550678708,0,0.0512473592249196,0.0385257079311856,0,0,0,0,0.0983747073704089,0,0,0,0,0,0,0,0,0,0,0,0,0.102281491388142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.172991795688714,0,0,0.132866077363731,0,0,0.313225760239575,0,0,0,0,0.00754392690936867,0,0,0.0820789417343496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444033557420735,0,0,0.175483069089647,0,0.0642270810624199,0.0604068738306468,0,-0.0421957256534885,0,0,-0.121175297700294,0,0,0,0,0.0275945042251145,-0.0894131723582055,0
X601166.CH.EQUITY,0.543716080906075,0,0,0,0,0,0,0,0,0,0,0.0223569720775307,0.0841774552306609,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361895937726129,0,0,0,0,0,0,0.0280709926243173,0,0,0,0.0877290998174201,0,0,0.170270725139795,0,0,0,-0.136538978204,-0.0185758245398209,0,0.0865690867653037,0,0,0,0
X601169.CH.EQUITY,0,0,0.0601690918489801,0.699612199616527,0.0807554546975285,0,0,0,0,0,0,0,0.138103656644639,0,-0.0725846633968719,-0.0351196710454867,0,0.0674285909978662,0.0453573431398214,0,0,0,0,0,0,0,-0.103691168049894,0,0,0,0,0.189457930479445,0,0,0,0,-0.121635410441892,0,0,0,0,0,0,0,0,0,0,-0.121580057291122,0,0,0
X601229.CH.EQUITY,0,0,0,0.0956555049401623,0,0,0,0,0,0,0,0.114652877396224,0.120199092917256,0,0,0.107312570595773,0.00369315847018106,0,0,0.139184534816686,0,0,0,0,0,0,0,0,0.122334502614759,0,0,0,0,0.0310665351801279,0,0,0,0,0,0.0245655213962244,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0853348535059601,0.0915834183549286,0,0,0.0863246725279855,0,0.0674050434462113,0,0,0,0,0.102491036416358,0.454728529441872,0.134924941816818,0,0,0,0,0,0,0,0,0,-0.0623527267056881,0,0,0,0,0,0,0,0,0.00374390399415375,0,0,0.0284891068372055,0,0,0,-0.0105728482889246,0,0,0,0,0,0,0,0.135262200226779,0,0
X601328.CH.EQUITY,0,0,0.248112000667991,0.0470658042783695,0,0,0,0.0976194157561379,0,0,0,0,0.0453893717193535,0.143016454324039,0.00973331218046709,0.10223797419872,0.0333300903177356,0,0,0,0,0,0,0,0,0,0,0.0369794836411973,0,0,0,0,0,0.0921294486901623,0.0689367275896439,0,0,0,0,0,0,0,0,0,0,0,0,0.100278463289577,0,0,0
