,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X600048.CH.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0.218819078104455,0,0,0,0,0,0,0.0476676285826539,0,0.171449105877682,0,0,0,0.043064064826882,0.0601414323796254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.131813529738495,0.034334271206967,0,0,0,0,0,0.00724881559358106
X002142.CH.EQUITY,0.243076613337632,0,0,0,0,0.169564849145256,0,0,0.015599320147299,0,0,0,-0.0650565439360916,0,0,0,0,0,0,0,0,0,0.52314455158368,0,-0.102569576180837,0,0,0.0959780642893274,0,-0.102973380593814,0,0,0,-0.0172368850527559,-0.0208237156754898,0,0,0,0,0,0,0,0,0,0,0,-0.0230602702528074,0,0,0,0.0616977674976922
X600000.CH.EQUITY,0,-0.0528860159622131,0,0,0,0,0,0.0467175680655036,0,0,0,0.215901923000041,0,0.0678408990076883,0,0,0,0,0,0,0,0,0,0,0.387519242099733,0,0,0,0,0,0,0,0,0,0.127027566336223,0.089207307499782,0,0,0,0,0,0,0.170482707988061,0,0,0,-0.0164589200511704,0,0,0,-0.0461206136235557
X600015.CH.EQUITY,0,0,0,0,0.167657163719797,0,0.010026032769821,0,0,0,0,0,0,0,0,0.135439002156134,0.193712623666908,0,0,0.196703365527465,0,0,0,0,0,0,0,0,0,0,0.00489365427696603,0,0,0,0.0159136638034579,0,0.160915482045434,0,0,0,0.0944912357319378,0,0,0,0,0,0,0,0,0.0337293225130455,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429170337885303,0,0.054117999113688,0,0,-0.120214615711445,0.0645037245000072,0.372249811826799,0,0,0,0,0,-0.0217395446988831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155269348827679,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.171332177095243,0,0,0,0,0,0,0,0,0.0883123605660697,0,0.184099495921246,0.198639932273107,0,0,0,0.145383393030224,0,0,0,0,0.230935187246458,0,0,0,0,0,0,0,0,0,0,0,0,0.0826058413070418,0,0,0,0,0,-0.0232723320258383,0,0,0.021870509572656,-0.133208140023159
X600919.CH.EQUITY,0,0.0914829617415635,0,0,0,0.0444637246327521,0,0,0.113101528810991,0,0.201339284390285,0,0,0,0,0,0,0.0428466827300864,0.0270905714090204,0,0,0,0.389652203039648,0,0,0,0,0,0,0,0,0,0,0,0.0396110790014565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,-0.0268055808702765,0,0,0,0,0,0,0,0.423323390175565,0,0,0,0.0639864637869527,0,0,0,0,0.116431475395634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244594752693622,0,0,0,0.105801085505364,0,0.0710879401461951,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.105770043232806,0,0,0,6.93889390390723e-18,0,0,0.385986803217033,0,0.172993301292663,0,0,0.250966515215109,0,0,0,0,0,0,0,0,0,0,0,0,0.0233999179309363,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.242436248041105,0,0.149716433459262,0,0,0,0,0,0.388907670554972,0,0,0,0,0,0,0,0.117531338145463,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0669291255580068,0,0,-0.10419751511117,0,0,0,0,0,0,0,0,0,0,0.0635468419750229,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.126807136057107
X601169.CH.EQUITY,0,0,0,0,0,0,0.0958801509481251,0,0,0,0,0,0.0894108060955967,0,0,0,0.0209537275133919,0,0.0514076944856198,0.179272697529165,0.371352901817254,0.0894102111689247,0,0.00689936426939779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600250295694452,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365811782310769,-0.241176207969498,0,0,0.298514859944838,0,0,0.103042757900683,0,0,0,0,-0.046847779144161,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.461744304577778,0,-0.0395403847521772,0,0,0,0,0.0109489538735251
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.273262877331189,0,0,0,0.16817109176926,0,0,0,0.0817752635736254,0,0,0,0,0,0,0.0158398825129434,0,0,0,0,0.0269208220613616,0,0,0.149281144331356,0,0,0,0,0,0,0.0507579405748392,0,0,0,0,0,0,0,0,0,0.0669048266576724
X601328.CH.EQUITY,0,0,0.223199123253804,0,0,0,0,0,0,0,0,0,0,0,0.0411424193605741,0,0.144977229952186,0,0,0.245560713807759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836498880692006,0,0,0,0,0,0,0.0999120966015166,0,0,0,0,-0.0288411825421207,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.055441215402671,0,0.192163871217694,0.208927840251685,0,0,0,0,0,0.575640983259541,0,0,0,0,0,0,0,0,0,-0.00498371271495293,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617720620946861,-0.13714863731432,0.0469397901235683
X601577.CH.EQUITY,0,0,0,0.0660172427387024,0,0,0,0,0,0,0,0.173412178919422,0,0,0,0,0.0844782961629549,0,0,0,0.443753920397954,0,0,0,0.0920661465709455,0,0,0,0,0.050401107338822,0,0,0.0313436869581585,0,0,0,0,0,0,0.020567318688244,0,0.021378280200616,0,0,0,0,0,0,0,0.0379881983217571,0
X601818.CH.EQUITY,0,0,0,0.368178309318973,0.034447092705903,0,0,0,0,0,0,0,0.182316165376556,0,0,0,0,0,0,0,0,0.0302076550381039,0,0.0503055711992971,0.267627837529684,0,0,0,0,0,0,0.15105715533351,0,0,0,0,0,0,0,0,0,0.0083764454390927,0,0.124952180647319,0,0,0,0,-0.102537191386062,0,0.0264413409742584
X601838.CH.EQUITY,0,0,0,0,0,0.0170574486494237,0.395111411322646,0,0,0.453009701350954,0,0,0,0,0,0,0,0,-0.0335318762673381,0,0,0,0,0,0,0,0.169143091386268,-0.0348364979155378,0,0,0,0,0,0,0,0,0,0,0,-0.244487523337371,0,0,0,0,0,0.0680679456605425,0,0,0,-0.0798623786049051,0
X601939.CH.EQUITY,0,0,0,0,0.29539148963284,0.0594133222041334,0,0,0,0.14472034534448,0.0348973179679844,0,0,0.0828273968021528,0,0,0.121998847130346,0,0,0.0672803581898077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
