,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0.00155213747832393,0,0.475191791142117,0,0,0,0,0,0,0,0,0,0,0,0,0.0575087331603896,0,0,0,0,0,0,0,0.258865063744442,0,0.160485599544789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149606453826834,0,0,0.00279190339406153,0,0,0,0,0,0
X002142.CH.EQUITY,0.0335823172941954,0,0,0,0.1221731290358,0.313184366026163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166432944120132,0.235670356555763,0.0900087187862937,-0.133636310563894,0,0,0,0,0,0,0,0,0,0,0,0.193195635451553,0,0,0,0.0249521615215611,0,0,0.265781233028286,0,0,-0.265959174276497,0,0,0,0,-0.0904386518279509
X600000.CH.EQUITY,0,0,0,0.299058413655793,0,0.264171846358805,0,0,0,0,0,0.0341538134952126,0,0,0,0,0.362078877411693,0,0,0.109466675915787,0,0.0428393819880517,0,0,-0.0944285029125816,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.15856014919876,0,0,0,0.050888321760461,0,0,0,-0.124181212754359
X600015.CH.EQUITY,0,0,0,0,0,0,0.478636052741938,0,0,0,0,0.0727934295044299,0,0,0,0,0.329504691705326,0,0,-0.0802105514766305,0,0.00993810132702307,0.222257291098948,0,0,0.0200266607192775,0,0,0,0,0,0,-0.142278053386087,0,0,0,-0.0684365305307092,0,0.040339061275643,0,0.0827178647830861,0,0,0,0,0,0,0,0.046918392165655,0,-0.0173100609707548,0
X600016.CH.EQUITY,0,0.23495377900576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990987642524161,0,-0.0516676379375379,-0.0480546922795797,0.706159537288486,0,0,0,0,0,0,0,0.0593374838940547,0,0,0,0,0,0,0,0.0502233173374988,0,0,0,0,0,0,0,-0.245518587464024,0,0,0,0
X600036.CH.EQUITY,0.010582325070119,0.091125518899455,0.131065358309066,0,0,0,0,0,0,0,0.375332808807161,0,0,0,0,0,0,0,0,0.0859053953575318,0.0405854072553072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270394470350684,0,0,0,0,0.0200942823644808,0.0479547619258842,0,0.0175342747879089,0,0
X601009.CH.EQUITY,0,0,0,0.810092677601588,0,0.0773655089027131,0,-0.105023314134629,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641921881317799,0,0,0,0,0.0774119254711747,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169982132442187,0,0,0.113511839186698,0,0,0.0581884184485971,-0.00639964288449383,-0.015824710265819,0,0,0
X601166.CH.EQUITY,0,0,0.0699273721750221,0,0.0681229311409972,0.106056763583042,0,0,0.291294297398295,0,0.0209760295366362,0,0,0.0192777880711911,0,0.281918806500999,0.0523467539269983,0.0400678991381642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261848261360134,0,0.0376183419145022,0,0,0,0.05686190541942,0,0,0.0475152934990149,0,0,0,0,0.0323086132322626
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741523468178285,0.119094390184778,0,0,0,0,0,0,0,0.00983188729837125,0,0,0,0.0122525425630011,0,0,-0.0464050986693327,0,0,0.0687037231023879,0,0,0,0,0,0,0,0,0,0,0,0.0548807095145515,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0.0591189711403481,0,0,0,0,0,0,0.801139076476082,0,0,0,0,0,0,6.93889390390723e-18,0.283920056224241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355524617567737,0,-0.171335046883046,-0.0724256465059318,0,0,0,0,0,0,-0.0707433873344986,0,0,-0.0809381266746974,-0.130014377836135,0.127323409191299,0
