,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0831151530402459,0,0.184091546529415,8.67361737988404e-19,0,0,0,0,0,0,0.110362913179169,0,0,0,0,0.0199832351626731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116870793685835,0,0,0,0,0.110320155710713,0.0119181438001,0.162331549709715,0.0957260905150978,0,0,0,0,0.151994563759271,0,0,0
X002142.CH.EQUITY,0.155047880318462,0,0,0,0,0,0,0.353623358639202,0,0,0,0,0,0,0,0.0707442805232543,0,0,-0.0336884695458319,0,0,0,0,0,0,0,0,0,0,0,0.0776955612189032,0,0.216720006660512,0,0,0,0,0,0,0,0.0973438681698594,0,0,0,0,0,0.000334677430024646,0,0,0
X600000.CH.EQUITY,0.0108264348706536,0,0,0,0.122029143934484,0.246820257852451,0,0,0.0687169916189122,0,0.00506128854802088,0,0.114754147287854,0,0,0,0,0,0,0,0.0665204234917532,0,0,0,-4.33680868994202e-19,0,0.0330314875684872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394854477863353,0,0,0.0918502526863835,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.242010430062696,0,0,0,0,0,0,0,0,0,0,0,0.391182055024168,0,0.0348648970804189,0,0,0,0,0,0,0,0,0,0.0511283452312302,0,0,0,0.34436482508574,0,0,0,0,0,0,0.0141301459561713,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.00915237962771661,0,0.289527594537136,0,0,0,0,0.306883294089786,0.0237851308319805,0,0.051331769863345,0,0,0.0640007317921265,0,0.0991575878869312,0,0,0,0,0,0,0.0968202078755392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355003761653867,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.799022214604603,0,3.46944695195361e-18,0.165234989619515,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0609118314911287,0,0,0,-0.0721968250719498,0,-0.112014867515015,0,0,0.00762585445899586,0.0694730838499651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733825284839875,0,0,0,-0.0236776601337585
X600919.CH.EQUITY,0,0,0,0.178012525676527,0,0,0,0,0,0,0,0,0,0,0,0,0.334359250747318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799400277838557,0,0.33384325325834,0,0,0,0,0.0273563511827862,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.109950371236847,0,0.104130453608083,0.0741369383194635,0,0.463395798427679,0,0,0,0,0,0,0,0,0,0,0,0,-0.00750185690747088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176738686468184,0,0
X601166.CH.EQUITY,0,0,0.0969699013834373,0,0.18157758628789,0.193268378063008,0,0.0441418728432333,0,0,0,0,0.0603522367731692,0,0,0.158059323699923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711956615552033,0,0,0,0.00375942557628785,0,0,0,0.0307158698649633,0,0.0694784244267297,0
X601169.CH.EQUITY,0,0,0,0,0,0.0223801556607666,0.0780116637371381,0,0,0,0,0,0.0364885492708621,0,0,0,0.188839685821878,0.179389182567309,0,0.0636220074765307,0,0,0,0,0,0,0,0,0.0070762459432028,0.0186520866526326,0,0.146378107412799,0,0,0,0,0,0.0591323811371192,0,0,0.0830785215396865,0,0,0.0713141736895946,0,0,0,0,0,0
