,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.271900586870116,0,0,0,0,0,0,0,0,0.174525772891526,0,0,0,0,0,0,0,0.0603047679372781,0,-0.111288241989438,0,0,0,0.26340488549631,0,0,0,0,0,0,0,0.288086461107949,0.166504279456347,0,0,-0.332467647285849,0,0,0,0,0,0,-0.0142208651624714,-0.0246565059614128,-0.0379507007867503,0,0,0,0
X002142.CH.EQUITY,0.151436432854793,0,0,0,0,0,0,0.104900785014446,0.0842650597258828,0,0,0,0,0,0,0,0.145810143595514,0,0.0523373667078708,0,-0.0179634270984737,0,-0.025137277073988,0,0.0628786599826873,0,0.00471009372038324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104074237703704,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0733817079869988,0.022208696659077,0,0,0,0.293952200099702,0,0,0,0,0,0.0662026926234097,0.353239440530304,0,0.129121382268449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497029171333839,0.107932075612727,0,0,0,0,-0.00892162895660099,0.020037515795194,0,0,0,-0.04577044578754
X600015.CH.EQUITY,0.017364538641725,0,0,0,0,0,0,0,0,0.263579861201514,0.00195358827337071,0,0,0,0.404029881239089,1.73472347597681e-18,0,0,0,0,0,0.0106055765306648,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0442411651048403,0.129438834161838,0,0,0,0.0485031336575505,0,0,0,0.0618975162487762,0,0,0,0.0822164482288643,0,0,0,0
X600016.CH.EQUITY,0,0,0.169858143098925,0.259858439959998,0,0,0,0,0,0,0.0234600887780184,0,0.197571471330504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456538963027304,0,0,0,0,0.0468538094493847,0,0,0,0,0.0997239301952098,0,0.00748976967567623,0,0.0847390255652987,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.188760655147841,0.171766600091814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207566592051527,0,0.133934244155505,0.075026782200689,-0.0905886752034523,0,0,0,0,0,0,0,0,0,0,0.0295837580990449,0,0,0,0,0.0281788572525676,0.342379058505309,0,0,0,0,0,0,0.0367113762210345,0.0185290960890722,0.108491440930389,0.142184555921808
X600919.CH.EQUITY,0,0.0095908233057402,0,0,0,0,0,0.030090929827179,0,0.223600231447114,0,0,0.193690106132943,0.139227171511767,0,0,0.0663705489613828,0,-0.037473290757093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417716578244132,0,0,0,0,0,0,-0.0331882681267531,0,0,0
X601009.CH.EQUITY,0.265258133699527,0,0,0,0,0,0.0928894817112811,0,0,0,0,0,0,0.224598158116368,0.0925288784184135,0.205694687984184,0,0,-0.080539754350344,0,0.102154487271586,0,0,0,0,0.068104423182127,0,0,0,0,0,0,0,-0.128179903470602,0,0,0,0,0,0,0,0,0,0,0,0,-0.00687036695148161,0,0,-0.153973374794105
X601166.CH.EQUITY,0,0.383904691256838,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.188735391403958,0,0,0,0,0,0,0,0,0.0253684925825536,0.0126923599521092,0,0,0.0600376656863635,0,0,0,0,0,0,0,0,0,0,0,0.290978112011949,0.0373695399750479,0.103750245255201,0,0,0,0,0,0.17791205022564
X601169.CH.EQUITY,0,0.00855131213614994,0.162463544634693,0.501998876506016,0,0,0,0,0,0,0,0,0.260040920073717,-0.054371229891411,0,0,0,0,0,0,0,0,0,0.123910750661534,0,0,-0.0297642799783968,0,0,0,0,0,0.0650330832294501,0,-0.0179035662627592,0,0,0,0,0.102216743834507,0,0,0,0,0,0,0,0.140151268167995,0,0
X601229.CH.EQUITY,0.289120459834831,0,0,0,0,0,0,0,0,0,0,0,0,0.326578656186993,0,0.14916149771541,0,0,-0.250877499483631,0,0,0,0,0,-0.0161556528726563,0,0.0922145907212892,0,0,0,0,0,0,0,0.168520493936187,-2.77555756156289e-17,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.187570801586702
