,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0.0308906606045031,0,0,0.468955500936842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072450743428961,0,0,0,0,0,0,0,0.249512888990353,0,0.148411135293437,0,0,0,0,0,0,0,0,0,0,0,0,0.0520362279028481,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.0441058354167122,0.37338798225212,0,0.0500089912764793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153618707018345,0.158258680135533,-0.169200861807001,0,0,0,0,0,0,0,0,0,0,0.148979324322638,0,0,0,0.047644523393747,0,0,0.320658757642601,0,0,-0.269684680883969,0,0,-0.0263741518719035,0,-0.102061103870433
X600000.CH.EQUITY,0.0520386472471204,0,0,0.115972344111095,0,0.0852569925566257,0.329529978786577,0,0,0,0,0,0.00651363150447451,0,0,3.46944695195361e-18,0,0.331539567999668,0,0,0.172550193417515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123407012768268,0,0,0,-0.0527952005044647
X600015.CH.EQUITY,0.0455506759843625,0,0,0,0,0,0,0.504455926466242,0,0,0,0,0.0750440296063657,0,0,0,0,0.122225710040052,0,-0.0511224778294618,-0.0218068683898396,0,0.0712733258744421,0.22068435361275,0,0,0.0815842756953077,0,0,0,0,0,0,-0.105045426623913,0,0,-0.0191496808170627,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053595373040904,0
X600016.CH.EQUITY,0,0.365618165958322,0,0,0,0,0,0,0,0,0,0,0,0,0.0813824361639572,0,0,0,0,0,0.158841192311644,-0.0163167946698303,-0.261744340008742,0,0.607436748567817,0,0,0,0,0,0,0,0.0282684841275251,0,0.0367699033413178,0,0,0,0.0671963523049773,0,0,0,0,0,0,0,0,-0.111487199303145,0,0,0,0
X600036.CH.EQUITY,0,0.0939430377071419,0.12903609043965,0,0,0,0,0,0,0,0,0.326186027202914,0,0,0,0.0511504420466148,0,0,0,0,0.0912739152910343,0.0455570198763182,0,0.00231209110584332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372625438674266,0,0,-8.67361737988404e-19,0,0,0.0480369222383788,0,0.02934327783947,0,0
X600919.CH.EQUITY,-0.0470173479470328,-0.191544664159293,0,0,0,0,0,0,0,0,0,0.105173770703588,0.0538406683895366,0,0.554601746776485,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0602776712596142,0,0,0,0,0,0,0,0.0864278696247146,0,0.0387409017838922,0,0,0,0,0.191838335716023,0,0.1086266260199,0,0,0,0,0,0,0,0.0494178503911844,0,-0.0451609673879799,0.0848735766254832
X601009.CH.EQUITY,0,0,0,0.817482747043507,0,0.0795436079760393,0,0,-0.114907340078986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433044324143422,0.00140178817889657,0,0,0,0.0819658828629563,0,0,0,0,0,0,0,0,0,0,0,0,-0.17296765200127,0,0,0.111196690290598,0,0,0.06307231768133,-0.00610382016341287,-0.0140362713604495,0,0,0
X601166.CH.EQUITY,0,0,0.0617397171269101,0,0.0793435581847706,0.138016308742886,0,0,0,0.276586861979799,0,0,0,0,0,0,0.301871314907938,0.0514605131483632,0.0526866065868317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238997585334878,0,0.0287642472579923,0,0,0,0.0587153420745647,0,0,0.0593462124186825,0,0,0,0,0.012210155442564
X601169.CH.EQUITY,0,-0.0584122098107917,0,0,0,0,0,0,0.0139305776669621,0,0,0,0,0,0,0,0.742264268931879,0.109580931088723,0,0,0,0,0,-0.011704527358646,0,0,0,0.114361434588121,-6.93889390390723e-18,0,0,0,-0.0810916917986635,0,0,0,0,0,0,0.0505136824269905,-0.009162207727213,0,0,0,0,0,0.0690347791429923,0,0,0,-0.03859582128215,0
