,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0.256078616732647,0,0,0,0.12007959144961,0,0,0,0,0,0,0,0,0,0,0,0,0.178021870972053,0,0,0,0,0.0258730593780661,0,0,0.000499825283233867,0,0,0,0,-0.00449531419196947,0,0,0,0,0,0,0,0.341849067945369,0,0,0.0484262924121611,0,0,0,-0.0120053828840105,-0.0122597996827694
X002142.CH.EQUITY,0,0,0.00685110111031431,0,0,0.304943761585488,0,0.187493550207996,0,0,0,0,0.0755233224026761,0,0,0,0,0.145590900576425,0,0,0,0.0159707163896427,0.019290278890153,0,0,0,-0.098063983160989,0,0,0,0.0135541282907896,0,0,0,0,0,0,0,0,0,0,0,0.0222756589843249,0,0,0.0743120213263178,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.135858060674299,0,0,0,0,0.559671887601902,0.0856091066654345,0,0.0169360327035392,0,0.00470882877106177,0.158432639042603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226753356235012,0,0,0,0,0,0,0,0,0,0,0.00869433716935794,0.0775929911372319,0.039958062617318
X600015.CH.EQUITY,0,0,0.209201598560699,0,0,0,0,0,0,0,0.343121062862691,0,0,0.0738561338705193,0,0,0,0,0.121373429226243,0,0,0,0,0,0.352857745919342,0,0.0463811175414375,0,0.0277100902793963,0,0,0,-0.0944137095185265,0,0,0,-0.0949511872546711,0,0,0,0,0,0,0,0,0,-0.00331305962676882,0,0,-0.0408942086340767,-0.0562038428265134,0
X600016.CH.EQUITY,0,0,0,0.231444268102262,0,0,0,0,0,0,0,0,0,0,0,0.314647357309855,0,0.127192654988924,0,0,0,0,0,0.230183692367494,0,0,0,0,0,0,0.03704484083591,0,0.0287224196168601,0,0,0,0,0,0,0.051951571141295,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.172218801984269,0.363823119967569,0,0,0.0799594865208621,0,0,0,0,0.0471345954821024,0,0,0,0,0,0,0.0382387024805929,0,0,0,0,0,0,0,0,0,0.176907831308222,-0.00895058731525336,0,0,0.124244421954714,0.00260205130449817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.0469652470471279,0,0,0,-6.93889390390723e-18,0.123498014875571,0,0,0,0,0.156515878745598,0.133263372750845,0,0,0.170001272427203,0,0.18237371883831,0,0,0,0,0,0,0,0,-0.0435072446720073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655908319687097,0
X600926.CH.EQUITY,0,0,0.126453162814782,0,0,0,0.390848285697644,0,0.0501871120894161,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0168126805435276,0,0,0,0,0,0.0129511606587342,0,0,0,0,0,0.00691139807334159,0.10747649834011,0,0,0,0,0,0,0,0,0,0,0,0.0354992224954175,0,0,0,0,0.0588131194398113
X601009.CH.EQUITY,0,0,0,0,-0.0222643818691052,0,0.506222894932517,0.0258515523321643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329727677270646,0.239285266235557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390926971809698,0,0,0,0,-0.0503240654564512,0,0,0,0.120442923306937
X601166.CH.EQUITY,0.0441856179020635,0,0,0,0,0.25799224397385,0,0,0,0,0,0,0.0790629424322836,0.199762753415219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550699450845565,0,0,0,0.0710508390587146,0,0,0,0,0,0,0,0,0.166904918721723,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.200571106910604,0,0,0,0,0,0,0.0444573254283142,0,0,0.0342244818228758,0,0.258716909277576,0.0747398461451151,0,0,0.134281900695292,0,0,0,0.264164894844446,0,0,0,0,0,-0.10144205625741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641571370674503,-0.0446673657656755
X601229.CH.EQUITY,0,0,0.406426319988092,0,-8.67361737988404e-19,0,0,0,0,0,0.17864454278015,0,0,0.059596362113576,0,0,0,0,0,0,0,0,0,0,0.126111032552066,0,0.0617112371035353,0,0,0,0,0,0,0,0,0,0.0651833854313327,0.150567593541318,0,0,0,0,0,0,0,0,0,0.0232748819390842,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10563757613648,0,0,0,0.617753663669505,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662905604005922,0.0057712562661589,0.0681889369511761,0,0,0,0,0,0,0,0,0,0,0,-0.00179706456090018,0,0,0,0,0.155856871113466,0.14201318048129
X601328.CH.EQUITY,0,0,0,0,0,0,0.126177594999543,0,0,0,0,0.344169595780253,0.261676846440015,0,0,0,0.108822519166695,0,0,0,0,0,0,0.125713798310355,0,0,0,0,0,0,-0.025311374279188,0,0.090201620102978,0,0,0,0,0,0,0,0.0430273763339638,0,0,0,0,-0.184357240781097,0,0,0,0,0,0.0132394564342207
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.481911679664055,0,0,0,0.0363576484653265,0,0.508802522574796,0,0,0.109653539508578,0,0,0,0.0682262273111786,0.0274542220625954,0,0,0,0,0,0,0,0,0,-0.0940051799354399,0,0,0,0,0,0,0,-0.0617931928481051,0,0,0,0,0.0648241963694537,0,0
X601577.CH.EQUITY,0,0,0,0.054357964991266,0,0,0,0,0,0,0,0.0620007891812174,0,0,0,0,0,0,0,0,0,0,0.269450563245905,0,0.52653513723952,0,0,0,0,0,0,-0.0430918050044943,0,0,0,0,0,0,0,0,0,0,0,0,0.0712034360021631,0,0,0,0,-0.0702319405977721,-0.0333552035167311,0
