,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.240205395778262,0,0,0,0,0,0.0692465981336402,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330971859181841,0,0.226602187637006,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.485901222332973,0,0,0.014683938153067,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.106657122568372,0,0,0,0,0.711570831421921,0,-0.0465504801933854,0,0,0.192436314569743,0,-0.217932924038382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250404188486754,0.0440372835811067,0,0.0183736200080635,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0275456607669612,0,0,0,0.0223275163610325,0,0,0.144918921151127,0.0277707466827272,0,0.0838772717589222,0.257975292952602,0,0,0,0,0,0.154920274810025,0,0,0,0,0,0.0258783095547053,0.107531049048082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123038352884879,0,0,0.0613527949682175,0.0183884142325039,0.00400706027255837,0,0,0,0
X600015.CH.EQUITY,0.15296992837374,0.0680261602456335,0,0,0,0,0,0,0.142045737590529,0.346456515666443,0,0,0,0,0.199519223380778,0.22901245018179,0,0,0,0,0,0,-0.117060944563379,0,0,0,0,0,0,-0.162567270652342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675116265217658
X600016.CH.EQUITY,0,0,0,0,0,0.034149180867953,0,0,0,0.155558439661399,0.0516002419121212,0.32740538694433,0.0882120070706065,0.174054010799146,0,0,0.115485524401889,0,0,0,0.0279825984821633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172003989729246,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0967383211827041,0.227418362683514,0,0,0.0437889956936588,0,0,0,0,0,0,0,0,0,0,0.0168650914389527,0,0,0,0,0.074428581948332,0,0,0,0,0,0.197008707537679,0,0,0,0,0,0,0,0,0,0,0,0.0304648001814403,0,0,0,0,0.0862173693298852,0.292380641603017,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.0561543409733165,0,0,0,0.075671538464772,0,0,0,0,0,0,0,0.138337836503311,0,0,0,0.186424524682316,0,0,0,0,0,0,0,0.210035453420058,0,0,0,0,0,0,0,0.0553643247439935,0.0689065756270109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207776626998517
X601009.CH.EQUITY,0,0,0,0,0.168673274337386,0,0.191826764811531,0,0.240639882083236,0.0334148004250171,0.0560057833883205,0,0,0,0,0,0.153915398111735,0,0.0422686850237,0.0923870539146543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469799584716743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06368616464425,0.0277182827043986
X601166.CH.EQUITY,0.00891448231731846,0,0.0347523034786636,0.107683267225149,0,0.49101077796302,0,0.00959262313342911,0,0,0,0,0,0,0.225399250733891,0,0,0,0.0322637076735756,0,0,0,0,0,0.0462645883231846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319494749179173,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.408354673119329,0,0,0.306605741682927,0.0272374090039316,0,0,-0.0169813719542094,0,0,0,0,0,0,0,0.00751462746043804,0.038857239906785,0,0,0,0,0.134876162050947,0,0,0,0,0,0,0,0,0,0,0.110201391907544,0.0325059300447493,0.029896559091029,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564364625202651
