,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.193261487346535,0,0.109754615939877,0.0447919361366577,0,0,0.049564710466757,0,0,0,0,0,0,0,0,0.0975854398684724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869809380131461,0,0,0,0,0,0.018643823461372,0.165058807004989,0,0,0.0340815425910909,0.0893961296627911,0,0,0,0,0,0
X002142.CH.EQUITY,0.28609474466185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512156927447898,0,0,0,0,0,0,0,-0.142582160961706,0,0,0,0,0,0,0.180128534196942,0.0353346484812578,0,0,0,0,0,0,0.0148430763203762,0.13436903306731,0.122290599388153,0,0.0884544252871458,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0317945170789342,0,0,0,0.0983652119909521,0,0,0.249761240117077,0,0.187792156116487,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0525358289092775,0,0.241698572458858,0,0,0,-0.0338099309126027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158352600645128,0,0,0,0,0
X600015.CH.EQUITY,0,0,-0.326731298177766,0,0,0.152240087435798,0,0,0,0,0.04620683665037,0,0.151717610079146,0,0.438667306124415,0.0500380714823227,0,0.477757847738133,0,0,-0.121526937933501,0,-0.0112788242684584,-0.138553944776499,-0.0136598420744449,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0192915175319208,0,0,0
X600016.CH.EQUITY,0.00519807863029648,0.0396498606325467,0.0279205140191283,0.186652806440141,0,0,0,0,0.266472420820801,0,0.184748381877803,0.105636599173361,0.0872975464746597,0,0.0839394279829433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291253213777068,-0.0763897931677348
X600036.CH.EQUITY,0.705745324207107,0,0,0.129890455785669,0,0,0,0,0,0,0,0,0,0,0.068278057082769,0,0,0,-0.156206011183662,-0.0349704590559514,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15545401915476,0.00834769232934344,0,0,0,0,0.00477320293907133,0.0812443102995277,0,0,-0.0410444784146902
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.4893479349026,0,0,0,0,0,0,0.0966404029398599,0,0,0,0,0,0,0.0486353994875316,0.0381320039276636,0,0,0,0,0,0,0,0,0,0.142854670174332,-0.0867795724629901,0.41281035350627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0869614548511186
X601009.CH.EQUITY,0.118066866549322,0,0,0,0,0.110733590954995,0.158335634467666,0,0.22210271194264,0,0,0,0,0,0,0,0,0,0,0.230254341223783,0,-0.137421707767898,0,-0.00969738662410749,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.107231966197015,0,0,0,0,0,0,0,0.214147048288709,0.0428882923638374,0
X601166.CH.EQUITY,0,0,0.275844819037118,0,0.0900731995689853,0.0585090521020329,0,0.139701807944748,0,0,0,0.0810586044624105,0.166416965055801,0.0606116006252381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0809668404507247,0,0,0,0,0,0,0,0.0659938074760799,0
X601169.CH.EQUITY,0,0,0,0.169139091769192,0,0.166744301272351,0,0,0,0,0.283410043695971,0.211420474084744,0.13090961373491,0,0,0,0,0,0,0,0,-0.056622980357298,0.0388540850095077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369964945309088,0,0,0.0358959864242282,0,0,0
