,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0438056367719328,0,0,0,0,0,0,0.00703131119112128,0,0,0,0,0,0,0,0.124685103723796,0,0,0,0,0,0,0,0,0,0,0,0.0193269612132526,0,0.0596574119112863,0,0,0,0,0.214454426511261,0,0,0,0.187250221253698,0,0,0,0.0359551194314121,0,0,0,0,0,0
X002142.CH.EQUITY,0.370138775440366,0,0,0,0,0.134341681377748,0,0,0,0,0,0,0,-0.0228138568830732,0,0.260217333034819,0.0472850265163171,0,0,0,-0.00677823284059948,-0.138478765231463,0,0,-0.105576114512121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343698075310702,0,0.0959996517302928,0,0,0,0.0262223509455047,-0.0987312165360435,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.296346640867981,0,-0.0230353306561759,0.31438987028376,0.0387352600504098,0,0,0.114018266331161,0,0,0,0,0.0708655833257564,0,0,-0.0746300684954883,0.34570667834978,0,0,0.0845440082165851,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981143745865484,0,0,0,0,0,0,0,0,-0.191112037371018,0,0,-0.0710872072446205
X600015.CH.EQUITY,0,0,0.0417046663990402,0,0,0,0,0.0100494442128777,-6.93889390390723e-18,0.423541535281856,0.0219905806970017,0,0,0,0.153772541813144,0,0.05249146707487,0.185301654117209,0.0318160523083573,0,0,0,0,0,0,0,0,0,0,0,0.192050532021432,0,0,0,0.0254474724812793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.227046654189426,0,0,0,0,0,0,0,0,0,0,0.152819189389931,0.140551014332006,0,0.133725796489735,0.145871711238611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067960924075768,0,0,0.119806418007574,0,0,0,0,-1.0842021724855e-19,0,0,0.0421189037313542,0,0,0.0755621605294176,0
X600036.CH.EQUITY,0,0,0.293773882535355,0,0,0,0.314370692442159,0,0,0,0,0,0.301884972732649,0,0.130444062999236,-0.0580271342487074,0,0,0.211927459075713,-0.0177469558669744,0,0,0,0,0,0.106345623130487,0,0,0,0,0,0,0,0,0,0,0,-0.00756316795348062,0,0,0.16570776175788,0,0.173984839009543,0,0,0,0,0,8.67361737988404e-19,0
X600919.CH.EQUITY,0,-0.338416516933527,0,0,0,1.09557038916416,0,0.0443021651250027,0,0,0,0.0114024298597295,0,0,0,0,0,0,0,0.0221494612790145,0,-0.0699540132029247,-0.0557172493377841,0,0,0,0,0,0,0,0,0,0,0.504312690891561,0,0,0,0,0,0,0,0,0,-0.842022081983231,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,-0.0794035391493507,0,-0.108745732354481,0,0,0,0.719104810469569,0,-0.0600098325173653,0,0,0,0,0,0,0,-6.93889390390723e-18,0.350230019172425,0,-0.491660393150675,0,0,0,0,0,0,0,0,0,0,0,0,0.0980626034610546,-0.0578638179880989,0,0.0253299264198483,0,0,0,0,0.0303804909360998,0,0,-0.0269229966983099,0,0.100197387185873,0,0.48582855527805
X601166.CH.EQUITY,0,0,0.316934815597517,0,0,3.46944695195361e-18,0,0.270630515831956,0,0,0,0.29561222459139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686767806054692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00526768652719086,0,0,0,0,0,0,0.0585595257763584,-0.00795873291693598,0.0493617436042896
X601169.CH.EQUITY,0,0,0,1.1080245767336,0,0,0,-0.0845815456288533,0,0,0,0,0,0,0,0,-0.0314689898078582,0,0.0320235342087316,0,0,-0.180812027953356,0.0136406291506275,0,0.196480661288545,-0.108971571766,0,0,0,0,0,0,0,0,0.208636323049744,0,0,0,0,0,0,0,0,-0.637261714361205,0.0857487291750449,-6.93889390390723e-18,0,0,0,0
X601229.CH.EQUITY,0,0.0403224706461014,0,0,0,0,0,0,0.151101809612806,0,0,0,0,0.470434179383938,0,0,0,0.0534841956160735,0,0,-0.158642162290135,-0.0740238109590841,0,0,0,0.0533987526276546,0,0,0,0,0,0,0.0108828651839299,0.270652419451095,0,0,0,0,0,0.10145073868571,0,0,0,0,0,0.156888343054078,0,0,0,-0.139645169469184
