,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0147357966419475,0,0.0192317625393017,0,0,0,0,0.256653057235051,0,0,0,0.28487109217834,0,0,0,0,0.0314021473616988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285471233169356,0,0,0,0,0,0.00342486647298705,0,6.93889390390723e-18,0,0,0.158031603961858,0,0,0.124191219444642,0.0502934482760453,0,0
X002142.CH.EQUITY,0,0,0,0.215555540703873,0,0.0835168546136257,0,0.42867625207927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181432646255798,0,0,0,0,0,0.0722366952112677,0.145105105530281,0,0,0,0,0,0,0,0,0,0,0.0146892237292347,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.146788405874022,0,0,0,0.1626922225768,0.149266032038988,0,0.215904724451811,0,0.053280522537567,0.0187527012333904,0,0.0151548419415055,0,0,0,0,0,0,0,0,0,0,0,0.156858165922953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335436794254132,0,0,0.0216155706323537,0,0.0103298755202932,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.639886704075939,0,0,0.0824858773112795,0,0,0,0,0,0.0218699347668272,1.73472347597681e-18,0,0.0817680947300729,0,0,0,0,0.0418074387229072,0.0805029531486786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441967543429834,0,0,0
X600016.CH.EQUITY,0,0,0,0.101347831690493,0,0,0,0,0.186046317157264,1.73472347597681e-18,0,0.0186530531617718,0.272781499319304,0,0,0,0,0.158282999102635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670583820399192,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.36820591745531,0,0.331112415970014,0,0,0,0,0,0.0569893990723367,0,0,0,0,0,0,0,0,0,0,-0.0562267453275774,0,0,0,0,0,-0.0451137036613354,0,0,0,0,0,0,0,0,0,0,0,0.055997269767467,0.089099441896139,0,0,0.0127805236348874,0,0.0645630386955937,0,0,0,0,0,0
X600919.CH.EQUITY,0,-8.67361737988404e-19,0,0.267758602181098,0,0,0,0,0,0,0,0,0,0,0.0427682799908274,0,0.283934275369956,0,-0.0148973004120132,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.267837994409804,0,-2.16840434497101e-19,0,0.0218451467217569,0,0.0803420073642991,0,0,0.017179254578705,0,0,0,0,0,0,-0.00248318473598814
X601009.CH.EQUITY,0,0.230360846197801,0,0,0,0,0,0,0.370978855113987,0,0,0,0,0,0,0.166551728796845,0,0,0,0,0,0,-0.130332014583012,0,0,0,0,0,0,0,0.129650126268096,0,0,0,0,0,0,0,0,0.0325063506322813,0,0,0,-0.090591121426005,0,-0.0718702936465436,0,0.260233074817989,0,1.73472347597681e-18
X601166.CH.EQUITY,0,0.030507340234146,0,0,0.172410858152857,0.14231599204953,0,0.117910066790969,0,0,0,0,0.0371230419113342,0,0,0.138389641013228,0.0167760631012074,0,0,0,0,0,0,0,0,-0.0307012792683704,0,0,0,0,0,0,0,0,0,0,-0.00233573563668303,0,0.140940472362793,0,0,0,0.0831783215287203,0,-0.0477501670744645,0,0,0,0.0628663351734109,0
X601169.CH.EQUITY,0,0,0,0.0637051592379877,0,0.108406077455567,0,0.00585442029505761,0,0,0.0953303527806058,0,0.0500041471218523,0,0,0.0537383332705635,0,0.0839975913801505,0,0,0,0,0,0,0.212879810557966,0,0.105420250178442,0,0,0,0,0,0,0,0,0,0,0.0151425429264275,0,0,0.0679780693811137,0,0,0.0657360217912922,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.146001299020591,0,0,0,0,6.93889390390723e-18,0,0.23297396963584,0,0,0,0,0,0,0,-0.0219058264436973,6.93889390390723e-18,0,0,0,0,0,3.46944695195361e-18,0.0750305220341518,0,-0.0607490413769418,0.188100079076571,0,0,0.334621809472876,0,0,0,0,0.109536364346317,0,0,0,0,0.0231375445474176,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0115766382517947,0,0.123953240013146,0.214368064454673,0,0.244349364804585,0,0.199558698559559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887619565831762,0,0.0871510537675371,0,0,0,0.0948356021207424,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0711775585123832,0.0157039872303311,0,0,0.00358410932139928,0,0,0.0317043961998111,0.227690076448532,0.081757804356263,0,0,0,0.0437382937895737,0.00495041620681936,0,0.221725071164396,0,0,0.0133476767156647,0,0.0639709242720534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250753201262875,0,0,0,0,0,0,0,0,0,0.0121757917988767,0
X601398.CH.EQUITY,0.107451475445896,0,0,0,0,0.0627809103304433,0,0,0,0,0,0.0443227932741622,0,0,0,0.541879588939296,0,0,0.042830395869481,0,0.0457160740224917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618657437837959,0,0,0,0.0132896888369999,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.174328866478969,0,0,0,0,0,0,0.124227769592738,0.316105401508815,0,0,0,0.115037596830974,0,0,-0.101250252801366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842757826869768,0,0,0,0,0,0,0.197035045394758,0.0256217801814431,0,-0.0595385572459061,0,0,0,0.0272632149867648
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0187655736865587,0,0,0,0.217319768753831,0.0663186010598953,0.456990014095703,0.137436857002262,0,0.00653978576336498,0,0,0,0,0,0.0179629086905583,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418500820202043,0
X601988.CH.EQUITY,0,0,0,0.221015873795062,0.208548782603709,0,0.143710054493717,0,0,0,0,0,0,0.136759885827736,0,0.0156227159352523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093119954727495,0,0,0,0,0,0,0.0546739518250954,0,0,0,0,0.0783479597448193,0,0.0529505389055063,0
X601998.CH.EQUITY,0,0,0,0.173369410090554,0.220059099954024,0,0,0,0,0,0,0,0.272295252570457,0,0,0.0687652354319584,0,0,0,0,0,0,0.00171293526711323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782373540808832,0,0,0,0,0,0,0,0,-0.030341487661872
