,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.146149830178947,0.151631493657289,0,0,0,0.100537147869374,0.14091119171521,0,0,0,0,0,0,0,0,0,0,0,0.0814270476504777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00514720822788698,0,0,0.165145292120709,0,0,0.080282371841234,0,0,0.0960915107432163,0,0,0,0
X002142.CH.EQUITY,0.124845385577015,0,0,0,0.187501117256778,0.265290505511329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433656627072795,0,-0.105498942223027,0,0,0,0,0,0.0214010696405985,0,0,0,0,0.101285405679267,0,0,0.0700297501567577,0.0875309428376979,0.0291350057905141,0,0.0707965782811599,0,0,0,0,0,-0.213282175581128,0,0
X600000.CH.EQUITY,0,0,0,0.285954711893535,0,0.305816274103314,0,0,0,0,0,0,0,0.0911347990686036,0,0,0.345609413433127,0,0,0,0,0,0.00138981228338082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186632542722685
X600015.CH.EQUITY,0,0,0,0,0,0,0.602611651691263,0,0,0,0,0.0631869434822287,0,-0.0661443061829308,0,0,0,0,0,-0.0863421272235457,0,0.045106023876504,0,0.11275832351309,0.015344986472075,0,0.0905514100062506,0,0,0,0,0,-0.0433271811443503,0,0,0,0,-0.0343493670549673,0,-0.00690480929205344,0,0,0,0,0,-0.00338167072878567,0,0,0.104303385221906,0.0784112010385188,0,-0.0675431591992341
X600016.CH.EQUITY,0,0.257682808456989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096758527138488,-0.103962532781465,0,0.658460502135128,0,0,0,0,0,0,0.0745118173734919,0,0,0,0,-0.00445680056770908,0.0621662861574744,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.255082028434539,0,0,0
X600036.CH.EQUITY,0,0.112755563187872,0.10422919110936,0,0,0,0,0,0,0,0,0,0,0,0.403269935868979,0,0,0,0,0,0.204468569521019,0.0285257806425319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00535091541669194,0.0152907865292533,0,0,0.000413106838085353,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0198088146709892,0,0,0.88307426463014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200615844368969,0,0.0193773735314798,0,0,0,0,0,-0.0305104752299355,0,0,-0.00289567419680508,0,0,0,0,0,0,0,0,0,0,0,-0.153700322946716,0.100617183875461,0,0,0,0,0.053444435334032,0,0,-0.103077610567231,0,0
X601166.CH.EQUITY,0,0,0.0238088721579774,0,0.0735945423663914,0.169923377384384,0,0,0.491752296986604,0,0,0,0,0.0425822060307706,0,0.131871647447787,0,0.0540067526476356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937750155600465,0,0,0,0,0,0.0510018810753569,0,0.00172955533816106,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0873981286620645,0,0,0,0,0,0,0,0,0,0.0025977724777926,0,0,0,0.789151562989568,0.0670328641247734,0,0,0,0,0,0,-0.0267738205146557,-0.0140833039590251,0,0,0.0935679650919957,0,0,0,-0.0430651795885589,0,0,1.73472347597681e-18,0,0,0,0,0.0334431585625904,0.00204130907421853,0,0,0,0,0,0.0684693362577913,0,0,0,-0.0328335760708043,0
X601229.CH.EQUITY,0,0,0.0496137274719972,0,0,0,0.079699206256068,0,0,0,0,0,0.765648428282477,0.111283973639146,0.272292037673954,0,0.114848517015625,0,-0.54171760631614,0,0,-1.38777878078145e-17,-0.00136575858522815,0,0,0,0,0,0,0,0,0,0,0,0,0.227878570847,8.67361737988404e-19,0,0.0376893695499974,0,-0.0234198558108833,0,0,0,0,0,0,0,0,-0.188742012932585,0.151972317455284,0
