,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.261853807903286,0,0,0,0,0,0,0,0,0.187174182061247,0,0,0,0,0,0,0,0.105668193245254,0,-0.0857042122696363,0,0,0,0.236490054294252,0,0,0,0,0,0,0.324678063002814,0,0.0618149252550376,0,0,-0.357279640894281,0,0,0,0,0,-0.0103651311714374,0,0,-0.0516454889563493,0,0,0,0
X002142.CH.EQUITY,0.213245447810125,0,0,0,0,0,0.0411607505829618,0,0.0944254880265152,0,0,0,-3.46944695195361e-18,0.0204321212048367,0,0,0.112958918484229,0,0.0437022706900962,0,0,0,0,0,0.0250437475586562,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0952039214787709,0,0,0,0,0,0,0,0,-0.013921155762304,0
X600000.CH.EQUITY,0.100666939252007,0.137091411606378,0,0,0.0442561585839816,0.259815420929186,0,0,0,0.0800769848611411,0,0,0.317368853352727,0,0.0681574903684979,0,0,0,0.0261364116958408,0,0,0,0.105581895375711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618861168157696,0.024157390143702,0,0,0,0,0,0,0,0,0,-0.0934337894478382
X600015.CH.EQUITY,0.0218433356526795,0,0,0,0.000254190459891807,0,0,0,0,0.228363791462659,0.0327089090261093,0,0,0,0.435736949891805,0,0,0,0,0.0699829385538007,0,0.194465669069491,0,0,0,0,0,0,0,0,0,0.0535347428850946,0,0,0,0,0,0,0.0148067579657035,0,0,0.100375701192934,0,0,0,0.0302888094050758,0,0,0,0
X600016.CH.EQUITY,0,0,0.134173894009788,0.259289177489215,0,0,0,0,0,0,0,0,0.0380488112869034,0.204220562941447,0,0,0.147901207689014,0,0,0,0,0,0,0,0,0,0.0144846903443013,0,0,0,0,0,0.115969122650399,0,0,0,0,0,0,0,0.0933535660353073,0.132325010701915,0,0,0,0,0,0,0,-0.190211711342403
X600036.CH.EQUITY,0,0.254351218151957,0.126866920128364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980582052687312,0,0.22728323110882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304002504260231,0.393543555734434,0,0.0104717768124263,0.0419636163684813,0,0,0,0,0.00299736920406462,0,0.0136009117986508
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.212456538625805,0,0,0,0.191854401766151,0.0880575317991303,0,0.324689919004673,0,-0.00906970469223596,0,0,0,0.00604148857970653,0,0,0,0,0,0.133399040275585,0,0,0,0,0,0,0,0,0,-0.0691805983763267,0,0,-0.0978795000060959,0,0,0,0,3.46944695195361e-18,0,0,0
X601009.CH.EQUITY,0.438610968996424,0,-0.0631594959899576,0,0,0,0,0,0.209640908182058,0,0,0,0,0,0.146342440970464,0.272141607280207,0,0,0,0,0,0,-0.516691491774398,0,0,0,0,0,0,0,0,0,-0.0288388813040193,0,0,0,0,0,0,0,0,0,0.104856663299579,0,0.294270761307664,0.230974459811867,0,0,0,0
X601166.CH.EQUITY,0,0.301646360299574,0,0,0,0,0,0,0,-0.314141346475456,0,0,0,0,0,0,0.491955261686406,0,0,0,0,0,0,0.00944438441065975,0,0.0270185332099452,0,-0.152581594008222,0,0,0,0,0,0,0.176729936440976,0,0,0,0,0,0.147121948463124,0.224292754955015,0.310205493811349,0,0,0,0,-0.0749680185648381,0,0.288345288251992
X601169.CH.EQUITY,0,0,0.120441019649678,0.608918169320676,0,0,0,0,0,0,0,0,0.289792213772129,-0.0877329995685739,0,0,0.0643075169454097,0,0,0,0,0,0,0.14371321872979,0,0,0,0,0,0,0,0,0,0,-0.0549383251163481,0,0.0314930046198307,0,0,0,0,0,0,-0.0117604452277058,0,0,0,0.0922086753748329,0.0913946444888272,0
