,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.14772239226904,0.247033611001978,0,0,0.240741083998633,0,0,0,0,0,0,0,0,0.162143923876999,0,0,0,0,0.0380174335281131,0,0,0,0,-0.0280482322130739,0,0,0,0,0,0,0,0,0,0,0.0778176831608264,0,0,0,0,0.106515512389472,0,0.0636671957792814,0,0,-0.0154240304256095,0,0,0,0,0,0.0759548766374425
X002142.CH.EQUITY,0,0,0,0,0,0.362469832854091,0,0.237331485733654,0,0,0,0,0,0,0,0,0,-0.050167082291212,0,0,0,0,0,-0.0543127814717558,0,0,0,-0.154375262896921,-0.116252765424133,0,0,0,0,0,0,-0.111460594337846,-0.0359513001945603,0,0,0,0.0550532325311129,0.356697856226039,0,0.297914945581372,0,0,0,0,-0.082490894221694,0,-0.0898784566193072,-0.0503582870971784
X600000.CH.EQUITY,0.162126684608471,0,0,0,0,0.0697243759785977,0,0,0,0.132670845509048,0,0,0.419217842138898,0,0,0,0,0,0,0,0,0,0.0398993694873375,0,0.0303186078124248,0,0,0.0872497043187817,0,0,0,0,0,0,0,0.115825603478225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.138524093567581,0,0.0451157884233458,0,0.0428072780762576,0.109870704039314,0,0,0,0,0,0,0.113897613683773,0,0,0.0223859844911463,0,0,0,0.043828647296196,0,0,0,0,0,0,0,0.181765085035483,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.239220149290153,0,0,0,0.0359078629445584,0,0,0,0
X600016.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0.0700641625537022,0,0,0,0,0,0.471258827807483,0,0,0,6.93889390390723e-18,0,0,0.0922737089075228,0,0,0,0,0,0,0,0,0,0.144788239525109,0,0,0,0,0,0,0,0.130350226361784,0,0,0,0,0,0,0,0,0,0,0,0.097914304813268,0,0
X600036.CH.EQUITY,0.572258091365549,-1.35525271560688e-20,0,0,0,0,0,0,0.0132068533872059,0,0,0,0,0,0,0,0,0,0.00261264264660674,0,0,0,0,0,0,0.0443643614293411,0,0,-0.0626257974301229,0,0,0,0,0,0,0,0.0503325345512443,0,0.0927586456526127,0,0,0,0,0,0,0,0.176453866626199,0,0,0,0,-0.0330199557996302
X600919.CH.EQUITY,0,0,0,0,0.125549982583048,0,0,0,0,0,0,0,0.397386407192827,0,0,0.249926949195505,0,0,0,0,0,0,0,0,0,0,0,0,0.101397696486005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.195646958414608,0,0,0,0,0.103367319133304,0.00738431951192914,0.000234224594525156,0.173323955178788,0,0,0.175653525909943,0.160290876383801,0,0,0,0,0.0406715458015883,0.0133736417715989,0,0,0,0,0,0,0,0,0.104181026335765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.329182891833773,0,0.350070812971769,0,0,0,0,0,0,0.142471593083779,0.067314200711004,0,0,0,0,0,0,0,0,0,0,0,0,0.0492328093149774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558811585665734,0,0
X601169.CH.EQUITY,0.0102355870670787,0,0.137129868949067,0.102571085645878,0,0,0,0,0,0,0,0,0.348968537045677,0.141768666081382,0,0,0,0,0,0.00702321244507562,0,0,0,0,0,0,0,0,0,0,0.146140859876897,0,0,0,0.0857857789837634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
