,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.132131218882374,0,0,0,0.151453147269523,0,0.0185073846977253,0,0.21582821865024,0.0192549043903698,-0.192922528431147,0,0,0,0.239620532271665,0,3.46944695195361e-18,0,0.0789905412676413,0,0,0,-0.040071376581857,0,0,0,0,0,0,0,0,0,0,0.370196278007703,0,0,-0.215357131698398,0.0966695150849078,0,0,0,-0.138696601777483,0,0,0,0,0,0,0,-0.00809820622630583
X002142.CH.EQUITY,0.0627387924431207,0,0,0,0,0.216349129076658,0,0.202116605716932,0.102835451743372,0,0,0,0,0,0,0,0,-0.116353020117874,0,0,0,-0.0981992391898769,0,0,0,0,-0.115141119674585,0,0,0,0.177619980420324,0,0,0,0,0,0,0,0,0,0.104751791388555,0,0.0476578004199699,0,0,0,0,0,0,-0.0350874045065042,-0.117286330936337
X600000.CH.EQUITY,0.0444899875451704,0,0,0,0.0679325060006421,0.123030661909843,0,0,0,0,0,0,0.439461227588669,0,0.181638986280606,0,0,0,0,0.0765728036082521,0,0,0,0,0,0.236614492325388,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03757904362383,0,0,0,-0.0778475013877162,0,-0.00306655495840525,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,-1.73472347597681e-18,0,0.160537409842137,0,0,0,0,0.329479960515354,0.00638081836036346,0,0.078437736291601,0,0,0,0.00387456753190955,0,0,0,0,0,0,0,0,0,0.0557140849008057,0.0616018412173964,0,0.0301772851181964,0,0,0,0,0,0,0,0.103482970943772,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.130637740237811,0,0,0,0.0176368393127548,0,0,0,0.178207592878117,0,0.166921960154088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157287110721019,0,0,0,0,-3.46944695195361e-18,0,0.266440345281037,0,0,0,0.109767074137517,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.206876459263275,0.0773683107174689,-8.67361737988404e-19,0,0,0,0,0,0.0213076551443407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405101589666511,0,0,0,0,0,0,0,0,0,0,0.109959686499968,0,-3.46944695195361e-18,0,0,0,0.034550045466661,0,0.107911577893155,0.0771179551796938,0,0.168419375267593,0,0.0984356310579473,0,0,0
X600919.CH.EQUITY,0,0.113179629156271,0,0,0,0,0,0,0.0391066671910836,0.217201890273826,0.127198224461607,0,0,0,0.0346630611183476,0.0461976305743571,0,0.0980882043575443,0,0,0,0,0,0,0,0.06833693410821,0,0.0679622212059171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057639564621974,0,0,0.119567659844568,0,0,0,0,0,0
X601009.CH.EQUITY,0.28597908109957,0,0,0.0432631328419666,0,0,0.112700248681882,0,0,0,0.0909921822422926,-6.93889390390723e-18,0,0.258849859869195,0,0,0,0,0,0,0.0761631551942383,0,0,0,0,0,0.0956990787310093,0,0,0,0.090612116995875,6.93889390390723e-18,0.101158304496572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041301765644615,0,0,0,0
X601166.CH.EQUITY,0.134025111418634,0,0,0,0,0.231881939926755,0,0,0,0,0,0,0,0,0,0,0.175474934465202,0,0,0,0,0,0,0,0,0,0,0,0,0.162475333359362,0,0,0,0,0,0,0,0,0.0154153142793503,0,0,0,0.137801348760702,0.386147046012063,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.279731976126336,0.374473231649956,0.0976674810522268,0,0,0,0,0,0,0,0.281029459465098,0,0.0216049316030723,0,0.0045872383321277,0,0,0,0,0,0,0,0.0245218296259506,0,-0.0941367653169195,0,0,-0.0224248553189686,0,0,0,0,0,0,0,0,0,0,0.0515901352807411,0,0,0,0,0,0,0,0,0,0
