,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0.247638080976,0,0,0,0,0.0387384181580556,0,0,0,0,0,0,0,0,0,0,0,0,0.233789307131427,0,0,0,0,0,0,0,-0.0290786980151583,0,0,0,0,0,0,0,0,0,0,0,0,0.361689129750192,0,0,0.0458938089154779,0,0,0
X002142.CH.EQUITY,0.0515522543559835,0,0,0,0,0,0,0.311375872396815,0,0,0,0.125704436312663,0,0,0,0,0,0.0175417692322139,0,0.0995407573056702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898030535435308,0,0,0,0.00882726738096516,0,0,0,0.00252795306148685,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.291931369992432,0,0,0,0,0,0,0,0.214970344830725,0.00297708173323775,0,0,0,0,0,0,0.188916271749086,0,0,0,-0.0136483442404275,0,0,0,0,0,0,0,0,0.0930602655370671,0,0,0,0,0,0,0,0.193786961877167,0,0,-0.115121295110013,0,0
X600000.CH.EQUITY,0,0,0.00913607709404875,0,0.158256251610838,0.0205129807055529,0,0,0,0,0.063149175308013,0,0,0.198111881999472,0.052390265813365,0.115116158012361,0,0,0.0937683127195345,0.0495590486846261,0,0,0,0,0,0,0.0766418705376318,0,0,0.0658678304813582,0,0,0,0,0.00497286138440195,0,0,0,0,0.067481778450481,0,0,0,0.0958462606484001,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.249481511640864,0,0.218979935149109,0,0,0,0,0,0,0.157904026646838,0,0,0,0,0,0,0,0,0,0,0,-0.0680062539233042,-0.0580441076311359,0.473466275862508,0,0.0880900192649166,0,-0.10768530277591,0,0,0,0,0,0,0,0,0,0,0,-0.12359402325079,0,0.056626190245951,0,0,0.111517968539592,-0.104861489383607,-0.00228337470503578,-0.0231835914023674,0
X600016.CH.EQUITY,0,0,0,0,0.21980114480445,0,0,0,0,0.0522064015503753,0,0,0,0,0,0,0.153874627565173,0.0558415414756581,0,0.266177409748673,0,0,0,0,0,0.203753960304961,0,0,0,0,0.0918195836141044,0,0,0,0,0,0,0,0,0,0.0493717558195495,0,0,0,0,0,0,0,-0.0156119004433506,0,0,0
X600036.CH.EQUITY,0.351998737562173,0.0129490240295787,0,0,0,0,0,0,0,0,0,0.128816405194691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647406616847286,0,0,0,0,0,0.00513547489485675,0,0,0,0,0,0,0,0.0416182190549895,0,0.163816793707628,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.0954310623738468,0.164917861884109,0,0,0,0,0,0,0,0,0.176200014360719,0,0.160891065798819,0,0,0.16419064086497,0,0,0,0,0,0,0.0495776933924854,0.0528839019797697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.0189343919050551,0,0,0.424538986844768,0,0,0,0.0144296627303975,0.219997681893861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281567596764188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319373633361426,0,-0.0453818742532562,0
X600928.CH.EQUITY,0,0,0.187809670938702,0,0.114460497430092,0,0,0,0,0,0,0,0.0716247369793872,0,0,0,0,0,0,0,0,0,0.00979782341669038,0,0,0,0.53375608819159,0,0.0640499876104296,0,0.0205394159743308,0,0,0,0,0,0.0283900624228284,0,0,0,0,0,-0.0743260236031844,0,0,0,0,0,-0.0724307811898297,0,0.0474040806649778,0
X601009.CH.EQUITY,0,-0.0215883941732732,0,0,0,0,0,0,0.382701010959978,0,0,0.365909028304309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00931279208543909,0,-0.0214585984375294,0,0.0952298972298609,0,0.133495602343737,0,0,0.0336042582994639,-0.211803689206777,0
X601166.CH.EQUITY,0,0.232479231830264,0,0,0,0,0.051480880964176,0,0,0,0.191818819538185,0,0,0,0.00161024621483193,0.113362399165569,0,0.0307928999079719,0,0,0.0718640061975222,0.0140325951837801,0,0.29299349546143,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0421291688986127,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279293441185243,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.114135260442677,0,0,0,0.174081552970568,0,0,0,0,0,0.0391074049390358,0,0,0.342151597197137,0,0,0.102814562250748,0.0987862011615942,0,0,0,0.11989011049905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114589606573666,0,-0.107810746365352,0
