,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.206702160560744,0,0,0,0,0,0,0,0,0,0.196303324070975,0,0,0,0,0,0.151669566611456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43807825081554,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.31502420680142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361441042078574,0,0,0.0696483122224483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130273694972895,0,0,0,0,0,0,0,0.188388309644421,0,0,-0.12381115307977,0.0918809771920499,0,-0.0317525728468273
X600000.CH.EQUITY,0,0,0,0,0.105241956166351,0,0,0,0,0,0.173310990538216,0,0.280836672433362,0,0,0,0,0.187557755498881,0,0.138964965360775,0,0,0,0,0,0,0,0,0.0767553921156456,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0.447183736462984,0.403003037310881,0,0,0,0,0,0,0,0,0,0,0,0.0906634977687362,-0.101261491564386,0.0373531266440623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327463703836873,0,0,0,0,0,0,0,0,0,0.0115922769483924,0.0566104669537837
X600016.CH.EQUITY,0,0,0.0354077445177521,0.00931107305805152,0,0,0,0,0,0.192245962252128,0.137390931829792,0.00650026930653319,0.216252859320185,0,0.028532099098597,0.122578306391082,0.206005390941012,0.0373344110123805,0,0.0144608217706801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0160290034669425,0,0,0,0,0,0,0.136601638507939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269471303241924,0,0,0,0,0,0,0,0,0.00777271661742245,0,0,0,0.15319117968989,0,0,0,0.216876347572538,0,0,0.121231647611749,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.0537917216471424,0,0,0.202412308776,0,0.0474226160381618,0,0,0,0,4.33680868994202e-19,0,0.034992397079657,0.174086290652573,0.0675506970211242,0.0900058051416573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188348390105422,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.223542149347569,0.0152852634962675,0.00999745576096122,0,0.0752224698934466,0,0.103412147468271,0,0,0,0.108278768976361,0,0,0,0,0,0,0.0950506381418605,0,0.270532132826745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310293330671457,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0897525976031512,0,0,0.0935656855215383,0.0635345340296808,0.264531348930757,0,0,0,0.0541678031478205,0,0,0.0793879557252771,0,0.175262147272852,0.0940212398887113,0,0,0,0,0,0,0,0,0.0169494081708511,0,0.0293555908015493,0,0,0,0,0,0,0,0,0,0.0364578905846248,0,0,0.0101119478963464,0,0,0,-8.67361737988404e-19,0,0.0105875560887196,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0581495476081665,0.135179979782287,0,0,0.187455982462808,0,0,0,0,6.93889390390723e-18,0.0603275115449397,0,0,0,0,0,0.0310050126100202,0.482902636996701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0793342753427849,0.0489033162717299,0,0.139909241514984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6064340333816,0,0.00708610596114181,0,0,0,0,0,0,0.0292275709819484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214405282117691,0
X601288.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0.138842793628925,0,0,6.93889390390723e-18,0.0959169912416859,0,0,0.500376470895842,0,0,0.186587513370933,0,0,0.00454406756885762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731573952211321,0,0.0330223802244939,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.150406449528505,0,0.165203301674458,0,0,0,0,0,0.108044772523825,0.393819865475484,0,0.0443411326840472,0,0,8.470329472543e-22,0,-0.0407066610519227,-6.93889390390723e-18,0,0.0354067622656099,0,0,0,0,0,0,0,0,0,0,0,0.153570869066199,0,-0.010608606079573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186750277433157,0
X601398.CH.EQUITY,0.0432757326964121,0,0,0,0,0,0,0,0,0,0,0.362836769957482,0,0,0.0261725977896394,0.321926200787174,0,0,0,0.050374528516559,0,0,0,0.0195117916653156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474314023506531,0,0,0.137128371895583,0
X601818.CH.EQUITY,0,0,0,0.0661712493298642,0,0,0.0334855835893393,0,0.330781728204098,0,0,0,0,0.0751083886733049,0,0.108937939379336,0.0513666319588671,0.267676393287012,0,0,-0.021686802723747,0,0,0,0,0,0,0,0,0,0,0,0.0759505717898124,0,0,0,0,0,0,0.00998031387335597,0,0,0,0,0,0,0,0,0,0,-0.0254546322186438,0
X601939.CH.EQUITY,0,0,0.301964492159525,0.183168569054786,0,0,0,0,0,0,0,0.0706814066840403,0,0.427142140595121,0,0,0,0,0,0,0,0,0,0,0.00120614706990523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109504735028359,0,0,0,-0.0419082625905623,-1.73472347597681e-18
X601988.CH.EQUITY,0.0931646583092462,0,0,0,0,0,0.0425302681385988,-6.93889390390723e-18,0,0,0,0.158923890901483,0,0,0,0.248235370324505,0,0,0.234465055930873,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.196022007385504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0899744872805257,0,0,0,0.0012385785946203,0,0,0.417890743510635,0,0,0.0706621139018123,0,0.0496440619788551,0.159003408741419,0.144508962107702,0,0,0.0169170404036024,0,0,0.0148569589233506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607770788913747,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.234879287862688,0,0,0,0,0,0,0,0,0,0,0,0,0.0849850161691206,0.0593432773799291,0,0,0,0,0,0,0.164524991181255,0,0,0,0,0,-1.38777878078145e-17,0,0.279470382999069,0,0,0,0,0,0,0,0,0,0,0,0,0.0629430772684934,0,0,0
X601916.CH.Equity,0,0,0.242855854197413,0,0.139680803956125,0,0,0,0,0,0,0,0,0,0,0,0,0.365954437579007,0,0,0,0,0,0,0,0,0,-0.0260477882469447,0,0,0,0,0,0.00579165838796583,0,0,0,0,0,0,0,0,0.245114265431456,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.144429084521128,0,0,0.56310204043818,0.336524691674768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123949407500102,0,0,0,0,0,0,0.12677391147044,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359029799229505,0,0.0771752358420055,0,0,0.106814246643993,0,0,0,0,0,0,0,0,0.0635667358068272,0,0,0,0,0,0.309531693969414,0,0,0,0,0,0,0,0.0251543635626306,0,0.12723245614641,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0120417782289531,0,0,0,0,0,0,0,0,0.829948519379179,-0.603227999787567,0,0,0.250569659617802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101541198933216,0.73440025218411,0,0
X2884.TT.EQUITY,0.240941370182728,0.270840180198346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115746398252399,0,-0.189193547736176,0,0.0875335065538827,0,0.422119615420588,0.229530965275648,0,0,0,0,0,0,0,0.0795377424623677,0,0.0378436726763434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0.0991467464856833,0,0,0,0,0,0,0,0,-0.0600625244642347,0,0,0,0,0,0,0,0,0,0,0.0288634997607428,0.0292764980546898,0.256120637197716,0,0,0.197359393279087,0.096910413238604,0,0,0,0,0,0,0,0,0,0,0,0,0.0475970335322232,0,0,0,-0.0565098410980614,0,0,0.215132907197665,0,-0.00449818501024918,0.111876953956351,0.0839623405017869
X2891.TT.EQUITY,0,0.0135637380991878,0,0.274963620354532,-0.101885332802122,0,0,0,0,0,-0.0799333711919078,0,0,0,0,0,0,0,0,0,0,0.0621169192358822,0,0,0.0942204690280917,0,0.400466304836188,0.216305199040336,0,0,0,0,0,0,0,-0.0139465056677391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840687829024126,0.0971344717682782
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272472008757779,0,0,0,0,0,0,0.299860957924337,0.128902688568298,0.344672193716746,0,0.320579895345423,0,0,0,0,0,0,0,-0.0547654090654054,0,0,0,0.0433563865878765,0,0,-0.0201702511833571,0,0,0,0,0,0,0,0,0.023179528800288
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0190824139635381,0.0826495984396484,0.000105750458696259,0.233192339524263,0.146067013796927,0.46978098061677,0.0763570626608071,0,-0.0400083954496061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144160974613675,0,0,0,0
X000166.CH.EQUITY,0,0,0.106811091281899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109843188498306,0,0,0,0,0,0,0,0,0,0,0,0,0.371366346600715,0,0.281362053373215,0,0.116401128553713,0.095658669931998,0,0.0194125258471051,0,0,0,0,0,0,0,0,0,0,0,0
