,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.10712049488895,0,0.18664739703482,0,0,0.275354910684824,0.188521773888045,0.0557189376794041,0,0,0.100625551158906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150763250468617,-0.0361588361951021,0,0,0,-0.338077949835652,0,0,0,0,0.111601474462758,0.251577113496511,0,0,0,0,0,0,0,-0.0207486020268701,0,-0.0556176570817892,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.124695512053452,0,0.537742439111954,0,0,0.0521327773278668,0,0,-0.0518840526286019,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787868907975993,0,0,0,0,0,0.15173180471006,0,0,0,0,-0.22221793423351,0,0,0,0,0.162303791643008,0,0,0,0,0,0,0,-0.0957247307001481
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.393510757265726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556673442589208,0,0.1344236128456,-0.0725459325956233,0,0,0,0,0,0,0,0,0,0,-0.233565566229257,0,0,0,0,0,0.294448410258468,0,0,0,0.0736052961637708,0.0794816276734368,0,0
X600000.CH.EQUITY,0.110612274156527,0,0,0,0,0,0.179123456584256,0,0.0207533876215103,0.0690890173246101,0,0,0,0.0332591351624059,0,-1.0842021724855e-19,0,0,0,0,0,0,0.436766894949807,0,0,0,-0.10136059988997,-0.0664312232881957,0,0,0.0601091396987498,0,0,0,-0.12458780445124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00935987976545715,-0.0236509022637303,0
X600015.CH.EQUITY,0.143471601803335,0,0.075155850321435,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.119485586624643,0.139024833079029,0,0.0210921752409492,0,0,0,0.0779153084672712,0,0,0,0.206779693556992,0,0,0.0255373840427102,0,0,0,0,0,0,0,0,0,0,0,-0.152817883966329,0,0,0,0,0,0,0,0,0,0,0,0,-0.00485892407535409
X600016.CH.EQUITY,0,0,0,0.150583350431827,0,0,0.0778149795853805,0,0,0,0,0,0,0,0,0,0,0.0805062649553305,0.296433999485316,0,0,0,0,0,0,0,0,0,0.148737441147825,-0.00201588885791333,0,-0.173962934437076,0,0,0,0,0.617419065873509,0,0,0,0.254623282523679,0,0,0,0,0,0.209723630618821,-0.281602047500225,0,0,0,0
X600036.CH.EQUITY,0,0.186729887759976,0,0,0.00614213270287539,0,0,0.0414717539507056,0,0,0,0.110974405122662,0.00269429659533244,0,0,0,0.0501141442823402,0,0.124029313250034,0.0446654134510356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216805866943718,0,0,0,0,0,0,0,0,0.0275988125100195,0,0,0.373258576852883,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.0772958183646916,0,0,0,0.00581494209771258,0,0,0.000861690457607429,0,0.127412359188417,0,0,0,0,0,0,0.38735557463104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867858052700675,0,0,0,0
X600926.CH.EQUITY,0.212461753640616,0.337764853945566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344161262495189,0,0,0.322245865560778,0,0.0481207593801882,0,0,0,0,0,0,0,0,0,0,0,0,0.0664588201913173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643850911814182,0,0,0,0
X600928.CH.EQUITY,0,0,0.245743473429543,0,0,0,0,0.10986868400199,0.162342197007465,0,0,0,0,0,0,0,0.232387615543644,0,0,0,0,0.160329593249558,0.0129802669843735,0,0,0,0,0,0,-0.123211897263498,0,0,0,0,0,0,0,0,0,-0.0748082994779831,0,0,0,0,0.284150761836584,0,0.00837702756043256,0,0,0,0,0
