,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.14984918210933,-0.0144241880236858,0,0,0.130390217813772,0.276466583149089,0,0.310511362811856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707149206292833,0,0,0,-0.0119385637131474,0,0,0,-0.00516931247409439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221231160727601,0,0,0,0,-0.231752142195038,0,0
X002142.CH.EQUITY,0.0283135214471715,0,0.0172710100523307,0,0,0.0305205261791309,0.143683281890599,0,0.182332975961561,0,0,0,0,0.0771800812571826,0,0,0,0,0,0,0,0,0,-0.0310975104160119,0,0,0,0,0,0,0,0.104223569227565,0,0,0,0.0632835360217077,0,0,0,0,0.00721607505873522,0,0,0.132844558083327,0,0,0,0,0,0,-0.107082483111778,0
X600000.CH.EQUITY,0,0,0,0,0.163785051510319,0,0,0,0,0.0106113914613269,0,0,0.381612952293756,0,0,0,0,0.0148371548700916,0,0.117798772362855,0.0173892737514154,0,0,0,6.93889390390723e-18,0,0.132817599290053,0,0,0,0,0,0,0,0,0,0,0,0,0.0167100420369751,0,0.0369476390053685,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.350987052427108,0,0.10603203954369,0,0.104114057806439,0,0,0,0,0.20900485158814,0,0.112560904360405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163305776072304,0,0,0.0639641140015967,0,0,0,0,0,0,0,0,-0.0598574563455774
X600016.CH.EQUITY,0,0,0.0833331433882941,-1.73472347597681e-18,0,0,0,0,0,0.405687804735119,0,0,0.170577481952023,0,0,0.0571345395964197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903144179358738,0.434192858750297,0,-0.545127595190731,0,0,0,0,0,0.0318472969873682,0.168689565705551,0.0324906631751101,0,0,0,0,0,0,-0.0143314400075191
X600036.CH.EQUITY,0,0,0,0,0,0,0.126638898425549,0,0,0.369371470786175,0,0,0,0,0.128410096217322,0,0,0.0966915459714816,0,0,0,0,0,0.0487900616341924,0,0,0,0,0,0,0,0.115173241582189,0,0,0,0,0,0.0714603462506974,0,0,-0.179234801169416,0.00790311537754379,0,0.033641651596217,0,0,0.161380420143693,0,0,0.0151585897270912,-0.0965968929210145,0
X600926.CH.EQUITY,0.141943996847634,0,0,0,0,0.183224869840657,0,0,0.247018935832436,0,0,0,0,-0.0775824833840043,0,0,0,0,0.118918816990054,0,-0.0830800855596436,0,0,-0.170606868158081,0,0,0,0,0,0,0.348030864785309,0,0,0,0,-0.161032836142866,0,-0.139915897045744,0,0,0,0,0,0.124604126368104,0,0,-0.0807119258762995,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.222808718870666,0,0,0,0,0,0,0.244579785364406,0.270181099054359,0,0,0.0499342723772759,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0207165910919886,0,0,-0.146885565727683,0,0.114211007816699,0,0,0,0.00444068030363277,0,0,0.185480982645694,0,0,0.0394864028746972,0.0229709454436701,0,0,0,0.0777504919696568,0
X601166.CH.EQUITY,0.478281001137891,0,0,0,0,0.120536090088797,0.0280046811891571,-0.0378877608674415,0,0,0,0,0,0,0.329297096795346,0,0,0,0.0548950830637172,-0.0625451873472136,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.119689486619056,0,0,0,0,0,0,0,0.139026274594432,0,-0.1464390785161,0,0,0,0,0,0,0.10301446779588,0,0,0,-0.0630532938546392
X601169.CH.EQUITY,0,0,0,0,0.648831496806524,0.163950009126656,0,0,0,0,0,0,0,0,0.0993127857664149,0.0798113420139556,0,-0.0678212417815409,0,0,0.218545128261793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130984519145576,0.00738188880475908,0.174709263702616,0,0,0,0,-0.211807115255237,0,-0.0369723819940277,0,-0.0767974249667789
X601229.CH.EQUITY,0,0.118303133837987,0,0.0337972095283152,0,0,0,0.441343372919025,0,0,0,0,0,0,0,0,0,0,0.0533333441528957,0,0.0186162882094324,0.038119488118818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405281213091721,0,-0.0986140118056507,0,0,-0.0428844634959675,0.0124579072949706,0.131475215609704,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.00663968074049192,0,0,0,0.0463934096649379,0,0,0,0,0,0,0.128611280045501,0.166363772163444,0.443761039396523,0,0.0260284273636334,0.133437120685502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214982120076063,0,0,0,0,0,0.00223015267612287,0.0198641304990489
X601328.CH.EQUITY,0,0,0.359603750722009,0,0.100535931789409,0,0,0,0,0,0,0,0,0,0,0,0.0532767888789625,0,0.180498844517391,0,0,0,0,0.0343005172482379,0,0,0,0,0,0,0,0,0,0.107834926248905,0,0,0,0,0,0,0,0,0,0,0,0.0297757757992397,0,0,0,0.125278442539826,0.0458356299899778,0
