,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.198720565989406,0,0,0,0.0172790088338413,0,0,0,0,0,0,0,0,0,0.067219525490202,0.145181375321901,0,0,0,0,0.0409777954876704,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206175037790612,0,0.0517201192027174,0.191242411971966,0,0.0348825559104207,0,0,0,0.112241582032962,0
X002142.CH.EQUITY,0.108963050992496,0,0,0,0,0.895896690891328,-0.116384340961823,0,0,0.118396241104997,0,-0.355407218383949,0,0,0,0,0.073823772673945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218952900763695,0,0,0,0,0,0,-0.0342025685415387,0.19066288455454,6.93889390390723e-18,0,0,0,0,0,-0.0109910468314185,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0617103119368657,0,0,0.299543520224558,0.142108742508364,0,0.207083006834811,-2.16840434497101e-19,0,0,0,0.0282399639128415,0,0,0,0,0,0.0806188281089312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.396748354982944,0,0,0,0.0806754385261254,0,0,0,0.0463631752391392,0,0,0,0,0,0,0.066225887304509,0,0.352732718678536,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.210143906932186,0,0,0,-0.23224972420588,0,0,0.00575204534013423,0,0,0,0,0,0,0,0,0.196900722269456,-0.0626053112821075,-0.00231308483240865
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.24161855113426,0.0784831899733961,0.469728553864336,0.0801925461088855,0,0,0,0.137322320982192,0.113189738064337,0,0,0.0199453050772996,0,0,0,0,0,0,0.101843326410981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327991036388486,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0513533114013399,0.256587171025617,0,0,0,0,0,0.229998398924699,0,0,0,0,0,0,0.110619124481687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144125949014798,0,0,0,0,0.0560261457841875,0.23784514757305,0.0881748637965912,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.74891477289173,0,0,0,0,0,0.154266860482659,0,0,-0.0542773989270492,0,0,0,-0.00683249200147612,0.0663011051600361,0,0,0,0,0,0,0,0,-0.0333195030766429,0,0,0,0,0,0,-0.0148908397951336,0,0,0,0,-2.16840434497101e-19,0,-0.0320879093167369,0,0,0,0,0,0,0,0,-0.0749617407151241,0,0.00399400877102522
X601166.CH.EQUITY,0.123442451582308,0.0124685132332676,0.454185295357635,0,0,0,0,0,0,0,0,0,0,0,0.177078677769962,0.0195411760638616,0,0.0211877345734455,0,-0.00158503410153419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108865862739987,0,0,0,0.00150314648511525,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.188126644756287,0.156759917940512,0.610045901230833,0.0901236780974941,0,0,0,0,-0.13178274420571,0,0,0,0,0,0,0,0,0.0681114417257882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258199724560137,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601229.CH.EQUITY,-0.0653121090290285,0.292454522192154,0.258293577625997,0,0.123012728353597,0,0,0,0,0,0,-0.109132415513725,0,0,0,0,0.0390985472290575,0,0,0,0,-0.121598988719239,0,0,0,0.135159477104716,0,0,0,0,0,-0.0208003347858916,0,0,0,0,0,-0.115195292827762,0,0,0,0,0.230964167461596,0,0,0,0,0,0,-0.324963619765803,0.122100047048013,-0.248248279225153
