,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2823.TT.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.327694285619373,0.115441990530727,0.111436295999901,0,0.106652085937178,0,0.211060565358098,0,0,0,0,-0.0249789560411405,0,0,0.0259427883206539,0.0305391620963805,0,-0.00778077412917804,0,0,0,0,0,0,0,0,0,0,0,0.0451988970576713,0,0,0,0,0.188860177180526,0,0,0,0,0,0,0,-0.0968591998112298,0,0,0,0,0,0,0.110841117191005,0
X002142.CH.EQUITY,0,0,0,0,0,0.252086506543719,0,0.490939137678597,0,0.00477818727888308,0.125969152808216,0,-0.224175041795646,0,0,0,0,-0.213514233705393,0.251654475277066,0,0,0,0,0,0,0.0557386843984378,0,0,0,0,0,0,0,0.125634301014467,0,0,-0.103202184217279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.163690785451807,0,0.105135926399431,0.213441102444165,0,0,0,0,-0.0134511729218215,0,0,0,0,0,0,0.322098126946056,0,0,-0.011350762377164,-0.0578541918560469,0,0,0,0,0,0.109579575318657,0,0.17811367090256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256570127168312,0
X600015.CH.EQUITY,0.183145149407546,0,0,0,0,0,0,0,0,0,0.343052795074356,0.133837092351256,0,0,0,0,0.0506713943090377,0.118161524479209,0,0,0,0.00530432788834578,0,0,3.46944695195361e-18,0,-0.139246921010107,0,0,0,0,0,0,0,0,0.0159327603953998,0,0,0,0,0,0,-0.0224247158045676,0,0,0,0,0,0,0,-0.0526160700844288,0.0484177812883975
X600016.CH.EQUITY,0,0.348426637128433,0.119095998090579,0,0,0,-0.0639473826925163,0,0,0,0,0,0,0,0,0,0.032886806782495,0,0,-0.265193264384288,0,0.0760856897725541,0,0,0.829732679539987,0,0,0,0,0,0,0,0,-0.106940892754451,0,0,0,0,0.202127270779068,0,0,0,0,0,0,0,-0.203525674663922,0,0,0,0,0.0929364816265466
X600036.CH.EQUITY,0,0.175596312495855,0.118009247577412,0,0,0,0,0,0.00979195646668857,0.154613783660944,0,0,0,0,0,0,0.153080160721259,0.0174780672739515,0,0,0,0,0,0,0.037016318963518,0.0088111600165881,0,0,0,0,0,0,0,0,0.0330161067621272,0,0,0,0,0,0,0,0,0,0.269384523992747,0,0,0,0,0,0.0274149582250829,-0.0427227261066848
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.232064116965054,0,0,0.0586628018187591,0.132422457317779,0,0,0,0,0,0,0.0505955782912752,0,0.215492640481402,0,0,0,0,0,-0.13410958057362,0,0,0,0,0,0,0,0,-0.0232496317572504,0,0,0,0,0.0284223023975362,0,0,0.0405680977276675,0,0,0,0,0,0,0,-0.0314322942251558
X600926.CH.EQUITY,0.186846925767292,0.233501563160383,0,0,0,0,0.0830683260540228,0,0,0,-0.0936787010143738,0,0,0,0,0.374356018861128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435879694124676,0,0,-0.113251681593819,0,0,-0.0593532545215503,-0.0225043402732795
X601009.CH.EQUITY,0,0.292693698376153,0,-0.157035041694985,0,0,0,0,0,0.0437512532347305,0,0.224767435619144,0,0.0956473022614926,0,-0.0226865545109227,0,-0.0496993872488198,0,0,0.425623121282273,0,0.0146866038582451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104496934828167,0,0,0,0,-0.0207753487041378,0,0,0,-0.07518543688373,0,0,0,0,0,0
X601166.CH.EQUITY,0.286215340970681,0,0,0,0,0.545219542094579,0,0,0,0,-3.46944695195361e-18,0.208886348570227,0,0,0,0,0,0,0,0,0,0,0.0890943538795178,0,0,0,0,-0.0527699098278374,0,0,0,0,0,0,0,0,-0.178461041716206,0,0,0,0,0,0,0,0,0,-0.0400915390292563,0,0,0,0,0
