,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0,0.225794801954047,0.172619711436781,0,0,0.0367186234921325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037318622444337,0,0,0,0,0,0.359336272079974,0,0,0.0219759133523827,0.0567588409891726,0,0,0,0,0,-0.10209828358662
X002142.CH.EQUITY,0.035661676492748,0,0,0,0,0,0.224265930726261,0.295858621892751,0,0,0,0,0,0,0,0,0.00365130361746277,0,0.0119351858198213,0,0.101493615834246,0,0,0.0308147174178338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243505808211001,0.0586790068413887,0,0,0,0,0,0.0364248937709842,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2054271657623,0,0,0.216393013382566,0,0,0,0,0.111601480010192,0.158208977055468,0,0,0,0,0,0,0,0,0,0,0,0.0711846820183414,0,0,0,0.115412186448757,0,0,0,0.181298987494596,0,0,0,-0.143663129855975,0
X600000.CH.EQUITY,0,0,0.00913298963687349,0,0.15825942631095,0.0205135288878704,0,0,0,0.0631509137916363,0,0,0.198104446095767,0.0523913286927508,0.115119831966496,0,0,0.093767884945001,0.04956008291075,0,0,0,0,0,0,0.0766408946761892,0,0,0.0658686725252767,0,0,0,0.00497399886935511,0,0,0,0.0674821718574987,0,0.095844547360992,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.267433309380268,0,0.0158329116659412,0,0,0,0,0,0.29355381210863,0,0,0,-5.42101086242752e-20,0,0,0,0.197092972063774,0,0,0,0,0,0.164947877621858,0,0.0522297542306345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757275653986459,0,0,-0.0263136136175919,0,-0.0306607617881105,-0.155022121231778,-0.0168788854533052,0.122804268126563
X600016.CH.EQUITY,0,0,0.0343672147145433,0,0.138202429727361,0,0,0,0,0,0,0,0,0,0,0.201875301839237,0.0464437306753483,0,0.216673807575052,0,0,0,0,0,0.186946820281399,0,0,0,0,0.181062020362366,0,0,0,0,0,0,0,0.0556159282193347,0,0,0,0,0,0,0,0.0157120254013536,0,0,0,0,0
X600036.CH.EQUITY,0.320122285280346,0.181463894391782,0,0,0,0,0,0,0,0,0.0852526636406279,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0602699645282335,0,0,0,0,0,0,0,0,0,0,0,0.124357299629782,0,0,0,0,0,0,0,0.0853886615614001,0,0.0203255994213871,0,-4.33680868994202e-19
X600919.CH.EQUITY,0,0.136624326212071,0,0,0,0,0,0,0,0.209815892623617,0.0352012812090369,0.0449921483922987,0,0,0.1857026425732,0.00677465542869684,0,0,0,0,0,0.165792482696753,0.0183965102026035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275681455907769,0,0,0,0,0,0,0,0.0370940120040226,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.384658613537902,0,0,0,0.0285161354143087,0.237761405864412,0,-0.0403848424420149,0,0.145744418768858,0,0,0,0,0,0,0,0.0559388108917819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485825155308095,0,0,0,0,-0.0285977161517862,0,0
X601009.CH.EQUITY,0,-0.113660945636396,0,0.109321660450793,0.122728689034733,1.38777878078145e-17,0,0,0.31571631352058,0,0.192080248323616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10199709679936,0,0,0.0718273082749323,0,0.019162389841581,0,0,0,0,0,0,0,0.124902322920734,0,0.0638407492582097,0,0,0,0,0,0.127955599263596,0,0.0353425575058129,0.0764785156525374
