,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0.107140334763087,0,-0.00917416142434276,0,0.481386872433392,0.0394972613973927,0.0400483727687887,0,0,0,0,0.00801342227362972,0,0,0,0.0417160669419255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171965154638148,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.270141134562677,0,0,0,0,0
X002142.CH.EQUITY,0.146171587181406,0,0,0,0,0,0,0.529785461218238,0.16086375283481,0,-0.0329477223684087,0,0,0,0,0,0.0817102398161622,-0.130660433784762,0,0,0,0.147374310628979,0,-0.116246870522678,0,0,0,0,0,0,0,0,0,0,0.2300446882811,0.0639472179649603,0,0,0,0,0.0137550820939344,0,0,0,0,0,0,0,-0.0633235679617144,-0.0988794100281731,0
X600000.CH.EQUITY,0.144057679646556,0,0,0,0,0,0,0,0,0,0.304255107325227,0,0,0,0,0.113179458536332,0.0992045492515745,0,0,0,0,0.0587077435917652,0.0400810460503326,0,0,0,0.0871803158143963,0,0,-0.0286115575021053,0,0,0,0,0,0,0,0.0986477214666893,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428659483912029
X600015.CH.EQUITY,0.0325780968128891,0.00451789643884982,0.118848261736354,0,0,0,0.443670341321056,0,0.0577736344286628,0,0,0,0,0,0,0.0503786592843248,0,0,0,0,0,0.205769377018861,0,0,0.0641023707538899,0,-0.00885790611972852,0,0,0,0,0,0,0,0,0,0.0210194355988802,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.11269588073155,0,0,0
X600016.CH.EQUITY,0,0,1.0842021724855e-19,0,0,0.0461835540945475,0,0,0,0.072337617443215,0.412498190747989,0,0,0.204943975275754,0,0.0998833158165768,0,0,0.0859199352727097,0,0,0,0,0.0876729437625552,0,0,0.0170931374335581,0.0188304548595704,-0.0523201464909487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104514815480722,0,0,0.0114298260684119
X600036.CH.EQUITY,0.255216468705824,0,0,0,0.396193526034208,0,0,0,0,0.0849599848980539,0.0461281784511114,0,0,0,0,0,0.0462871170361265,0,0,0,0,0.0577635424225759,0,0,0,0,0,0,0,0,0,0.0570740174544517,0,0,0,0,0,0,0,0,0,0.00570287546865256,0,0,0.103601188026946,0,2.16840434497101e-19,-0.127872274346112,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.33202134557742,0,0,0.0419595964580178,0,0,0,0,0.396709909759575,0,0.430672011168995,0,0,0,0.0451186772939795,-6.93889390390723e-18,0,0,0.0566081377174093,0.0422958443974185,0.177564368362205,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0948182594060148,0,0,0,0,0,-0.119398505283749,0,0,-0.0164130619055311
X600926.CH.EQUITY,0,0.0280256902022473,0,-0.0413718551324807,0,0.037751154304559,0,0,0,0.670500856514438,0,0,0,-0.099399145947157,0,0,0,0.0697766059488409,0,0,0,0,0,0,0,-0.0290234593372191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534462364789314,0,0,0,0,0,0
X601009.CH.EQUITY,0.194708954257749,0,0,0.257072338581611,0,0,0,0,0,0,0,0,0,0,0,0,0.0719028888193673,0,0.162715219140947,0,0.0565608431886968,0.00649099204819292,0.0551888246052694,0.0144779583626967,0.00874771992927326,0,0,0.0635991320372411,0,0,0,0,0,0,0,0,0,0.0698314520453615,0,0,0,0,0,0.026553244252604,0.0498669241252333,0,-0.0807590415568072,0,0,0,0
X601166.CH.EQUITY,0.488914741239138,0,0,0,0.0974130539820908,0.0170633561573063,0,0.197668566317742,0,0,0,0,0,0,0,0,0,0.0380536462228979,0,0,0,0,0,0,0,0,-0.180209514961888,0.271458684724232,0,0.0970923598867455,0,0,0,0,0,0,0,-0.0866787402277426,0,0,0,0,0,0,0,0,0.0726207053357809,0,0,0,-0.0454778559271173
