,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0643403637051096,0,0,0,0,0.275466716944567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158137402381093,0,0,0,0,0,0.136300045237882,0,0,0,0.177475550979042,0,0,0,0,0,0,0.00918437787759931,0.09815908981871,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.275387508077624,0,0,0,0,0,0,0,0.438394832925801,0,0,0,0,0,0,0,0.085454656208052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112272120505751,0,0.0463115568208463,0,0,-0.0607383684914924,0.0596977424079479,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0293577107973578,0,0,0,0.0509594844855514,0,0,0,0.0535047777854824,6.93889390390723e-18,0,0.285338798675017,0,0.0487242198146651,0.122052382573127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267211917277996,0,0,0.0762577628088887,0,0,0.104507844908125,0,0,0,0,0,0,0,0,0,0,0.0261393749693133,0,0,0,0
X600015.CH.EQUITY,0,0.163172347041031,0,0,0,0,0.226305127940447,0.164870925006842,0,0,0,0,0.0233077054605596,0.20983760781752,0,0,0,0,0,-0.116177480559313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255840026072033,0,0,0,0,0,0.10237496602618
X600016.CH.EQUITY,0,0,0.0783329924536872,0,0,0,0.306028255718386,0.0851546084615827,0.00746786231646522,0.0897185500278769,0.157259238797549,0,0,0,0.136498016236067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140910677199059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409608569232381
X600036.CH.EQUITY,0.173818479793506,0.3067230785604,0,0,0.0292053263846966,0,0.178028736633426,0,0.0194207869125774,0,0,0,0,0,0,0,0,0.0343831506596506,0,0,0,0,0,0,0,0,0,6.39872143062079e-05,0,0,-0.0142321995932005,0,0,0.0333440215103631,0.15852669878128,0,0,0.110679092877718,0,0,0,0,-0.0437141307744908,0,0,0,0,0,0,0.11530319522462,0
X601166.CH.EQUITY,0.0993289595727897,0,1.73472347597681e-18,0.105945255917974,0.0278179577828804,0.368855633253175,0,0,0.0255247925326887,0,0.068795392684206,0.015830817825964,0.201545801973417,0,0,0,0,0,0,0,0.0398543954142613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287201504488545,0,0,0,0.00128215918134132,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.140720513710456,0,0.394949241172884,0.0772001708641637,0,0.0617404339984078,0,0,0,0,0,0,0.0425303595732686,0,0.0565647422274569,0.151515959520568,0,0,0,0,-0.0326330129455862,0,-0.0710618041393424,0,0.0902373300351759,0,0,0,0.13164333190022,0,0,0,0,0,0,0,0,0,0,0.0524021385526434,0,0,-0.0237141791615711,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.102388693224482,0,0,0,0,0,0,0,0,0,-0.0337589390097664,0,0,0,0,0,0,0,0,0,0,0,0.0626131206126658,0,0,0,0,0,0,0.359850840974159,0,0,0.137523783352754,0,0,0,0,0,0,0,0.210984683959038,0,0,0,0,0.061747761475238,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.147164221881796,0,0.0913488208327441,0,0,0,0,0,0,0.37653586232806,0,0,0.215494327177695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843500155403403,0,0,0.0341204217205861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
