,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.392514616871819,0,0,0.0709660960610139,0.25054273401583,0,0,0,0,0,0,0.219177200562775,0,0,0.220116302758165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272150097210827,0.158631440278553,0,0,0,0,0,0,0,0,0,0,-0.14149782693563,0,0,0,0,0,-0.0760065000995748,-0.126910671390274,0,0.20730557447084
X002142.CH.EQUITY,0.123607935139437,0,0,0,0.0916111168855021,0.0660527881353905,0.0304919176694839,0,0,0,0,0,0,0,0,0.0310966174975519,0,0,1.0842021724855e-19,0,0,0,0,0.0201968615322404,0.134978113450876,0,0,0,0,-0.00509502697221841,0,0,0.294957288945032,0,0,0,-0.0521855990104625,0,0,0,0,0,0,-0.122678097024953,0,0,0,0,0.0251664496520141,0,-0.0844639755514116
X600000.CH.EQUITY,0,0,0,0,0.142525235717291,0.00667172881316747,0.0167648314516876,0,0.507354210862673,0,0,0,0,0,0,0,0,0,0,0,0.0626268257257362,0,0,0,0,0,0,0,0,0,0.0270222778332736,0,0,0.0193921262266446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.299246509355347,0,0,0,0,0,0,0,0.0397304293338832,0.0267572044968896,0,0,-0.0786482148162332,-0.0302895038388989,0,0,-0.117399233613153,0,0,0,0,0,0,0,0,0.489817783083486,0,0,0,0,0,0,0,0,-0.0404085560889347,0,0,0.323124060237699,0.0599860263510565,0,0,0,0,0,0.061458174184738,0,0,0,0
X600036.CH.EQUITY,0.238979086758153,0,0.191887710843717,0.318634192025431,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0774336176020896,-0.201243630596923,0,0,0.0258150999615271,0,0,0,0,0,0,0,0,0,0,0,-0.104515773140618,0,0,0,0,0.10370574260732,0.132863288437596,-0.0598133666289813,0,0.22892402683023,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.320871365190765,0.0898915960730941,0,0,0,0,0,0,0,0,0.305766913575657,0.00771693179082011,0,0,0.0838338270038835,0,0,0,0,0,0,0,0,0.000727120155259597,0,0,0,0.0059085896304585,0,0,0,0,0,0,0,0,0,0,0.0862407371556868,0,0,0.0732379166305568,0,0,0,0,0,0,0,0,-0.0581101785998069
X601229.CH.EQUITY,0,0.0616851740963678,0,0,0,0,0,0,0,0,0.461870566552504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449054486988676,0.0401649670927045,0,0,0,-0.2731530156671,0.102743423358327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0994044803174494,0,0.527808999743049,0.152187506128234,0.063093875568344,0.0666214610021348,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785194296053458,0,0,0,0,0.00343922021077644,0,0.0452777351545563,0,0,0,0,0,0,0,0,0.0166839919116335,0,0,0.0419428849889731,0,0
X601328.CH.EQUITY,0,0,0.294957346500842,0.12807403355025,0,0,0,0,0,0,0,0,0,0,0.142562976222403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199468717668283,0,0,0,0,0,0,0,0,0,0.149465063597795,0,0,0
X601398.CH.EQUITY,0,0.0226045406754525,0,0,0.000437771135495285,0,0,0,0,0,-6.93889390390723e-18,0.313808310850572,0.354261329984427,0.174000892607215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209615384487214,0,0,0,0,0,0,-0.0308061735382791,0,0.105803529439489,0,0,0
X601818.CH.EQUITY,0,0.338072606062726,0,0,0,0.253028420093383,0,0.0918531715863838,0,-0.0418952858603284,0,0,0,0.164796198501618,0,0,-0.0586056602729545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10011647859037,0,0,0.00124388528566731,0,0,0,0.157960569586549,4.33680868994202e-19,0,0,0,0,0,0,0,0.121998056191313,0,0,0,0.00696567566392411
X601939.CH.EQUITY,0,0,0,0,0,0,-0.0593523094432528,0,0.0944945325549863,0.406909052314577,0.0886008190578233,0,0.239747868252715,0,0,-0.108758751671419,0,0,0,0,0,-0.232791001851743,0,0,0,0.0453583762836654,0,0,0,0,0.335354384385652,0,0,0,0,0,0,-0.217545094451835,0.112924635504209,0,0,0,0,0,0,0,0,0,0.15123413836074,0,0.163612793465324
X601988.CH.EQUITY,0.24438129009302,-8.67361737988404e-19,0,0,0,0,0,0.378653281139935,0.0704828044877758,0.171875355418976,0,0.0906747215803216,0,0,0,0.032512496386552,0,2.71050543121376e-20,0,0,0,0,0,0.0170973728105294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.119022867450046,0,0,0.0181024282466758,0
