,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.230516518843272,0,0.129590358516133,0,0,0,0,0.242137128933529,0.0637590912270246,0,0.134280497900974,0,0,0,0,0,0,0.0939698451448636,0,0,-0.0766409663733948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725481946623001,0,0,0,0,0,0,0,0,0,0.0182446441365683,0.0256050809750977,0,0,0,0,0
X601939.CH.EQUITY,0.48729206169618,0,0,0,0,0,-0.0721938709503478,0,0,0.012601718469018,0.0657015854861632,0,0.36407259579009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264575479585916,0,-0.0169311430231633
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232647405651886,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200102035304846,0,0,0,0,0,0,0.152796658336926,0,0,0.0792160764881962,0,0.173848699257707,0.183460216666824,0,0,0,0,0
X601288.CH.EQUITY,0.34722434903977,0.0459155283964291,0,0,0.40151646626323,0,0,-0.0313681674425243,0,0,0.0626309623342386,0,0,0,0.114225599500608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210513662514739,0,0,0,0,0,0,0,0,0.0133797608176788,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0864060217918589,0,0.292096654232409,0,0,0,0.00302948674878753,0,0,0.249521027836822,0,0,0.105012389887303,0,0,0,0,0.14142533103724,0,0,0,0,0,0,0.0695741306258387,0,-0.0120014558258968,0,0,0.0161275181963841,0,0,0,0,0,0,0,0,0,0,0.0508908533846271,0,0,0,0,0,0.0496337786408268,0,0,0,0
X600036.CH.EQUITY,0,0,0.0399671938427217,0,0,0,0.0229149245348951,0,0,0,0,0.427319681222172,0,0,0,0,0,0,0,0,0,0.0211588536413617,0,0,0,0.11063312531281,0,0,0,0,0,0,0,0,0,0,0,0.0575357317381412,0,0,0,0.0487353599630078,0,0,0,0,0,0,0,0.251690334996655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0915282174136939,0,0,0,0,0,0,0,0,0,0,0,0,0.0107026402609066,0,0,0.0968680163552881,0,0,0,0,0.0430684673253832,0,0.175140559255693,0,0,0.106036339068073,0,0.214546239590769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148062116607924,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.246428060240093,0,0.458349550833145,0,0,0,-0.819342619473453,0,0,0.752397341605292,0,-0.908007686260619,0,0.220258055862128,0,0.617483534241907,0,0,0,0,0,0,0,0,0,0.0104048997011576,0,0.180243471025158,0,0,0,0,0,0,0,0.0693094856428638,0,0,-0.0813003072109358,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.288299348893719,0,0,0,0,0,0,0.122019249054635,0,0.152444309026954,0,0,0,0.113578709953913,0,0,0,0,0,0,0,0,0,0,0.0617685920399238,0,0,0,0.0938257597078585,0.0175713632797546,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,-0.170769327443721,0.292504626467714,0,0,0,0.0784910609895668,0,0,0,0,0,0,-0.262451894600008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703260167554535,-0.0994807245864328,0,0,-0.0817162816517192,0,0,0,0,0.0480599249576449,0,-0.153910713227177,0,0,0,0,0,0.923656695080343,0,0,0,-0.0836080192246595,0,0.115600974523319
