,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.263217200923285,0,0.256397721692728,0,0,0,0,0,0,0,0,0.271608049828919,0,0,0,0,0.0355261119364707,0,0,-0.144130628946802,0,0,0,0,0,-0.0590162137892652,0,0,0,0,0,0,0,0,0,0,0,0,0.0669961373529986,0,0,0,0,0,0,0,0.0730935623675078,0,0,0,-0.0119792142138499
X601318.CH.EQUITY,0,0,-0.0572614186420843,0,0,0.0645134046231656,0,0,0.220664382609205,0,0,0,0.132814800645743,0,0,0,0.215607029503597,0,0,0,0,0,-0.0158839849743072,0,0,0,-0.11548348665408,0,0,0,-0.148491693361093,0,0,0,0,0.222511978797307,0,0,0,0.13630878163253,0.288422631683739,0,-0.245142459636447,0.250081373926999,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.61140698362855,0,0,0,0.0244123169139028,0,0,0,0,0,0.137101750415644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035004174761017,0.00594310749610885,0,0,0,0,0.043487566287527,0,0,0.258564616370187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.472678504202365,0,0.0043825171713086,0,0,0.277709351711322,0,0,0,0,0,0,0,0,0,0,0,0.0764601282027963,0,0,0,-0.00930178880211615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177861299683365,0,0,0,0,0,0,0,-0.0111383322239323,-0.0554409221288125
X5.HK.EQUITY,0,-0.137505598127504,0.0429882971453203,0.241374631087503,0,0,0,-0.128819160962356,0,0,0,0.0543728163009828,0.212873804452872,0,0,0,0,0,0.5664643538175,0,0.00908505451899836,0,0,0,0,0,0,0,0,0,0.14968970326826,0,0,0,0,0,0,0,0,0,0,0,0.088857611467899,0,-0.153139054669487,0,0,0.0645503154994529,-0.0581703166135773,0,0,0
X601988.CH.EQUITY,0.105870395398059,0.147311847265065,0.299450600028865,0,0,0,0,0,0.103949251558322,0,0,0,0,-0.0549703707656629,0,0,0,0,0.120441690033747,0,-0.0416493447406253,0,0,0,0,0,0,0,0,0,0,0,0,0.164837926810521,0.118173981997789,0,0,0,0,0,0,0,0,0.0354349537707837,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.1597832235308,0,0,0.0290421741315076,0,0.135598397673854,0,0.356033478844901,0,0.0420155068270859,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0737079023515565,0,0,0.11388891289979,0,0,-0.0205514841836203,0.0741290458894098,0,0.0271292360156665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.094088831985648,0,0.179387407160797,0,0.0331153659865186,0,0,0,0,0.0581920857043742,0,0.369734869489991,0.025216136346905,0,0.0575242132204939,0,0,0.0168024182510668,0,0.162631472094952,0,0.0645721929543355,0,0,0,0.00363484918075425,0,0,0,0.0211166308980505,0,0,0,0,0.00485420730912689,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.255248242491496,0.148985638072077,0,0,0,0,0,0.134715479526451,0,0,0,0,0,0,0,0,0,0,-0.24766294485186,0,0.0479902525093465,0,0,0.0537028371985221,0,0.0102649368143227,0,0.0350141661576176,0,0,0,0.154759238810782,0.104736820969319,0,-0.0747654995297103,0,0,0,0,0,0,0,0,0,0,0,0.0947803633056432,0,0,0,0.128848660677311,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,-0.0903739083688794,0,0,0,0,0,0,0,0,0,0,0,0.326027925474217,0,0,0,0.115019054026901,0,0,0,0,0,0,0,0,0.468315600746441,0,0,-0.404622235059965,0,0,0.248549848629691,0,0,0.192694268556759,0.117025516480964,-0.184403214111971,0,-0.338641204902537,0,-0.293273807286393
