,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.193257883219469,0.346635403226347,0,0.0602701335560067,0,0.122578966276152,0,0,0,0,0,0,0,0,0,0,0.334870976343811,0,0,0,-0.0699487869250832,0,0,0,0,0,0.00816555316374873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474555399868088,0,0,0.0406382413905282,8.67361737988404e-19,0.0389825434912806,0,0,0.0227110259426821
X601318.CH.EQUITY,0,0,0,0,0.0339058682729484,0,0.0501187458867124,0,0.125291894762222,0,0.0387076489356921,0,0,0.0331848871182561,0,0,0,0,0.222611541361678,0,0.260022574077435,0,0,0.0305043771701651,0,0,0.0197047536615633,0.0932876659686384,0,0,0,0,0,0,0.0571122508139072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438951997048655,-0.0958934596528671
X601939.CH.EQUITY,0,0,0,0.251598557775126,0,0,0.083387766037143,0,0,0,0,0,0,0,0,0,0,0,0,0.0794622022645233,0,0,0,-0.105273886011,0.704334932708949,0.110606468782636,-0.129580967249102,0.0181083510320953,0,0,0,0,0,0,0,-0.070709292168733,0,0,0,-0.0690978023844866,0,-0.1100264425769,0,0,0,0,-0.0410646596447438,0,0,0,0.071079262828528,0.105786293479872
X601288.CH.EQUITY,0.247534271989989,0,0.068053000147097,0,0,0,0.0806173233727675,-0.0129951939497578,0.0733015644458684,0,0.0361475618822599,-0.0448032075948538,0,0,-0.0693030714142233,0.200916120560596,0,0,0,0,0,0,0,0,0.145930168697866,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645497838767618,0,0,0,0,0,0,0,0.237450615341281,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.201625093842117,0,0,0,0.0185246283246333,0.0971322568480388,0.116480326665629,0,0,0,0,0,0.182058648617324,0,0,0,0,0,0,0,0.0945866462644483,0,0,0,0,0,0,0.335580579357536,0,0.00677680712395834,0.0594581802961537,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289095293165815,0
X601628.CH.EQUITY,0.0389611383648847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153188172912031,0,0,0,0,0,0,0.19552202522396,0,0,0,0,-0.0643174929897591,0,0,0.0104937657959901,0.119806363581157,0,0,0,0.597413976224669,0,0,0,-0.0255406761856099,0.0964769729742592,0,0,0,0,0,0,0,0,0.0267458685020635,-0.0385765346762282
X601988.CH.EQUITY,0.151197187322114,0,0.023207567421265,0.150517145433248,0.307423463544338,0,0,0,0,0,0,0,0,0.0523963371924504,0,0.195666289172151,0,-0.00730701605240772,0,0,0,-0.00611070123573674,0,0,0,0,0,0.114103812942402,0,0,0,-0.0555347472279978,-0.154600867743963,0,0.262029325458705,0,0,0,-0.0904863074479191,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.206574729706572,0,0,0,0,0,0,0.166765787358326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489503966267967,0,0.070539514727373,0,0.0332669160888549,0,0,0,0.0684171756335459,0,0,0,0.0657223206467078,0,0.204442097206286,0.224714915092932,0.0479806082629582,0.104039220539797,0.103104817142891,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0277842819306299,0,0,0,0,0,0,0,0,0,0,0,0.0541784153444627,0.00890273286573792,0,0,0,0,0,0,0,0.132048320137324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423450243175744,0,0,0.264197919010123,0,0.18101241114168,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.18605223580316,0,0,0,0,0.212459571366154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399182350386857,0,0,0,0,0,0,0,0,0.0271738945305701,0,0,0,0,0,0,0.214495435659724,0,0.0634061825903035,0,0,0.157923673136947,0,0,0,0,0,0,-0.0299828193177354
X601658.CH.Equity,0,0,0.140127513799702,0,0,0,0.10469752391715,0,0,0,0,0.0992184581972672,0,0.0219016539554072,0,0,0,0,0.401223386932903,0,0,0,0,0,0,0,0,0,0,0.0456970110008065,0,0,0,0,0.041768089214577,0,0,0,-0.103260488401207,0.0729926411036829,0,0,0,0,-0.0768350583562277,-0.118717620065067,0,0.0996659179972807,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0473033970302982,0,0,0,0,0,0,0,0.113294757539166,0,0,0,0,0,0.00329221760381544,0,0,0,0,0,0,0,0,0.0870892693440342,0.388140425416704,0,0,0,0,0,0,0.156743164421023,0,0,0,0,0,0,0,0,0,0.0992278301411231,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0262579375137089,0,0,0,0,0,0,0,0.593692502516233,0,-0.020237481052039,0.205654957713492,0,-0.200048803641556,0.0323071031536703,0,0,0,0,0,0,0,0.0390465790773973,0,0,0,0.083561435608081,0,0,0,0.160400286108168,-0.0500435088444357,0,0.0526785507665407,0,0,0.0333495024413356,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.653245819668177,0.0670164087412677,0.0525505658695509,0,0,0.104208853163781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171358536551412,0,-0.24372442060091,0.106042517324267,0,-0.125390370561481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235609666024897,0.115749105513956,0,0,0
X000002.CH.EQUITY,-0.138969376560107,0,0.0955177119627203,0,0.0888890831857341,-0.24712256215934,0,0,0.154815539902082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151247652023109,0.237895405772941,-0.0211285974356706,0,-0.356542564461365,0.00619676149953439,0,0,0.259763944026314,0,0,-0.0204712946400297,0,0,0,0.153841094807642,0,0,0,0,0,0,0,0,0.0134521751025818,0
X601328.CH.EQUITY,0,0.0308604478115705,0,0.0724038761636851,0,0,0.0680986375895419,0,0,0,0.0889534681395217,0,0,0,0,0,0.0157319173995546,0,0.20953573933838,0,0,0,0,0,0,0.120731766029727,0,0,0,0,0.127287805838926,0.0781245357953162,0,0,0,0,0,0.113013775997332,0,0,0,0,0,0,0,0.102361639322473,0,0,0.200859393261205,0,0,0
X601601.CH.EQUITY,0,0.26097993909387,0,0.158668631241936,0,0.194927712512868,0,0,0,-0.117239107201888,0,0.122069933924758,0,0.104356364907432,0,0,0,0,0,0,0.253354538678989,0,0,0,0,0,0,-0.0854286508802077,0.0281782364271642,0,0,0.0239707507728233,0,0,0,0,0.0410691418423179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09032199674513,0
X601066.CH.EQUITY,0,0,0.00844847329318389,0,0,0,0,0.0202183507869306,0,0,0,0,0.620473066764961,0,0.077166686981856,-0.0622636345584839,0,0,0,0,-0.0556164756428901,0.0426088923331835,0,0,0,0.00528602045471711,0,0,0,0,0,0,0.0445202578270981,0,0,0,0,0,0,0.131272713642099,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.17026312610302,0,0,0,0,0,0,0,0,0,0.0250738081370245,0,0,0,0.410460360431137,0,0,0,0,0,0,0,0,0.00416630113048476,0,0,0,0,0.0533215314286918,0,0.0218882624012351,0,0,0.0207404823310085,0,0,0,0,0,0.0432491271681794,0,0,0,0.0501783172355024,0,0.0205618823401454,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.107678293639438,0,0,0,0.0101162716114182,0,0,0,0,-0.0866785568098964,0.137045623542998,0,0,0,0,0,0.138525011765285,0,0,0,0.00383277742597276,0,0,0,0,0.0943806695185991,-0.109503200128802,0,0,0,0,0,0,0,0,0.3072874951722,0,0,0.264424272723161,-0.628621362007013,0,0,-0.0607207623174505,0,0,0,0
