,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.127833573672315,0,0.231832618377453,0.0435860769261424,0.0206205240316655,0,0,0,0,0,0,0,0,0,0,0,0.354080045749644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120025847886358,0,0.0629700234068357,0,0,0,0,0.110531943931072,0.0557642093365447,0,0
X601318.CH.EQUITY,0,0,0,0.0669070281770964,0,0,0,0,0.128060295804219,0,0,0.0835974776209024,0.109737439950843,0,0,0,0,0,0.110383858645378,0,0.233036229402613,0,0.0521917730914225,0,0,0,0,0,0.0370829278496359,0,0.102723833572264,0,0,0,0,0.0197671098988746,0,0,0,0,0,0,0,0,0.0722709534544473,0,0,0,0,0,0.107804001418364,0
X601939.CH.EQUITY,0.0400136801142183,0,0,0,0.345836560920152,0,0,0,0,0,0,0.214657250373677,0,0.00258676120305822,0,0,0,0.107518471044317,0,0.0822473572066848,0,0,-0.0699134019706,0.218481032498701,0.247612606063878,-0.0602507602946968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467801609287728,0.00951909162991842
X600036.CH.EQUITY,0,0.159501334494404,0,0,0,0.0480746286924705,0.0986331730866288,0.101067070685565,0,0,0,0,0.161205856133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35581799281614,0.0450814143634801,0.0618090131847423,0,0,0,0,0,0,0,0,0,0.0416809306422354,0,0.0684723830681549,0,0,0,0,0,0,0,0,0,0.0511978845555217,0
X601288.CH.EQUITY,0.0728665839983487,0.152666700118518,0.15949341746329,0,0,0.116789973995984,0,0.342419783368278,0,1.73472347597681e-18,0,0.0213503983236401,0,-0.0862639114801602,0,0,0,0,0,0,0,0,0,0,0,0.00037077216654521,0,0,0,0.0330294687418772,0,0,0,0,0,0,-0.0119431611876241,0,0,0,0,0,0,0,0.174269890367007,0,0,0.139306936944241,0,0,-0.0741833721463774,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0627935443006341,0,0,0,0,0,-0.0210323393547393,0.224353974884238,0,0,0,0,0,0.132360485164742,0,0,-0.0231474193540652,-0.0731565080064155,0,0,0,0,0.0814838963193358,0,0,0.657761600682952,0,0,0,0,0,-0.0404658683432631,0.213216478620244,0,0,0,0,0,0,0,0,0.084924285503161,-0.0931442461711782
X1299.HK.EQUITY,0,0,-0.111535762369894,0,-0.0425412397861844,0,0,0,0,0.214642879999733,0,0,0,0,0,0.0888806323934843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142713869527895,-4.33680868994202e-19,0,0.0850267812024901,0,0.286098849700623,0.221355670088755,0.158598468414836,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200279468945416,0.0945267637083297,0.216626024618182,0.107260491336031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305254058841322,-3.46944695195361e-18,0,0,0,0.0215629262553457,0,0.229886856119209,0.0933590740320807,0,0,0,0.162064677429909,-0.129604221228765,0,0,0,0,0,0,0,0.0748128895269321,0,0,0,0,0.0147493617988565,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114524110120175,0,0.0808650294646638,0,0,-0.0402495642836229,0,0,0,0,0,0,0,0,0,0.0909289908363453,0.127465312079119,0,0,0,0.197021169316734,0,0,0.0151521317522615,0,0,0,0,0,0,0.0277440467567728,0,0,0.322825000447937,-0.0501105191751458,0,4.33680868994202e-19,0,0.134274505596335,0,0,0,0.0885855133133019,0,0,0,0
X388.HK.EQUITY,0,0,-0.108828933157618,-0.0384470354082571,0,-0.18703330928982,0.177637724055445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530967646235488,0,0,0.0796427738719262,-0.00343680819667684,0,0,0,0,0.134162182242297,0,0,0,0,0,0,0,0.150946876446531,0,-1.73472347597681e-18,0,0,0,0.0761871812800899,0,0,0,0,0,-0.0258257528638396
X601166.CH.EQUITY,0,0,0,0.0899220184277929,0,0,0,0,0,0,0,0.114228696194055,0.131780327130757,0,0,0,0.0214145588055503,0,0,0,0,0,0,0,0,0,0.148359085064222,0,0,0.384509032779724,0,0,0,0,0.0264185036763369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186290432206584,0,0.107277859263761
X601658.CH.Equity,0.176923024306425,0,0,0.151750944488786,0.069349602737278,0,0,0,0,-0.0726923317941381,0.423478840235118,0,0,0.0905526924069082,0,0,0,0,0,-0.0173607454216977,0,0,0,0,0,0,0,0,0.091865694850473,0.0998792888375048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118783095628631,0,0,0.0821874199752052,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.644124143618206,0,0.0486313966177658,0,0.0587622834231309,0,0.100694860272821,0,0,0,0,0.0271722259436265,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.134349293480568,0,0,0,-0.24584924200583,0,-0.150353918513352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312131186271259,0,0,0
X000002.CH.EQUITY,0,-0.000504256341991951,0,0.134385987671316,-0.0157511968492513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.650644574832226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405089148812912,0,0,0,0.00846548466626603,-0.0969534117986899
