,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.383024389155711,0,0,0.0957873281385771,0,0,0,0,0,0,0,0,0.0183553840378512,0,0,0,0,0,0,0.0265526063180912,0,0,0,0,0,0,0,0,-0.0454158729098836,0,0,0,0.141396584914287,0,0,0.0995991170830556,0,0,0,0,0,0,0,0,0.111369459557762,0.0123419411583316,0.0886348568301181,0,0
X601318.CH.EQUITY,0,0,0,0,0.0152956206330182,0,0.00351345650855953,0.0175160452975447,0.14594334675984,0,0.0583540183134652,0,0.0951587637226075,0,0,0,0,0,0.206060072375849,0,0.243929170386539,0,0,0,0,0,0,-0.0170053264204279,0,0.081750708898636,0,0,0,0,0,0,0,0.0449283869905674,0,0,0,0,0,0.0268842094769433,0,0,0,0,0,0,0.0711189893782216,-0.0224732824783497
X601939.CH.EQUITY,0,0.032717083753996,0,0.235196116281391,0,0,0,0,0,0,0,0,0,-0.0209458978176922,0,0,0,0,0,0.0307755518949839,0,0.761756456635066,0,0.103437053352951,-0.196455025148308,0,-0.117545114104028,0,0,0.0155883675484333,0,0.0115674986119811,0,0,-0.0571860393873849,0,0,0,0,0,-0.119448731637164,0,0,0,0,0,0,0,0,0,0.0530882447725904,0.105959058485688
X601288.CH.EQUITY,0.313864045538818,0,0,0,0,0,0.272751786050073,0,0,0,0.0390823742013155,0,0,0,0,0.16952263325802,0,0,0,0,0,0.0189625186239529,0,0,0.0286594756692065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176808223615252,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.180834835824677,0,0,0,0.0679023152040878,0.0915999491136677,0,0,0,0,0,0.201705245080739,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0.312893949292206,0,0,0,0,0.0248795174715053,0,0,0,0.0813932476166383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179302718660859,0
X601628.CH.EQUITY,0,0,0,0.101676874968222,0,0,0,0,0,0.0334273694205705,0,0,0,0,0,0,0,0.0583819666118834,0,0,0,0,-0.0996038471031519,0,0.263866285512587,0,0,0,0,0,0,0,0.253060773695224,0,0,0.487656662733808,0,0,0,0,0.0193448474917335,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.253378602447072,0,0,0.0646542586406373,0.0628205729220745,0,0,0,0,0,0,0,0.171519043095367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264416005163228,0,0.098049754227888,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0119932410894582,0,-0.0756820321362339,0,0,0,0,0,0,0.349451272021045,0,6.93889390390723e-18
X1299.HK.EQUITY,0,0,0,-0.0332609405081313,0,0,0,0,0,0.153657210080283,-0.0374014757298283,-0.0300316153081497,-0.125270276204215,0,0,0,0,0,0,0,0,0,0,0,0,0.248072005885726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932281596219708,0.0539463934318361,0.132974107355765,0.0169060119285397,0.0385996632810524,0,0.034372273146563,0.178951114353182,0,0.105257219144208,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659333180011797,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0373534937149584,0.104422502724785,0.609266620374326,0,0,0,0.0544654265833008,0.106406448222417,0,0,0,0,0,0,0,0,0.207209551744381,-0.0973006798295591,0.0993064411114162,0,0,0,0.130186544676984,0,0.173592089450634,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0604900470544796,0,0,0,0,0.0259816773181522,0,0,0,-0.0295904897110472,0,0,-0.160394172527847,0,0,0,0,0.446730918180835,0,0.246772861918139,0,0,0,0,0.217350213362616,0.314284404556095,0,0,0,0,0.186039652162002,0,0,0.0303023361034459,0,0,1.73472347597681e-18,-0.486989934473742,0,0.106385868238511,0,0,0,0,0
