,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.23268509696051,0,0.116788685284325,0,0,0,0,0.253909078815061,0.0582997069087228,0,0.160874637624779,0,0,0,0,0,0.107289136052271,0,0,0.0148711168500148,0,-0.0664402551942213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366843081344689,0,0,0,0,0,0,0,0,0.0301782791920818,0,0,0,0,0,0
X601939.CH.EQUITY,0.458471027963606,0,0,0.0178382763953838,0,0,-0.0321335961326892,0,0,0,0.191790415698637,0,0.228169227408511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008614085690754,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.000181188694931125,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0
X601288.CH.EQUITY,0.424634922405407,0,0.0178464102628472,0,0.20908249159755,0,0,0,0,0,0,0,0.0163188174775973,0,0,0,0,0,0,0.0721960699511229,0.119494347143936,0.0417435355681958,0,0,0,0,0,0,0,0,0.0182918291060079,0,0,0,0,0,0,0,0,0,0.0307184701557915,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.235779205567037,0,0,0,0,0,0,0.278926091031248,0.310666135597736,2.77555756156289e-17,0.0919064289307621,0.0309011924814666,0,0,0,0,0,0,0,0,0,0.0364871932943884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533129229238136,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0
X5.HK.EQUITY,0,-0.275232704520611,0,0,0,0,0,0,0,0,0,0,0,0,0.310882150902632,0,0,0,0,0,0,0,1.05941404545626,-0.910206257845208,0,0,0,0.464953075390182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223055406804566,0,0,0,0,0,0,0,0.0407204459926943,-0.143250652842816,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.334681292783132,6.93889390390723e-18,0,0,0,0,0.199156162218211,0,-6.93889390390723e-18,0.11238206877284,0,0,0,0,0.0529375239894467,0,0,0,0,0,0,0,0,0,0,0.0642464689536936,0,0,0,0,0.0801541955721525,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.286590788311511,0,0,0,0.124928202569442,0,0,0,0,0,0,-0.222789649048552,0,0,0,0,0,0,0,0,0,0,0,0,-0.18438846398162,-0.0271467883619881,0.87120779970915,0,0,0,0,0,0,0,0,0,0,0,-0.113285753670389,0,0,0,0.602866234137094,0.0124738888280034,0,0,-0.151429078999309,0,0.202548031935037
