,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.106356751462222,0,0.373957992612545,0,0,0.0148023374813829,0,0.154626391469528,0,0,-8.67361737988404e-19,0,0,0,0,0,0.152414089720868,0,0,-0.0572097003099656,0,0,0,0,0,0.00489705806847589,0,0,0,0,0,0,0,0,0,0,0.100712495530923,0,0,0,0,0,0,0,0,0,0,0.107291615358567,0,0,0
X601939.CH.EQUITY,0.362412357324944,0,0,0,0,0,0,0,0,0,0,0.0383546860380193,0,0.496980363596247,0,0,0,-1.73472347597681e-18,0,0,0,-0.0338559544742411,0,0,0,0,-0.0344231794971454,0,0,0,0,-1.73472347597681e-18,0,0,0.063162103434914,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0235089322079805,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.395472886565564,0.0370381914699785,0,0,0.372492725272279,0,0,0,0,-0.0141388912024523,0.102738137508726,0,0,0,-0.00346414147400581,0,0.0630436855571634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316327218767896
X601988.CH.EQUITY,0,0.0373474192829752,0,0.270283650462123,0,0,0,0,0,0,0,0,0,0.0214795673577981,0,0,0,0.109961808464871,0,0.27346030568192,0,0,0,0,0,0,0,0,0,0,0.0539958069946301,0,0,0.0960195913571672,0,0,0,0,0,0,0,0,0,0.00880694052073597,0,0.0853887308949207,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161980099185846,0,0,0,0.0967474196101581,0,0,0,0.487706388881362,-0.0712122008807004,0.0891259035560259,0,0,0,0,0,0,0,0.0607084185897311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446704797681878,0,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00100302694153768,0.1681571656023,0,0,0,0,0,0,0,0,0,0.21199779686435,0,0,0,0.271426022956447,0.076134586559948,0,0,0,0,0,0.0802712277695758,0,0,0,0,0.297516835051551,0,0,0,3.46944695195361e-18,0,0,0,0.0201486328176319,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660142951304916,-0.0287297007084805,0,0,0,0,0,0,0,0,0,0,0,0.0632843196488971,0,0,0,0,0,0,0,-0.423168751272333,0,0,0.292470505023609,0,0,-0.174869833832334,1.3113763254154,0,0,0,0,0,0,-0.046992239909022,-0.0680657376789497
