,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0194810489454609,0,0.11158400426336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0910361781015099,0.465393247089494,0,0.739573957136164,-0.0676792656911889,0,0.160280489407558,0,0,0,0,0,0,0,-0.251788242152895,0,0,0,0,0,0,0,0,0,0,-0.31457217566736,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.140484765535333,0,0.0064175814851301,0,0,0.0352633547777091,0,0,0,0,0,0,0,0,0,0.444754093261772,0,0,0,0,0,0,0,0,0.145961952771498,0.00515844073390677,0,0,0,0,0,0,0,0,0,0.143696887951994,0,0,0,0,0,0,0,0,0,0,0.139731571786907,0
X601939.CH.EQUITY,0,0,0,0.841508652557724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858987736731747,0.0691026784293153,0,0,0,0,0.0934483416634465,0,-0.00979310608671793,0,0,0,0,0,0,0.0562279316702712,0,0.0273427513937358,0,0,0,-0.0582554884157975,0,0,0,0,0,0,0,-0.063942903107802
X601288.CH.EQUITY,0,0,0.901348468552602,0,-0.0746084829676038,0,0,0,0,0,0,0,0,0,0,0.0383252268267215,0,0.131629493999982,0,0,0,0,0,0,0,0,-0.102338589365281,0.012366516415897,0,0,0.00509233553036299,0,0,0,0,0,0,0,0,0,-0.096666341026328,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.111544673379826,0.0452536183724383,0,0,0,0.249203232880463,0,0,-0.118477165736861,0,0,0,0,0,0,0,0,0,0,0,0,0.106544493123365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908678264234087,0.0405723898494832,0.0929693205976689,0,0.0206029350565963,0,0,0,0.134375401789919,0,0.0580219448394426,0,0,0.0805165598714741,0
X601988.CH.EQUITY,0.0809510691656469,0,0,0,-0.284623081576954,0,0,0,0,0,0,0,0,1.10200146968175,0,0,0,0,0,-0.10844066760756,-0.00177610490210413,0,0,0,0,0,0,0,0,-0.00709763803986665,0,0,0,-0.1900592841671,0,0,-0.07259354142422,0,0,0,0,0,0,0,0,0,0,0,0,0.17217623125218,0.239407654801426,0
X600036.CH.EQUITY,0,0,0,0.380377310571885,0,0,0,0.0853376832705612,0.0104306245460221,-0.00269713899429972,0,0,0,0,0,0.0334339710921379,0,0,0,0.0117769167742138,0,0,0,0,0,0,0,0.14407473600592,0,0,0,0,0,0.290666211815122,0,0,0,0,0,0,0,0,0,0,0.0434909177891332,0,0,0.042668365633229,0,0,0,0.0473145985886745
X1299.HK.EQUITY,0,0,0,0,0.281619235924355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165725190577779,0,0,-0.096035724990263,0,0,0,0,0,0.0261915411690711,0.156257008759222,0,0,0,0,0,0,0,0,0,0,0,0.138220417967832,0.000763675007850452,0,0,0,0.46731286090822,0,0,0.10336710793515,0
X5.HK.EQUITY,0,0,0,0,-0.14477778782268,0,0,0,0,0.0101836452031403,0,0,-0.030075385205277,0,0,0,0.333065515390466,0,0,0,0,0.00752067276871163,0,0,0,0.492641007268364,0,0,0.281159452533689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141015125039989,0.125344129449381,0,0,0,0,0,0,0.155659863907607
X388.HK.EQUITY,0,0.245076861723102,0,0,0,0,0,0,0,0,-0.0132649995784398,0,0,0,0.0370340898734414,0,0,0,0,0,0.490614665438672,0.253388393962238,0,0,0,0,0,0.141134922704336,0,-0.217434461648681,0,0,0,0.0625943344982114,0,0,0.188157015953294,0,0,0,0.00783328125710881,0,-0.517254692407848,0,-0.133323622215745,0,0,0,0,0,0.0498369100477645,0
