,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.434891958488673,0.0598390181614025,0.115422554189096,0,0.0388033770448682,0,0,0.236135749359908,-0.0718605640873838,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905468679142741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281069389305617,0,0,0,0,0,0,0,0,0,0,0.090361935105324,0,0,0
X601939.CH.EQUITY,0.511164255121904,0,0,0.105233661909234,0,0,-0.11381993998978,0,0,0,0.0181604746296485,0,0.37572647280863,0,-0.00997988388146422,0,0,0,0,0,0,-0.151196522535768,0,0,-0.000507270499383229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101770372709063,0,0,0.00525057459008762,0
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0,0
X601288.CH.EQUITY,0.50091504596221,0,0,0,0.198573703129658,0,0,0,0,0,0,0,0.0745691780573972,0,0,0,0,0,0,0.0127930620560462,0.116975844580226,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0502216653081535,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.541992831315479,0,0,0,0,0,0.25938400339528,0,0,0,0,0,0.257873580277284,0,0.0171753644749512,0,0,0,0,0,0,0,0,0.0933589999112933,0,0,0,0,0,0,0,0,0,-0.379207415280032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202982456164297,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0,0
X1299.HK.EQUITY,0.0764872824248148,0,0,0,0,0,0,0,0.135199233309713,0,0,0,0.101687069590059,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0102393270984023,0,0,0,0,0.226862350489956,0,0,0,0,0,0,0,0.176029173975364,0,0,0,0,0,0,0.0714890149529095,0,0,0,0.107194197696607,0,0,0,0,0
X5.HK.EQUITY,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0503354577815969,0,-0.0734937465745702,0,0,-0.164024993003082,0,0,0,0,-0.285403592577885,0.609940747084456,0,0,0,0,0.780766646265988,0,0,0,0,0,0,0,0,0,0.409536376442942,0,0,0,0,-0.308603045937659,0,0,0,0,0,0,0,0.164148074315724
X601628.CH.EQUITY,0,0,0,0,0,0,-0.0127157763022433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13939202121682,0.215669413535016,0,0,0.0108499677858279,0,0,0.116935372177563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271104774756736,0.150647989995359,0,0.0153273611940102,0
X601658.CH.Equity,0,0,0,0.0690371319200188,0.071313021422309,0,0,0,0,0,0,0,0.254139963220389,-0.0390101566087653,0,0,0,0,0,0,0.0156648839059708,0,0,0,0,0,0.210732195033415,0.12174570560613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361956963846895,0,0,0,0
