,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.219674385565093,0,0.309041271581862,0,0,0,-0.0213877674283822,0.244066674714217,0,0.117559637849289,0.0304693009959469,0,0,0,0,0,0,0,0,0,0,-0.131940292299152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102453558759703,0,0.0106240763194437,0,0,0
X601939.CH.EQUITY,0.353792930306181,0,0,0.2866058191814,0,0,-0.0959491099252654,0,0,0,0.00278205600980044,0,0.140039095816067,0,-0.0647233653090364,0,0,0,0,0,0,0,0,0,0,0.0316027327536481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20120604027576,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0
X601288.CH.EQUITY,0.471867004261828,0,0,0,0.25843380006198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872389364750231,0,0,0,0,0,0,0,0,0,0,0.0273719072335748,0,0.0348782922606614,0,0,0,0,0,0,0,0.0708980055532363,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.118143608501471,0,0.41615910882502,0,0,0,0,0,0.27388336481218,0,0,0,0,0,0.122884669480679,0,0,0,0,0,0,0,0,0,0,0,0.0252637093757132,0,0,0,0,0,0,0,0,0,0,0,0.0872436236097362,0,0,0,0,0,0,0,0,0,0,0.0757870511604184,-0.0557335713627725
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0
X1299.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0.0848826107124285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557391160181936,0.24477115403044,0,0,0.130177958145467,0,0,0,0.134189118595177,0,0,0,0,0,0,0,0,0,0,0,0.146694557720233,0.044361192838911,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248125436776308,-0.0687683604681269,0,0,-0.369233994123717,0,0,0,0,0.874903470486731,-0.777856230180149,0,0,0.627313727492722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238490383032129,0,0,0,0,0,0,0,0.0500991838784179,0,-0.168870985133983,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.324271497448317,0,0,0,0,0,0.208862760053198,0,0,0,0,0,0,0,0.185677572813179,0,0,0.0658250206581466,0,0,0,0,0,0,0,0.0417392512433824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0982040776772164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323482905900002,0,0,0,0,0,0,0.362659219884028,0,0,0,0.131777938129207,0.0591287647334813,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
