,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.145832933050053,0,-8.67361737988404e-19,0,0,0,-0.107290749452134,0,0,0,0,0,0,0,0,0,0,-0.0825874039560167,0,0,0.423328686504206,-0.125008582241256,0,0,0,0,0.467101573603559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294701392555535,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-6.7762635780344e-21,0,0,0,0.0229444852576518,-0.0209976908217699,0,0,1.73472347597681e-18,0,0,0.0294724346852239,0,0,0,0.467269981946438,0,0,0,0,0,0,0.0216311368586535,0,0,0,0.0177266459267142,0,0,0,0.235360971970272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156040382189836,0
X601939.CH.EQUITY,0,0,0,0.770596304464291,0,0,0,0,0,0,0.101309556756777,0,0,0,0,0.110353338665474,0,0,0,0,0,0,0,0,0.010144935771517,0,0,0.0664339973771743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574413035395337
X601288.CH.EQUITY,0,0,0.879439526614296,0,-0.0231090942769923,0,0,-0.0384274670107108,0,0,0,0,0,0,0,0,0.0160415085897543,0,0,0.0216403019924709,0.00269038772327884,0,0,0.20839348514304,0,0.0641604781567308,0,0,0,0,0,0,0,0,0,0,0,0,-0.105772321636353,0,0,-0.141799622801993,0,0,0,0.0486093530179068,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.00715141625046583,0,0,0,0,0,0,-0.102101824823642,0.270640446983366,0,0.275506436878602,0,0,0,0,0,0,0.299680228571474,0,0,0,0,0,0,0,0,-0.0839775476374048,0,0,0.0206724674038926,0,0,0,0.262886592560274,0,0,0,0,0,0,0,0,0,0,0.109616458220433,0,0,0,0,0.0417305861528566,0
X600036.CH.EQUITY,0,0,0,0.348743090231223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18093605638473,0,0,0,0,0,0,0,0.197940091985505,0,0.0330409337766741,0,0,0,0,0,0,0,0,0.0691804818132301,0,0,0,0,0,0,0,0.0760077386662863,0,0,0,0,0.00435022198568938,-0.00821813568636929,0
X601988.CH.EQUITY,0,0,0,0.00793052327523901,0,0.0451513011547962,0,0,0,0,0,0,0,0.0371283289789712,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405104817839798,0,0,0,0.0482098322245934,-0.08989079948787,0,0.979983096800631,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.00604686782017687,0.0264616981267187,0,0,0,0.267627725055821,0,0,0,0,0,0,0.00919623136211016,0,0,0,0,0,0.28509959093332,-0.0626303495634895,0,0,0,0,0.115973606619128,-0.0325474922468926,0,0,0,0,0,0,0.177335942737423,0.0356711538121816,0,0,0,0,0.128181480319936,0,0,0,0,0.110928473619609,0,0,0,-0.0467915950988557
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.155333088444987,0,0,0,-0.203455327440553,0,0,0,0,-0.200769082967225,0,0,0,0,0,0,0,0,0.0580561514337137,0.429271381272029,0,-0.150880081294009,0,0,0,0,6.93889390390723e-18,0.0642400636918563,0,0,0.349676643950515,0,0,0,0.182947006201244,0.357559600506138,0,0,0,0,0.32468727978631,0,0.036052522232725
X388.HK.EQUITY,0,0,0,0,0.192918647338261,0,0,0,0,0,0,0,0,0,0,0,0.016014232251488,0,0,0,0.257012546072665,0,0.267762566995482,0,0.129436204090436,0,0,-0.0575709511864229,0,0,0,-0.0111083221276748,0,0,0,0,0.0906750134709483,0,0,0,0,-0.0240952049256024,0,-0.16183932213126,0,0,0,0,0,0,0.315783950366918,0
